starrating,firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,facepsdlayer0,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,isrewardable,skinmakeup,trait1vweak,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,islicensed,teamid,trait1vequal,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,facepsdlayer1,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,trait1vstrong,accessorycolourcode2,facialhaircolorcode
4.5,,,,2080000,0,5,251,251527,0,3011,1,0,232001,0,0,34,178,5527,145139,0,0,132097,75,0,0,0,26540,3,0,0,36,132097,1,0,0,0,0,21,0,0,0,3,5728,0,4,0,0,82,160878,270337,0,23
2.5,,,,240101,7,8,0,249571,0,234,3,0,250101,0,0,3516,182,5527,145139,0,0,132224,75,0,0,0,26542,3,0,0,38,132224,3,1,0,0,0,21,0,0,0,3,5729,4,3,0,0,82,159261,270464,0,5
3.5,Igor,,Tudor,2190101,0,9,289,6007,0,25,0,0,242102,0,0,3513,193,5527,144455,0,0,132160,90,0,0,0,6007,2,0,1,45,132160,3,0,0,0,1,10,0,0,0,2,5522,0,1,0,0,85,161598,270400,0,9
5.0,Antonio,,Conte,2010000,0,19,0,1067,0,125,0,0,252001,0,0,1502,178,5509,141274,0,0,66692,73,1,2,0,1067,3,0,1,48,66692,2,1,0,0,0,27,0,0,0,3,5713,4,4,0,0,82,161333,139396,0,3
2.0,Carlos,Carlos Cuesta,Cuesta García,2150301,0,19,38,79171,0,179,0,0,234101,0,0,4,180,5555,150768,0,0,270344,75,0,2,0,79171,4,0,1,50,4198408,4,0,0,0,1,45,0,0,0,4,5551,0,4,0,0,82,161698,526344,0,6
4.5,,,,2150101,0,24,0,249472,0,104,3,0,252001,0,0,3501,177,5509,145139,0,0,132164,75,0,0,0,26542,2,0,0,52,263236,3,1,0,0,0,27,0,0,0,2,5514,4,3,0,0,82,161698,4202564,0,0
3.0,Marco,,Baroni,2320101,0,2,38,249993,0,641,0,0,253101,0,0,3509,185,5532,139124,0,0,135176,75,0,2,0,249993,2,0,1,54,264200,9,0,0,0,1,27,0,0,0,2,5566,0,2,0,0,85,161698,4196360,0,2
3.0,Kosta,,Runjaić,1130401,0,9,287,249867,0,177,0,0,244101,0,0,30,177,5509,141947,0,0,4195336,75,0,2,0,249867,2,0,1,55,532488,2,0,0,0,1,21,0,0,0,2,5567,0,2,0,0,83,161333,528392,0,0
3.0,,,,2150101,0,9,0,249132,0,105,1,0,232001,0,0,3513,176,5509,145139,0,0,4195457,75,0,0,0,26540,2,0,0,57,532609,1,0,0,0,0,18,0,0,0,2,5523,0,1,0,0,82,160719,528513,0,0
2.5,,,,60101,1,8,30,72676,0,147,3,3,232201,0,1,41,183,5511,145139,0,0,4195392,75,0,2,0,26537,2,0,0,58,532544,1,0,0,300,0,18,0,0,0,2,5707,0,2,0,0,82,161307,528448,0,8
3.0,,,,2320101,0,23,253,250556,0,198,1,0,232001,0,0,17,176,5509,145139,0,0,263170,75,0,3,0,26540,2,0,0,62,4195330,1,0,0,0,0,18,0,0,0,2,5718,0,3,0,0,81,161300,532482,0,22
3.5,,,,60101,0,21,259,279795,0,148,3,0,223101,0,0,57,178,5527,145139,0,0,66688,75,0,2,0,26543,2,0,0,64,73856,7,0,0,0,0,18,0,0,0,2,5520,2,2,0,0,82,161669,135296,0,0
3.5,,,,40101,0,8,16,249073,0,230,3,0,232001,0,0,3510,172,5511,145139,0,0,132104,75,0,0,0,26539,1,0,0,65,132104,1,0,0,0,0,18,0,0,0,1,5520,4,1,0,0,88,161307,270344,0,8
3.5,,,,60101,0,22,287,250262,0,667,3,0,253101,0,0,25,188,5509,145139,0,0,132098,75,0,2,0,26543,4,0,0,66,132098,7,1,0,0,0,38,0,0,0,4,5514,2,4,0,0,84,161547,270338,0,22
2.5,,,,60101,0,23,0,276105,0,26,3,0,223101,0,0,2507,183,5509,145139,0,0,132224,75,0,2,0,26544,2,0,0,68,132224,9,0,0,0,0,18,0,0,0,2,5567,4,2,0,0,81,161336,270464,0,23
4.0,,,,240000,0,8,243,248898,0,150,3,0,232001,0,0,2504,184,5509,145139,0,0,132230,75,0,0,0,26544,2,0,0,69,132230,9,0,0,0,0,4,0,0,0,2,5566,4,4,0,0,82,160970,270470,0,8
2.0,,,,60201,0,0,28,78107,0,0,4,0,230101,0,0,1024,182,5511,145139,0,0,263168,75,0,2,0,26545,9,0,0,70,4202496,9,0,0,0,0,18,0,0,0,9,5713,1,9,0,0,81,161614,528384,0,22
2.5,,,,60101,0,9,0,73139,0,687,1,0,223101,0,0,2505,175,5532,145139,0,0,132353,75,0,2,0,26540,3,0,0,71,139521,1,0,0,0,0,38,0,0,0,3,5718,0,3,0,0,81,161686,266497,0,0
3.5,,,,2320101,0,23,251,116880,0,150,3,0,232001,0,0,58,179,5509,145139,0,0,132234,76,0,2,0,26543,2,0,0,72,270474,7,0,0,0,0,18,0,0,0,2,5569,2,1,0,0,82,161308,4198538,0,9
5.0,Luis Enrique,Luis Enrique,Martínez García,1140000,1,8,259,249948,0,150,3,0,252001,0,0,47,180,5509,141555,0,0,66180,75,1,2,0,249948,3,0,1,73,66180,6,1,0,0,0,45,0,0,0,3,5567,4,6,0,0,81,160971,132228,0,8
3.0,,,,60101,0,22,245,72146,0,241,4,0,220101,0,1,1013,182,5557,145139,0,0,132100,75,0,2,0,26545,7,0,0,74,263172,9,0,0,300,0,136,0,0,0,7,5713,1,6,0,0,82,161546,4202500,0,23
3.0,,,,2080101,0,0,243,270334,0,239,4,0,232001,0,1,1031,178,5529,145139,0,0,132098,75,0,0,0,26545,6,0,0,76,139266,9,0,0,300,0,14,0,0,0,6,5718,1,1,0,0,81,161357,266242,0,0
3.0,Jimmy,,Thelin,1140101,0,8,30,249671,0,57,0,0,232001,0,0,68,180,5557,144422,0,0,263424,75,0,2,0,249671,1,0,1,77,4202752,2,0,0,0,1,46,0,0,0,1,5718,0,1,0,0,82,161257,528640,0,18
3.5,Brendan,,Rodgers,80103,0,5,0,249063,0,150,3,0,252001,0,0,2515,170,5535,142549,0,0,132244,75,1,2,0,249063,2,0,1,78,132244,7,0,0,0,0,35,0,0,0,3,5514,2,4,0,0,88,160955,270484,0,5
1.5,John,,McGlynn,60201,0,24,0,78918,0,0,0,0,252102,0,1,2,180,5511,138493,0,0,263168,75,0,2,0,78918,1,0,1,79,4202496,9,0,0,300,1,42,0,0,0,1,5510,0,1,0,0,82,160544,528384,0,15
3.0,Derek,,McInnes,2310101,6,8,252,51495,0,1106,0,0,252102,0,0,1526,170,5509,141978,0,0,263316,65,0,2,0,51495,3,0,1,80,4195476,6,0,0,0,1,42,0,0,0,3,5508,0,4,0,0,89,161655,532628,0,9
2.5,David,,Gray,60201,0,3,243,268731,0,0,0,0,242101,0,0,1,180,5509,148126,0,0,263188,75,0,2,0,268731,2,0,1,81,4202516,1,0,0,0,1,42,0,0,0,2,5713,0,2,0,0,82,161308,528404,0,18
2.0,Stuart,,Kettlewell,2150101,0,23,30,208673,0,292,0,0,242101,0,0,4014,183,5506,146696,0,0,263496,70,0,2,0,208673,3,0,1,82,4202824,2,0,0,0,1,42,0,0,0,3,5506,0,3,0,0,82,161662,528712,0,9
1.5,Jens Berthel,,Askou,2190101,0,1,287,249660,0,0,0,0,232101,0,0,2027,190,5527,146041,0,0,4195400,75,0,2,0,249660,2,0,1,83,532552,2,1,0,0,1,13,0,0,0,2,5707,0,1,0,0,85,161679,528456,0,1
3.5,Russell,,Martin,60000,0,0,289,254124,0,1093,4,0,232101,0,0,1550,185,5557,147275,0,0,66688,75,0,2,0,162886,2,0,1,86,66688,5,0,0,0,0,42,0,0,0,1,5713,4,1,0,0,85,161672,139392,0,0
2.5,,,,60101,0,19,0,73491,0,681,3,0,223101,0,0,25,177,5511,145139,0,0,263304,75,0,2,0,26541,1,0,0,88,4195464,6,0,0,0,0,14,0,0,0,1,5510,0,1,0,0,82,161308,532616,0,3
2.5,,,,2320101,0,5,243,53853,0,40,3,0,232001,0,0,3500,170,5509,145139,0,0,263233,69,0,0,0,26541,1,0,0,89,4202561,6,1,0,0,0,50,0,0,0,1,5520,0,3,0,0,88,161185,528449,0,8
3.0,,,,60101,0,19,251,53686,0,1106,3,0,242201,0,0,3505,183,5510,145139,0,0,263249,84,0,2,0,26541,2,0,0,91,4202577,6,0,0,0,0,14,0,0,0,2,5510,0,2,0,0,83,161560,528465,0,23
1.0,,,,2120000,0,9,243,100707,0,294,3,0,232001,0,0,15,191,5509,145139,0,0,139328,82,0,0,0,26541,2,0,0,92,135232,6,0,0,0,0,205,0,0,0,2,5522,0,3,0,0,85,161116,264256,0,8
3.5,,,,60201,6,8,246,266184,0,190,3,0,232101,0,0,47,185,5509,145139,0,0,132226,71,0,2,0,26541,1,0,0,94,132226,6,0,0,0,0,35,0,0,0,1,5552,0,1,0,0,85,160405,270466,0,9
3.0,,,,60000,0,8,251,250029,0,221,3,0,232001,0,0,1532,178,5509,145139,0,0,132096,75,0,0,0,26543,3,0,0,95,132096,7,1,0,0,0,45,0,0,0,3,5507,2,2,0,0,82,161712,270336,0,9
3.0,,,,60000,0,24,0,2629,0,26,3,0,252102,0,0,3510,170,5527,145139,0,0,263240,70,0,2,0,26538,2,0,0,97,4202568,2,0,0,0,0,42,0,0,0,2,5520,4,2,0,0,88,161515,528456,0,5
3.5,Régis,,Le Bris,60101,0,22,0,270696,0,150,0,0,243101,0,0,1510,180,5511,143593,0,0,132160,75,0,2,0,270696,1,0,1,106,263232,3,0,0,0,1,18,0,0,0,1,5510,0,1,0,0,82,161324,4202560,0,6
2.5,,,,60101,0,3,287,261949,0,162,3,0,223101,0,0,3513,175,5511,145139,0,0,263192,75,0,2,0,26541,1,0,0,109,4202520,6,0,0,0,0,14,0,0,0,1,5707,0,1,0,0,81,161669,528408,0,3
4.0,Vitor Manuel,Vitor Pereira,Lopes Pereira,2120000,0,9,45,250665,0,65,0,0,244101,0,0,1506,175,5511,140904,0,0,4195336,75,0,2,0,250665,4,0,1,110,532488,3,1,0,0,1,38,0,0,0,4,5510,0,4,0,0,82,161504,528392,0,23
2.5,,,,30301,0,0,0,268328,0,16,3,0,223101,0,0,1,180,5511,145139,0,0,0,75,0,0,0,26537,2,0,0,111,0,1,0,0,0,0,70,0,0,0,2,5570,0,1,0,0,83,161517,0,0,0
2.5,,,,30301,0,0,0,268329,0,16,3,0,223101,0,0,1,180,5529,145139,0,0,0,75,0,0,0,26537,2,0,0,112,0,1,0,0,0,0,95,0,0,0,2,5502,0,1,0,0,83,161517,0,0,0
1.0,,,,60101,0,3,259,272649,0,693,3,0,223101,0,0,2009,178,5511,145139,0,0,4195330,75,0,2,0,26541,2,0,0,121,532482,6,0,0,0,0,14,0,0,0,2,5510,0,1,0,0,81,160728,528386,0,3
1.5,,,,60101,0,8,251,250077,0,0,3,0,223101,0,0,51,175,5511,145139,0,0,4202496,75,0,2,0,26538,1,0,0,127,528384,2,0,0,0,0,14,0,0,0,1,5566,4,2,0,0,83,161601,526336,0,9
0.5,,,,60201,0,23,58,78417,0,160,3,0,232201,0,1,11,175,5511,145139,0,0,263248,75,0,2,0,26541,2,0,0,135,4195408,6,0,0,300,0,25,0,0,0,2,5707,0,2,0,0,83,160468,532560,0,23
1.5,,,,2150101,0,5,246,249499,0,289,3,0,242102,0,0,3500,178,5511,145139,0,0,132234,75,0,0,0,26539,1,0,0,142,132234,1,0,0,0,0,35,0,0,0,1,5707,4,4,0,0,82,160917,270474,0,8
1.5,,,,1450101,0,0,287,45098,0,115,1,0,232001,0,0,2005,185,5511,145139,0,0,4195458,74,0,0,0,26540,2,0,0,143,525442,1,1,0,0,0,42,0,0,0,2,5510,0,1,0,0,86,160717,532610,0,6
4.0,Marco Alexandre,Marco Silva,Saraiva da Silva,2320000,0,3,45,178609,0,177,3,0,242101,0,0,30,180,5509,144177,0,0,135296,75,1,2,0,178609,3,0,1,144,133248,4,0,0,0,0,38,0,0,0,3,5713,4,4,0,0,82,160237,264320,0,8
1.5,,,,60101,0,9,0,279147,0,154,3,0,223101,0,0,3500,175,5511,145139,0,0,270346,75,0,2,0,26543,2,0,0,149,4198410,7,0,0,0,0,14,0,0,0,2,5510,2,2,0,0,82,161102,526346,0,20
2.0,,,,2080102,0,3,251,267907,0,181,1,0,242102,0,0,1508,191,5506,145139,0,0,4202498,75,0,6,0,26540,2,0,0,159,528386,1,1,0,0,0,21,0,0,0,2,5569,0,1,0,0,85,160949,526338,0,3
3.5,,,,60101,0,2,287,249260,0,182,3,0,223101,0,0,11,179,5511,145139,0,0,263236,75,0,2,0,26542,2,0,0,160,4202564,3,0,0,0,0,21,0,0,0,2,5510,4,2,0,0,83,161459,528452,0,9
1.5,Claus-Dieter,,Wollitz,2080000,0,22,251,249148,0,3011,0,0,261001,0,1,1555,186,5527,139801,0,0,4195456,75,0,2,0,249148,4,0,1,162,532608,1,1,0,300,1,21,0,0,0,4,5566,0,4,0,0,85,160237,528512,0,22
1.0,,,,60101,0,20,289,270087,0,75,3,0,223101,0,0,30,191,5510,145139,0,0,263172,75,0,2,0,26543,2,0,0,165,4195332,7,0,0,0,0,21,0,0,0,2,5713,2,2,0,0,85,161642,532484,0,22
2.5,,,,2120101,0,3,243,102133,0,189,1,0,232001,0,0,2,178,5520,145139,0,0,263168,72,0,0,0,26540,2,0,0,166,4195328,1,0,0,0,0,21,0,0,0,2,5522,0,1,0,0,82,161564,532480,0,8
4.0,,,,60101,0,5,255,140433,0,84,3,0,232001,0,0,2,178,5527,145139,0,0,66562,75,0,0,0,26541,2,0,0,169,73730,6,1,0,0,0,13,0,0,0,2,5718,0,1,0,0,82,161194,135170,0,23
2.0,,,,60201,6,3,287,269708,0,221,1,0,232101,0,0,2015,184,5511,145139,0,0,132096,75,0,2,0,26540,2,0,0,171,132096,1,0,0,0,0,21,0,0,0,2,5566,0,2,0,0,82,161312,270336,0,3
3.5,,,,60101,0,0,259,73191,0,0,3,0,223101,0,0,12,184,5552,145139,0,0,132097,75,0,2,0,26538,2,0,0,175,270337,2,0,0,0,0,34,0,0,0,2,5522,4,1,0,0,81,161339,4198401,0,0
1.5,Steven,,Pressley,60101,0,1,30,3448,0,10,0,0,252102,0,0,22,183,5511,142807,0,0,263172,70,0,2,0,3448,2,0,1,180,4202500,1,0,0,0,1,42,0,0,0,2,5513,0,2,0,0,83,161669,528388,0,24
2.5,Jim,,Goodwin,2010000,0,24,289,251865,0,65,0,0,232101,0,0,2008,183,5529,145769,0,0,263168,75,0,2,0,251865,2,0,1,181,4202496,2,0,0,0,1,25,0,0,0,2,5713,0,1,0,0,82,160845,528384,0,24
3.5,Vincenzo,,Italiano,1130000,0,9,251,251172,0,0,1,0,242101,0,0,1509,171,5509,144328,0,0,132228,75,0,2,0,251172,2,0,1,189,270468,3,1,0,0,0,27,0,0,0,3,5566,0,3,0,0,88,161349,4198532,0,9
3.0,Thomas,,Letsch,80301,0,0,287,250582,0,0,0,0,242101,0,0,11,190,5555,140935,0,0,66688,75,0,2,0,250582,4,0,1,191,66688,5,0,0,0,1,21,0,0,0,4,5522,0,4,0,0,84,161503,139392,0,23
2.5,Vincenzo,,Vivarini,2150101,0,9,289,250660,0,122,0,0,250101,0,0,2006,175,5509,140214,0,0,132224,75,0,2,0,250660,3,0,1,200,139392,3,1,0,0,1,27,0,0,0,3,5505,0,4,0,0,82,161700,266368,0,9
3.0,Giovanni,,Stroppa,2310000,0,5,255,104061,0,103,0,0,252102,0,0,4006,180,5509,140720,0,0,4195584,80,0,2,0,104061,2,0,1,205,532736,3,0,0,0,1,27,0,0,0,2,5567,0,1,0,0,83,161698,528640,0,22
3.0,Paolo,,Zanetti,2320000,0,19,260,251109,0,77,3,0,242101,0,0,2016,184,5511,146160,0,0,4202502,75,1,2,0,251109,1,0,1,206,528390,4,0,0,0,0,27,0,0,0,5,5505,4,1,0,0,83,161349,526342,0,5
2.5,Jürgen,,Säumel,60201,0,5,253,75688,0,189,0,0,242101,0,0,3517,184,5509,146792,0,0,263306,75,0,2,0,75688,2,0,1,209,4195466,2,0,0,0,1,4,0,0,0,2,5718,0,2,0,0,82,161470,532618,0,6
2.0,Mario,,Kovacevic,2150000,0,22,255,79143,0,655,0,0,242101,0,0,3500,180,5555,143390,0,0,270336,75,0,2,0,79143,4,0,1,211,4198400,8,0,0,0,1,10,0,0,0,4,5718,0,4,0,0,82,161684,526336,0,23
2.5,,,,2150000,0,0,253,250201,0,0,3,0,232001,0,0,2020,182,5509,145139,0,0,263176,75,0,0,0,26538,1,0,0,217,4195336,2,1,0,0,0,18,0,0,0,1,5713,4,4,0,0,83,161325,532488,0,8
4.0,,,,2320101,0,0,245,157767,0,63,3,0,240201,0,0,1548,175,5509,145139,0,0,132224,66,0,2,0,26543,4,0,0,219,132224,7,1,0,0,0,27,0,0,0,4,5567,2,3,0,0,82,161331,270464,0,23
3.0,Besnik,,Hasi,2150101,6,23,30,249055,0,172,0,0,250101,0,0,1533,177,5718,142155,0,0,66564,75,0,6,0,249055,3,0,1,229,66564,1,1,0,0,1,1,0,0,0,3,5524,0,4,0,0,82,161607,139268,0,9
3.0,Andries,,Ulderink,60101,0,9,246,77670,0,161,0,0,223101,0,0,1510,180,5707,141273,0,0,132112,75,0,2,0,77670,1,0,1,230,132112,9,0,0,0,1,34,0,0,0,1,5507,0,1,0,0,83,161579,270352,0,9
3.0,Nicky,,Hayen,2320101,0,8,0,254486,0,181,0,0,242101,0,0,2020,188,5707,145308,0,0,66688,75,0,2,0,254486,3,0,1,231,66688,8,0,0,0,1,7,0,0,0,3,5506,0,4,0,0,85,161228,139392,0,9
2.0,Vincent,,Euvrard,60401,0,5,287,256523,0,655,0,0,252102,0,0,2004,184,5511,145881,0,0,4195328,75,0,2,0,256523,2,0,1,232,532480,8,0,0,0,1,7,0,0,0,2,5508,0,1,0,0,82,161333,528384,0,5
4.0,Bruno Miguel,Bruno Lage,Silva do Nascimento,60000,6,9,0,249078,0,693,1,0,252001,0,0,1515,190,5557,143751,0,0,66562,75,1,1,0,249078,3,0,1,234,66562,4,0,0,0,0,38,0,0,0,4,5717,0,3,0,0,84,160215,139266,0,22
4.0,Francesco,,Farioli,40101,0,0,253,263710,0,63,0,0,231102,0,0,3514,174,5509,148467,0,0,132225,75,0,1,0,263710,4,0,1,236,132225,7,1,0,0,1,27,0,0,0,4,5566,0,4,0,0,87,160967,270465,0,22
3.5,Rui Manuel,Rui Borges,Gomes Borges,2150000,7,9,252,264687,0,199,0,0,242201,0,0,42,173,5555,145633,0,0,132224,75,0,2,0,264687,5,0,1,237,132224,4,0,0,0,1,38,0,0,0,5,5724,0,5,0,0,88,161511,270464,0,23
4.5,Diego,,Simeone,1140401,0,22,243,5571,0,196,1,0,250101,0,0,1517,177,5509,141545,0,0,132224,77,1,2,0,5571,4,0,1,240,263296,6,1,0,0,0,52,0,0,0,4,5500,0,1,0,0,81,156759,4202624,0,23
4.5,Hans-Dieter,,Flick,60201,0,6,243,254149,0,150,3,0,252102,0,0,3510,177,5558,139656,0,0,66176,75,0,6,0,254149,3,0,1,241,66176,2,0,0,0,0,21,0,0,0,4,5522,4,4,0,0,82,161333,132224,0,8
2.5,Antonio,Antonio Hidalgo,Hidalgo Morilla,2150101,6,23,288,257581,0,160,0,0,233101,0,0,1519,183,5718,144751,0,0,263304,75,0,3,0,257581,4,0,1,242,4195464,9,0,0,0,1,45,0,0,0,4,5713,0,4,0,0,81,161698,532616,0,22
4.5,Xabier,Xabi Alonso,Alonso Olano,2150000,0,3,259,262757,0,149,0,0,232001,0,0,3516,183,5529,145774,0,0,132224,75,0,0,0,262757,2,0,1,243,139392,3,0,0,0,0,45,0,0,0,3,5566,4,1,0,0,82,161668,266368,0,7
