firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,careerenddate,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,careerstartdate,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,previousteamcountryid2,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,previousteamcountryid1,previousteamid3,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,previousteamid2,shortpassing,modeavailability,freekickaccuracy,skillmoves,faceposerpreset,previousteamcountryid3,previousteamid1,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,goldenage,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
17262,39980,16819,0,0,2014,18,0,0,109,105,1140000,0,1992,3,0,57,0,75,0,0,0,73,0,78,0,87,14,84,65,0,0,0,48,7,0,89,15,91,89,9,0,87,84,252001,80,2030,58,77,85,0,-1,0,2017,81,83,0,178,1,0,7,73,52,1,142745,3,0,0,88,78,27,112670,71,16990212,0,74,0,2,0,67108864,81,0,1041,9,86,5,-1,110404,90,0,55,1,0,0,131682,0,0,0,83,82,84,81,0,-1,0,2,7,3,0,1,0,0,160432,0,0,52,1,0,4,50,5,0,88,1041,0,9,0,1,4864,60,3,0,89,500,2,0,0,0,1,0,0,0,31,0,0,2,0,83,84,0,-1,57,0,0,3
1470,26912,26912,0,0,2014,0,0,0,13,111,60000,0,1993,0,287,45,0,56,0,0,0,36,0,56,0,93,-1,68,51,0,0,0,44,8,0,91,15,53,89,13,0,86,83,244101,56,2030,41,64,92,0,-1,0,24,68,79,0,187,1,0,-1,89,95,1,143697,5,0,0,76,84,27,111139,52,688128,0,79,0,2,0,262144,55,0,1088,14,92,5,-1,131681,77,0,32,1,0,159,115841,0,0,0,85,72,63,84,0,-1,0,1,9,9,0,1,0,0,160432,0,0,27,1,0,3,83,5,0,72,1088,0,12,0,1,4608,44,5,0,89,500,2,0,0,0,1,0,0,0,27,0,0,289,0,76,93,0,-1,42,0,0,0
31449,3358,3358,0,0,2004,0,0,0,31,132,30401,0,1982,0,38,92,1,80,0,0,0,86,0,21,0,33,-1,88,84,0,0,0,82,5,0,36,7,85,91,10,0,87,84,252001,93,2030,86,93,32,0,-1,0,2019,91,82,0,174,1,0,-1,60,0,1,140380,18,0,0,94,60,27,0,72,4203529,0,73,0,2,0,1048576,81,0,1114,8,38,5,-1,110374,92,0,88,4,0,0,45,0,0,0,39,86,90,73,0,-1,0,1,15,1,0,1,0,0,160432,0,0,27,1,0,4,64,2,0,74,1114,0,7,1,3,0,82,2,0,91,500,2,0,0,0,1,0,0,0,28,0,0,292,0,84,36,0,-1,83,0,0,0
23552,9050,9050,0,0,2006,115,0,0,48,111,2010000,1,1986,0,0,48,0,57,0,0,0,50,0,82,0,87,-1,70,53,0,0,0,57,7,0,89,15,51,88,11,0,85,90,250101,71,2030,40,59,85,0,-1,0,5002,66,83,0,185,1,0,10,90,27,1,140947,5,0,0,74,88,14,219,71,269352976,0,81,0,2,0,32768,56,0,1116,5,88,4,-1,131681,74,0,40,1,0,18,5,0,0,0,91,80,65,87,0,-1,0,1,14,3,0,1,0,0,160432,0,0,18,1,0,3,82,4,0,81,1116,0,8,0,1,256,51,10,0,88,500,3,0,0,0,1,0,0,0,30,0,0,4,0,82,90,0,-1,50,0,0,0
13217,5694,5694,0,0,2023,0,16,0,0,101,60401,1,1994,0,287,23,1,64,0,0,0,14,0,68,0,16,-1,35,25,0,0,0,16,94,16,28,28,13,91,93,0,88,70,242101,67,2030,19,25,14,0,-1,0,52,93,48,0,192,0,0,-1,75,18,1,144377,0,0,0,26,89,27,73,59,0,0,82,1,2,0,0,58,0,1179,78,51,5,-1,50,37,0,17,0,0,0,45,0,0,0,42,53,78,13,0,-1,0,1,86,2,0,1,0,0,161228,0,0,27,1,0,2,78,5,3,42,1179,0,89,0,0,4608,86,3,0,91,500,4,0,0,0,1,0,0,0,28,0,0,2,0,94,18,0,-1,18,0,0,0
11374,6248,6248,0,0,2011,48,0,0,11,112,2190103,0,1992,3,0,61,0,82,0,0,0,35,0,43,0,93,-1,68,51,0,0,0,48,11,0,94,15,57,89,13,0,89,80,252001,53,2030,38,57,92,0,-1,0,42,67,77,0,176,1,0,-1,85,45,1,142779,5,0,0,68,83,27,243,56,491536,0,74,1,2,0,524288,80,0,1183,14,93,5,-1,50,71,0,36,1,0,190,45,0,0,0,83,83,62,88,0,-1,0,1,6,8,0,1,0,0,160684,0,0,27,1,0,3,91,2,0,76,1183,0,13,0,1,256,44,3,0,89,500,2,0,0,0,1,0,0,0,31,0,0,2,0,80,93,0,-1,41,0,0,0
13212,40378,40378,0,0,2005,141,0,0,31,132,2150000,0,1984,3,0,87,0,82,0,0,0,87,0,83,0,43,-1,81,86,0,0,0,87,15,0,32,15,82,87,8,0,88,83,250101,85,2030,90,91,36,0,-1,0,3,89,83,0,168,1,0,25,59,14,1,140152,18,0,0,89,63,27,48,88,9437320,0,67,1,2,0,1,84,0,1201,14,41,4,-1,50,87,0,90,3,0,0,5,0,0,0,62,87,85,62,0,-1,0,0,14,1,0,1,0,0,160432,0,0,27,1,0,4,51,3,0,74,1201,0,7,0,2,0,88,4,0,87,500,3,0,0,0,2,0,0,0,31,0,0,2,0,85,40,0,-1,81,0,0,3
12215,36717,36717,0,0,2017,131,0,0,41,143,2150301,0,1993,5,287,86,1,80,0,0,0,89,0,12,0,36,-1,90,87,1,0,0,88,5,0,36,15,86,89,11,0,87,92,232001,92,2030,93,90,32,0,-1,0,3502,90,85,0,180,1,0,18,77,0,2,143889,25,0,0,95,75,27,0,92,5252354,1,82,1,6,0,4,79,0,1238,14,40,5,-1,0,90,0,88,3,0,0,52,0,0,0,67,84,89,76,0,-1,0,1,12,1,0,1,0,0,161715,0,0,27,1,0,5,64,5,1,79,1238,0,11,0,3,512,91,4,0,89,500,4,0,0,0,5,0,0,0,25,0,0,2,2,85,36,0,-1,90,0,0,6
40325,40288,40288,0,0,2006,121,0,0,34,131,2320000,0,1989,0,287,87,0,78,0,0,0,90,0,29,0,76,-1,95,88,0,0,0,92,10,0,83,0,92,94,7,0,94,96,250101,96,2030,89,96,65,0,-1,3,2502,94,82,0,185,1,0,14,86,27,3,142332,18,0,0,96,84,45,0,88,5252225,0,77,0,2,0,256,85,0,1397,15,73,5,-1,45,96,0,90,4,0,18,243,0,0,0,77,84,94,86,0,-1,0,1,8,10,0,1,0,26,160432,0,0,18,1,0,5,73,2,0,86,1397,0,12,0,3,0,90,4,0,94,503,5,0,0,0,1,0,0,0,26,11,0,85,0,83,62,0,-1,91,0,0,0
22307,13359,13359,0,0,2013,0,0,0,136,126,60401,0,1995,0,287,78,0,88,0,0,0,80,0,636,0,45,-1,77,75,0,0,0,83,6,0,46,0,82,86,6,0,83,83,244101,82,2030,83,84,42,0,-1,0,1505,85,87,0,164,1,0,23,48,45,1,143810,12,0,0,85,58,18,66,86,101724161,0,62,1,2,0,32,93,0,1551,16,49,4,-1,241,84,0,72,3,0,27,69,0,0,0,52,90,81,63,0,-1,0,2,8,1,0,1,0,0,160890,0,0,18,1,0,4,40,4,0,85,1551,0,9,0,3,4096,83,4,0,86,501,3,0,0,0,1,0,0,0,30,15,0,8,0,88,54,0,-1,90,0,0,0
31443,29718,29696,0,0,2015,32,0,0,125,129,2320401,0,1993,3,288,84,0,81,0,0,0,85,0,56,0,36,18,81,79,2,0,0,75,6,0,44,15,85,87,10,0,81,83,252001,88,2030,83,88,34,0,-1,1,1505,86,86,0,187,1,0,12,63,45,1,142825,16,0,0,89,64,14,219,74,34611456,1,74,1,2,0,1,76,0,1605,11,38,4,-1,483,84,0,81,3,0,18,1,0,0,0,44,86,84,55,0,-1,0,2,6,9,0,1,0,16,160432,0,0,18,1,0,4,73,4,0,81,1605,0,14,0,3,0,79,3,0,87,500,3,0,0,0,1,0,0,0,28,0,0,4,0,86,31,0,-1,75,0,0,0
21693,36271,36271,0,0,2008,0,0,0,148,103,2010401,1,1990,0,0,63,0,77,0,0,0,68,0,1,0,88,-1,78,42,0,0,0,59,13,0,88,15,74,88,14,0,83,84,250101,74,2030,57,71,94,0,-1,0,3002,75,88,0,182,1,0,5,90,27,1,142158,3,0,0,77,90,18,69,63,269385728,0,75,0,2,0,16384,83,0,1615,7,90,4,-1,45,83,0,42,2,0,45,50,0,0,0,90,89,76,87,0,-1,0,2,8,9,0,1,0,0,161228,0,0,18,1,0,3,86,3,0,89,1615,0,15,0,1,0,58,10,0,88,500,3,0,0,0,1,0,0,0,26,0,0,2,0,88,92,0,-1,55,0,0,0
10769,29422,29422,0,0,2004,118,0,0,17,114,60401,0,1989,2,287,71,0,77,0,0,0,79,0,7,0,88,7,82,62,0,0,0,88,8,0,87,15,71,87,11,0,82,85,252001,75,2030,69,70,84,0,-1,0,4003,76,78,0,185,1,0,14,86,14,1,141692,10,0,0,84,87,18,69,88,17236228,0,79,0,2,0,67108864,71,0,1620,13,85,4,-1,5,88,0,69,2,0,45,1,0,0,0,88,75,79,77,0,-1,0,2,12,10,0,1,0,0,160432,0,0,18,2,0,3,76,5,0,90,1620,0,14,0,2,512,77,2,0,87,500,4,0,0,0,1,0,0,0,27,0,0,2,0,77,82,0,-1,74,0,0,6
36201,15112,15112,0,0,2014,0,0,0,139,141,2150401,0,1994,0,243,92,0,88,0,0,0,92,0,25,0,49,-1,74,84,0,0,0,86,10,0,51,15,78,91,10,0,90,85,240101,80,2030,93,89,43,0,-1,0,530,89,93,0,188,1,0,27,81,45,1,144213,25,0,0,92,78,14,69,87,37748929,2,83,1,2,0,2097152,76,0,1625,7,51,5,-1,241,86,0,85,3,0,18,1,0,0,0,62,93,82,84,0,-1,0,1,12,9,0,1,0,0,160432,0,0,18,1,0,4,69,3,0,86,1625,0,10,0,3,0,90,7,0,91,500,2,0,0,0,1,0,0,0,24,0,0,5,2,93,44,20,-1,89,0,0,0
7437,23200,23157,0,0,2011,119,0,0,17,114,1360401,1,1991,0,28,49,0,83,0,0,0,59,0,1,0,92,12,80,48,0,0,0,52,6,0,90,15,69,87,14,0,88,87,250101,79,2030,41,70,83,0,-1,0,1024,78,80,0,174,1,0,14,83,45,1,142572,10,0,0,82,86,14,73,59,84180992,0,70,1,2,0,65536,89,0,1668,10,86,4,-1,243,87,0,34,2,0,18,5,0,0,0,87,83,76,56,0,-1,0,1,14,3,0,1,0,0,160432,0,0,18,1,0,3,84,3,0,90,1668,0,7,0,1,256,48,9,0,87,500,2,0,0,0,6,0,0,0,29,0,0,2,0,81,87,0,-1,40,0,0,0
27974,34486,34485,0,0,2007,0,0,0,0,142,2010000,1,1990,5,0,84,0,80,0,0,0,92,0,21,0,37,-1,69,82,0,0,0,84,7,0,41,15,72,86,15,10,90,88,252001,81,2030,91,83,41,0,-1,0,4001,84,84,0,178,1,0,-1,66,14,1,142580,25,0,0,86,66,36,0,84,4194368,0,74,0,2,0,1,75,0,1845,11,45,4,-1,417,75,0,64,2,0,0,11,0,0,0,52,86,75,84,0,-1,0,0,7,2,1,1,0,0,160102,0,0,36,1,0,4,67,5,0,75,1845,0,11,0,2,512,88,2,0,86,500,2,0,0,0,1,0,0,0,26,0,0,2,0,85,44,2,-1,87,0,0,6
31234,34080,30414,31237,0,2018,0,0,0,11,112,2320401,0,1997,20,0,54,1,77,0,0,0,48,0,99,0,91,-1,77,52,0,0,0,59,16,0,88,15,64,88,12,0,86,83,244101,63,2030,53,65,89,0,-1,0,1506,73,78,0,183,1,0,-1,78,18,1,144487,5,0,0,79,82,38,5,64,835584,0,79,1,2,0,131072,82,0,3622,8,91,4,-1,69,82,0,48,1,0,14,236,0,0,0,86,75,71,89,0,-1,0,1,13,6,0,1,0,0,160444,0,0,38,1,0,3,88,4,0,84,3622,0,12,0,1,4096,56,4,0,88,500,3,0,0,0,3,0,0,0,26,0,0,2,0,77,93,0,-1,52,0,0,0
31395,5062,31394,31394,0,2015,30,0,0,132,139,2320401,0,1989,0,0,93,0,89,0,0,0,89,0,45,0,42,16,83,85,0,0,0,91,12,0,37,15,86,90,12,0,90,91,250101,87,2030,86,92,39,0,-1,0,1514,91,87,0,186,1,0,18,79,27,0,142267,27,0,0,92,75,45,280,91,5251081,0,75,1,2,0,32,78,0,4231,15,42,5,-1,131681,87,0,90,3,0,22,241,0,0,0,58,86,87,74,0,-1,3,1,10,9,0,1,0,0,160432,0,0,54,2,0,2,72,2,0,82,4231,0,11,0,3,0,88,5,0,90,500,3,0,0,0,1,0,0,0,27,0,0,2,0,87,37,2,-1,90,0,0,0
15647,34972,34972,0,0,2003,39,0,0,136,141,2210000,0,1982,0,287,88,0,88,0,0,0,90,0,21,0,52,27,81,90,0,0,0,90,11,0,52,15,84,89,6,20,87,87,252001,87,2030,92,91,47,0,-1,0,2001,90,89,0,178,0,0,23,81,163,1,140005,25,0,0,90,84,45,0,90,1048617,0,73,1,2,0,64,82,0,4833,7,49,5,-1,0,83,0,88,3,0,9,241,0,0,0,91,91,84,80,0,-1,0,1,12,4,0,1,0,0,160432,0,0,9,2,0,3,77,3,0,84,4833,0,8,0,2,0,91,3,0,89,500,5,0,0,0,2,0,0,0,26,0,0,2,0,90,35,17,-1,90,0,0,0
23599,40597,6052,6052,0,2008,0,0,0,6,105,2320401,1,1989,0,0,75,0,75,0,0,0,71,0,47,0,90,-1,71,71,0,0,0,64,12,0,90,5,91,91,6,0,89,87,250101,82,2030,44,86,84,0,-1,0,4003,85,90,0,176,1,0,-1,83,54,2,141585,3,0,0,87,83,27,52,65,24704,0,75,0,2,0,67108864,79,0,5003,7,88,5,-1,598,87,0,61,3,0,0,131681,0,0,0,74,91,83,78,0,-1,0,3,15,1,0,1,0,22,160432,0,0,54,1,0,3,80,2,0,92,5003,0,13,0,3,0,56,6,0,91,500,2,0,0,0,1,0,0,0,30,0,0,2,0,90,88,0,-1,60,0,0,0
24969,28464,28464,0,0,2013,0,0,0,41,142,2150000,0,1996,3,287,71,0,85,0,0,0,93,0,115,0,30,-1,52,86,0,0,0,79,7,0,31,15,66,88,8,0,89,82,242101,71,2030,93,89,30,0,-1,0,2007,87,89,0,173,0,0,-1,61,45,1,145062,25,0,0,85,66,14,13,85,2097155,0,70,0,2,0,33554432,84,0,5419,10,35,4,-1,243,78,0,66,2,0,0,9,0,0,0,56,90,69,82,0,-1,0,1,15,1,0,1,0,0,160432,0,0,14,1,0,4,83,3,0,79,5419,0,10,0,2,2048,88,2,0,88,500,2,0,0,0,1,0,0,0,21,0,0,2,0,89,28,17,-1,88,0,0,3
4684,21917,21917,0,0,2006,0,0,0,0,107,1140000,0,1988,3,287,74,0,77,0,0,0,77,0,119,0,83,-1,85,68,0,0,0,62,14,0,85,15,86,88,10,0,86,83,250101,72,2030,47,78,87,0,-1,0,2508,82,85,0,169,1,0,-1,77,18,1,141405,7,0,0,86,82,45,0,77,33723392,0,70,0,2,0,262144,91,0,5454,7,83,4,-1,448,84,0,51,2,0,21,21,0,0,0,86,89,80,69,0,-1,0,3,7,3,0,1,0,0,160890,0,0,18,2,0,3,72,2,0,89,5454,0,6,0,1,0,59,4,0,88,500,4,0,0,0,3,0,0,0,30,0,0,2,0,87,85,0,-1,65,0,0,3
17056,6469,6469,0,0,2013,7,0,0,103,111,1140000,0,1996,0,287,60,0,63,0,0,0,52,0,154,0,87,7,73,68,0,0,0,52,16,0,87,15,65,86,16,0,85,82,242101,64,2030,41,63,90,0,-1,0,46,67,71,0,185,1,0,3,85,0,1,144377,5,0,0,71,84,14,0,73,278528,0,83,1,2,0,32768,61,0,5467,9,87,4,-1,0,75,0,43,1,0,0,9,0,0,0,89,69,68,83,0,-1,0,1,14,5,1,1,0,0,161292,0,0,14,1,0,3,86,5,0,78,5467,0,15,0,1,4608,52,3,0,86,500,4,0,0,0,1,0,0,0,27,0,0,5,0,70,88,0,-1,44,0,0,0
12257,20881,20881,0,0,2016,31,0,0,149,118,1140401,0,1995,3,0,82,0,70,0,0,0,83,0,17,0,73,18,90,87,1,0,0,92,12,0,76,15,80,87,8,0,87,87,242101,82,2030,87,84,60,0,-1,0,2000,84,78,0,184,0,0,10,78,95,2,144520,14,0,0,89,80,14,112828,90,16780104,0,89,1,2,0,4,71,0,5471,15,71,4,-1,5,91,0,85,2,0,0,19,0,0,0,73,75,86,68,0,-1,0,1,14,6,0,1,0,0,160432,0,0,14,1,0,4,77,5,0,90,5471,0,10,0,2,512,88,3,0,87,502,2,0,0,0,1,0,0,0,27,2,0,2,2,77,70,18,-1,84,0,0,3
16159,6551,6550,6550,0,2019,0,8,0,0,102,2210000,0,1999,3,287,24,1,66,0,0,0,18,0,40,0,16,-1,56,29,0,0,0,28,90,2,27,1,29,90,93,0,89,68,242101,69,2030,31,29,21,0,-1,0,1518,93,54,0,185,3,0,-1,69,38,1,145585,0,0,0,33,88,45,0,63,0,0,80,1,2,0,0,56,0,5479,84,59,5,-1,236,59,0,27,0,0,0,243,0,0,0,30,62,84,37,0,-1,0,1,88,4,0,1,0,0,160432,0,0,45,2,0,3,81,5,2,44,5479,0,88,0,0,4624,88,2,0,90,502,4,0,0,0,1,0,0,0,29,19,0,2,0,90,28,0,-1,27,0,0,0
22472,22880,11896,22471,0,2009,123,0,0,37,135,60000,0,1989,0,287,75,0,89,0,0,0,88,0,129,0,38,18,81,82,2,0,0,86,8,0,38,15,90,89,13,0,87,87,252001,85,2030,85,92,36,0,-1,0,1518,90,88,0,180,1,0,12,75,27,1,142466,23,0,0,91,77,45,131682,81,8401036,0,75,1,2,0,1048576,77,0,5589,12,38,5,-1,241,88,0,81,3,0,38,243,0,0,0,75,91,86,59,0,-1,0,0,8,3,0,1,0,0,160432,0,0,38,1,0,4,67,2,0,85,5589,0,10,0,3,0,84,3,0,89,500,3,0,0,0,1,0,0,0,29,0,0,2,0,89,33,0,-1,77,0,0,0
