bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-22,-10,-1,-80,3,-16,0,18,33,1,-55,-47,16,-9,1,38,-36,37,40,23,64,25,0,-48,0,-42,0,27,-13,0,0,-2,0,0,-11,0,2,21,0,0,1,0,0,-9,0,-3,0,-44,-15,-9,-14,1,18,0,0,11,64,0,-39,41,-2,-52,0,-24,-70,8,0,-42,3,18,51,4,-7,0,17,12,0,-18,0,0,-33,9,0,20,0,0,0,11,2,-32,-10,5,-26,-56,-27,4,-73,0,4,-37,12,-1,-20,-11,-21,80,-1,-10,0,-30,0,-16,-2,-31,0,9,-45,1,0,32,0,-1,-49,0,25,-31,37,65,-14,56,0,-23,2,-18,7,-3,-62,-25,-35,-12,22,-6,6,-47,-10,-2,-44,-16,4,-1,-56,-12,22,-8,2,-12,8,48,43,-52,0,15,0,0,3,4,54,33,0,0,-44,54,-16,-19,0,-25,23,-51,100,-12,19,-18,-41,-34,-36,41,-1,9,-37,36,-50,-78,0,74,0,-3,-17,0,-72,-5,1,1,-18,-6,0,0,7,-38,6,38,44,27,-3,0,9,18,-25,-10,-25,5,0,-72,-69,0,1,6,3,-7,-8,47,254109,0,100
-36,26,-22,-88,-3,-16,0,8,5,27,-25,7,35,6,0,-46,42,-8,13,5,-13,6,0,3,0,-16,-6,6,-47,0,1,5,-7,0,79,15,-3,-41,0,0,14,6,2,16,0,7,0,-47,13,25,-6,3,-18,-3,1,-21,-9,0,-16,28,25,24,26,5,-50,-44,0,-40,1,-40,35,-9,0,0,-8,8,2,-19,3,0,-8,12,0,58,0,0,21,16,1,-71,-13,-26,-72,-19,-37,-4,-7,0,-36,-71,2,5,-14,-54,-22,-24,-1,14,-57,-22,5,0,-1,77,0,5,-19,10,0,9,3,0,-32,2,7,49,-4,-38,0,-41,0,68,0,-19,-73,-1,-77,28,-27,-38,54,-16,3,-23,-45,-38,-52,-10,14,8,-40,-18,51,-37,0,24,-63,-12,63,18,0,-4,0,0,1,-37,8,-35,-3,0,16,4,6,9,2,4,54,21,50,-59,2,19,-33,38,-24,-28,30,-5,-54,-15,-49,-85,1,-14,1,-4,7,0,-18,-15,-2,3,-54,7,0,0,2,-14,5,-11,60,9,14,10,-28,12,75,-6,-11,81,0,-43,1,5,6,-2,3,76,-7,-14,270860,0,100
-26,1,-16,-74,6,-12,0,29,-3,30,-45,0,36,-22,2,-54,-9,-13,17,49,2,10,0,-2,0,-52,13,-32,-26,0,1,2,1,0,40,-5,-5,-27,0,0,-9,4,1,41,0,5,0,-11,43,-1,-16,2,-7,-3,5,-36,1,0,-47,25,35,0,18,29,-35,-17,0,-46,0,-20,11,-10,-17,0,-26,-11,2,-5,2,0,21,-4,0,76,0,0,20,31,0,19,-6,-6,-39,16,-30,-3,-35,0,-12,-36,22,4,-84,-19,-5,-7,6,1,-52,14,4,-14,-4,-8,38,4,-56,-10,0,100,3,1,-37,6,-32,-2,4,-12,0,-4,0,4,-1,30,-65,-3,-6,87,2,18,8,-44,3,-67,-31,31,-9,55,9,9,15,-15,11,-37,2,5,-57,-9,84,9,0,-10,0,1,2,-12,22,10,1,0,-12,13,-39,19,1,-7,90,11,0,18,-1,92,-31,-29,-12,-40,24,17,-83,-10,2,-75,0,-7,2,-9,-72,0,1,0,0,1,-26,19,0,-3,1,-42,19,-14,70,8,21,7,-21,29,-4,-13,-41,79,0,0,-46,2,8,6,1,31,1,-16,278035,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279299,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279322,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279324,0,100
13,0,-80,-63,-9,19,0,92,84,5,-16,-39,17,-16,0,-39,10,9,0,67,84,-14,0,-66,0,32,-10,13,9,0,0,0,0,0,-37,88,0,-52,0,0,-29,0,0,0,0,0,0,100,-1,2,-33,0,10,0,0,-42,79,0,41,-10,100,-34,6,0,-18,15,0,-11,0,9,0,-84,-2,0,-35,40,0,19,0,0,-100,30,0,100,0,0,90,63,0,9,-100,-23,-65,-12,30,17,50,0,0,-41,23,0,-51,-23,29,-3,-6,-15,-4,-100,0,6,0,41,0,0,40,98,0,-3,0,0,0,0,15,-2,50,-88,-2,-88,0,-3,0,-11,-9,5,-58,85,-8,-9,49,-54,0,38,-71,2,100,0,0,0,86,0,43,-95,0,0,-16,-29,-33,7,0,22,0,0,0,-51,61,-34,0,2,-58,58,-30,0,0,-2,50,4,-3,15,23,85,-1,-100,-9,-42,90,7,-47,73,89,-69,0,0,0,0,-54,0,41,-10,0,0,-68,1,0,0,-20,45,-6,9,-6,-14,0,-13,83,90,40,2,-24,24,0,42,57,0,0,-11,0,-40,-95,-28,279349,0,100
2,-1,5,-58,0,18,0,51,-3,8,21,17,30,23,0,21,8,-1,0,100,-26,2,0,-95,0,0,-14,9,0,0,0,0,0,0,37,100,0,-65,0,0,-29,0,0,8,0,0,0,100,8,-10,37,0,74,0,0,-30,-28,0,-8,-9,0,20,8,0,17,-21,0,21,0,-19,0,3,1,0,-29,65,0,21,0,0,-100,68,0,100,0,0,100,100,0,1,-44,-26,0,-10,32,27,82,0,-2,15,28,0,-11,-27,32,59,1,23,-6,-100,0,0,0,43,0,0,21,98,0,-2,0,0,0,0,8,-5,49,-88,0,-88,0,-6,0,100,8,1,22,85,-10,0,100,3,0,20,-33,2,100,-1,0,0,41,0,100,-61,0,2,10,-58,-59,9,0,-8,0,0,0,-65,86,38,0,3,-92,86,-3,0,0,-2,38,6,-2,0,-6,86,-21,-54,-11,22,100,1,8,-4,42,-58,0,58,0,0,-9,0,-5,-15,0,0,-33,5,0,0,3,-7,0,-1,-27,0,0,-7,29,51,43,2,-2,59,0,-12,84,0,0,-75,0,39,-45,-61,279419,0,100
-37,21,23,-19,5,1,0,-17,-10,3,-29,66,-79,26,0,41,-1,-11,0,100,52,-22,0,-63,0,-1,2,7,-36,0,0,0,-1,0,-14,57,0,-1,0,0,-3,0,0,4,0,0,0,40,4,-7,22,0,65,0,0,-2,57,0,-36,0,-45,65,2,0,-23,-19,0,-23,0,-19,0,23,-9,0,-6,98,0,1,0,0,-96,94,0,100,0,0,0,100,0,12,-60,-4,7,17,75,77,68,0,-3,-37,-1,0,-3,-3,77,39,2,27,-4,-95,0,1,0,-1,0,0,-51,68,0,1,0,0,0,0,4,-1,17,-88,-6,-88,0,-1,0,33,22,-100,1,77,-23,-3,22,-58,0,-51,93,-1,21,-2,0,1,41,-2,5,-60,0,32,27,58,-100,-19,0,40,0,0,0,-2,18,0,0,3,-58,18,-13,0,0,-1,1,-19,-5,-2,36,82,-5,13,-22,42,0,0,-60,-8,43,-9,0,36,0,0,-2,0,55,2,0,0,93,0,0,0,-12,-34,-1,-9,100,-22,-2,-17,-5,-11,-1,0,-21,58,0,81,66,0,0,4,0,-20,-65,84,279438,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279467,0,100
