competitionid,goals,redcards,appearances,assists,cleansheets,artificialkey,playerid,yellowcards
13,2,1,25,0,0,252,195202,3
13,1,0,37,1,13,253,198032,11
13,0,0,38,0,13,254,199641,4
13,7,0,30,9,2,255,200104,1
13,1,2,19,0,1,256,202697,2
13,3,0,37,1,14,257,203376,5
13,12,0,38,3,0,258,204838,4
13,0,0,38,1,12,259,204935,7
13,1,1,24,2,4,260,205569,2
13,8,0,35,12,2,261,206085,4
13,0,0,33,3,2,262,206516,11
13,0,1,8,0,0,263,207807,0
13,29,0,38,18,8,264,209331,1
13,4,1,34,0,10,265,210047,9
13,0,0,26,4,10,266,210257,4
13,8,2,36,10,9,267,212198,3
13,2,0,29,3,4,268,213884,9
13,0,0,33,1,3,269,213991,9
13,9,0,31,7,0,270,220697,6
13,0,0,38,0,13,271,220901,3
13,16,0,38,8,4,272,221697,2
13,3,0,30,8,5,273,222665,4
13,4,0,29,3,7,274,223334,10
13,0,1,19,0,1,275,224081,4
13,13,0,34,8,5,276,224371,1
13,2,0,35,1,11,277,224656,5
13,7,1,28,2,3,278,225193,2
13,2,0,26,0,2,279,227535,9
13,0,0,36,10,5,280,229348,8
13,0,1,22,1,1,281,231485,3
13,3,0,28,1,10,282,232580,4
13,0,0,38,0,11,283,233306,3
13,23,0,34,6,3,284,233731,1
13,4,0,33,0,3,285,233927,10
13,4,1,35,7,7,286,234378,5
13,19,0,35,4,5,287,234824,5
13,2,0,35,7,0,288,235456,3
13,2,0,35,1,6,289,235642,10
13,8,0,34,8,2,290,235794,1
13,0,1,28,1,0,291,235844,7
13,7,1,34,8,3,292,236015,9
13,14,0,37,2,4,293,236461,2
13,0,0,30,2,0,294,236699,12
13,12,0,34,6,1,295,236920,8
13,3,1,29,1,0,296,236988,4
13,4,0,37,5,11,297,237646,10
13,1,0,31,2,11,298,237678,5
13,0,0,34,1,3,299,237819,9
13,5,0,37,2,13,300,238095,4
13,14,0,35,4,1,301,238756,4
13,22,0,31,3,6,302,239085,2
13,0,0,27,0,11,303,239818,4
13,1,0,27,0,3,304,240097,12
13,15,0,33,6,3,305,240243,4
13,13,0,36,5,4,306,241084,2
13,3,1,34,2,11,307,241159,7
13,11,0,37,5,6,308,241236,9
13,2,0,38,10,2,309,241508,2
13,1,1,23,2,0,310,241842,3
13,20,0,38,7,8,311,243014,3
13,1,1,25,2,2,312,243702,2
13,2,1,35,0,12,313,243715,2
13,1,0,35,1,11,314,244067,5
13,0,1,7,0,0,315,245729,1
13,0,1,37,4,11,316,246104,6
13,6,0,25,10,2,317,246669,3
13,7,1,20,0,0,318,247172,3
13,1,1,24,0,7,319,250954,2
13,11,0,33,3,1,320,251421,5
13,5,0,37,0,11,321,251517,2
13,10,1,27,6,2,322,252042,4
13,1,0,29,2,1,323,253306,11
13,2,0,37,6,2,324,254243,10
13,1,0,38,2,10,325,256079,11
13,6,0,38,11,3,326,257470,1
13,15,0,37,8,5,327,257534,7
13,12,0,37,2,0,328,259031,12
13,8,0,37,10,5,329,260247,10
13,11,0,38,2,2,330,260926,3
13,2,1,21,0,1,331,261336,3
13,1,0,29,8,3,332,270409,3
13,1,1,28,2,3,333,271574,3
13,0,1,12,0,2,334,277432,3
13,2,0,36,0,11,335,278016,6
13,3,0,32,2,7,336,278349,10
13,1,2,23,0,3,337,278773,3
14,12,0,37,0,4,338,74865,2
14,1,1,17,1,0,339,192231,4
14,3,1,18,0,0,340,202693,2
14,0,1,16,0,2,341,205054,0
14,7,0,42,14,6,342,206083,6
14,12,1,34,1,1,343,206518,1
14,5,0,33,6,3,344,210644,4
14,1,2,35,1,8,345,215638,6
14,3,0,48,1,16,346,215700,9
14,2,0,45,2,18,347,217826,7
14,13,0,44,5,2,348,219216,8
14,4,0,41,3,1,349,220019,11
14,3,0,33,4,9,350,220940,10
14,2,0,46,2,15,351,221281,5
14,11,0,32,3,3,352,221692,3
14,2,0,48,8,7,353,221982,9
14,2,2,37,1,6,354,223159,5
14,0,1,25,4,2,355,224265,7
14,0,0,35,2,7,356,225071,12
14,2,0,41,3,25,357,225147,4
14,3,0,37,7,0,358,225748,6
14,0,3,26,1,0,359,227995,3
14,2,0,44,3,21,360,228151,11
14,1,0,46,0,25,361,229266,5
14,0,1,21,0,13,362,229901,3
14,12,0,36,9,2,363,232104,4
14,6,0,44,1,10,364,232412,12
14,2,0,45,7,11,365,232759,7
14,2,0,39,1,4,366,233276,11
14,11,0,42,3,2,367,233941,8
14,5,1,25,0,1,368,234229,8
14,2,0,38,1,12,369,234319,11
14,10,0,44,8,6,370,234741,13
14,12,0,26,2,1,371,235161,2
14,0,0,29,0,16,372,235735,7
14,4,1,37,1,4,373,236344,10
14,3,1,41,1,17,374,236524,11
14,11,0,29,3,3,375,237295,3
14,2,0,28,6,1,376,238490,2
14,12,0,29,1,2,377,238743,1
14,12,0,35,4,6,378,239373,3
14,10,0,32,2,3,379,240673,10
14,11,0,36,2,0,380,240783,3
14,0,0,46,0,23,381,240987,3
14,4,0,32,10,10,382,241184,7
14,1,1,18,1,2,383,241411,1
14,1,0,48,8,5,384,241419,1
14,15,0,32,5,4,385,242075,3
14,0,0,39,0,21,386,242656,0
14,2,0,33,5,9,387,242794,11
14,1,0,29,0,7,388,243520,10
14,8,0,43,7,17,389,243669,3
14,1,0,39,1,8,390,244050,11
14,12,0,45,2,4,391,244296,2
14,6,0,44,4,19,392,244591,12
14,10,0,39,12,3,393,246791,3
14,19,0,46,7,3,394,247249,2
14,13,0,46,2,4,395,247335,10
14,6,0,46,6,17,396,248050,2
14,12,0,44,1,4,397,250816,3
14,10,0,45,12,8,398,251690,3
14,12,0,45,11,5,399,252066,6
14,0,1,25,1,1,400,252555,7
14,18,0,41,4,3,401,252929,8
14,2,2,27,0,6,402,253034,7
14,5,2,38,3,4,403,253407,7
14,7,0,44,6,4,404,257063,12
14,3,0,29,6,1,405,258165,0
14,2,1,47,3,16,406,258483,3
14,13,0,36,1,1,407,261283,2
14,1,0,46,0,30,408,262042,3
14,0,0,38,2,17,409,262929,8
14,0,0,45,0,29,410,263063,8
14,1,0,40,7,5,411,263390,11
14,1,1,24,0,8,412,264299,3
14,4,0,45,14,2,413,264371,4
14,0,1,19,0,3,414,264509,2
14,3,1,47,6,17,415,266400,11
14,3,0,24,7,0,416,266815,7
14,1,1,41,1,26,417,268131,7
14,1,1,19,0,0,418,268606,0
14,3,1,18,1,0,419,268927,3
14,0,1,3,0,0,420,270140,0
14,4,1,43,3,14,421,270964,11
14,0,1,6,0,1,422,271983,0
14,2,0,46,7,7,423,275785,3
14,0,0,38,4,3,424,275988,10
14,0,0,34,2,14,425,277068,7
14,0,1,8,0,0,426,278193,1
16,9,0,28,0,3,427,70415,2
16,1,0,27,0,1,428,70768,11
16,0,1,7,0,0,429,74476,2
16,0,1,11,1,0,430,76246,0
16,0,1,2,0,0,431,76760,0
16,0,0,30,3,8,432,190674,12
16,15,0,30,2,2,433,193301,5
16,0,0,26,2,1,434,199393,9
16,0,0,32,0,10,435,200110,4
16,0,2,22,0,4,436,201955,1
16,3,0,30,2,9,437,204105,5
16,0,0,32,0,12,438,204883,4
16,0,0,32,2,9,439,205377,4
16,3,0,33,7,9,440,208787,6
16,9,0,29,4,4,441,210008,4
16,10,0,28,1,3,442,210450,5
16,3,0,24,1,5,443,211256,7
16,8,0,32,10,1,444,216820,2
16,13,0,31,2,6,445,219733,5
16,1,2,27,4,5,446,220837,5
16,1,0,19,0,5,447,225263,9
16,0,0,31,0,8,448,225859,2
16,4,0,27,0,9,449,226229,1
16,0,0,30,6,5,450,229649,0
16,2,0,20,2,5,451,230020,7
16,0,0,33,0,10,452,230670,1
16,6,0,29,8,5,453,231102,6
16,21,0,29,6,1,454,231443,2
16,2,1,13,4,0,455,232097,1
16,0,0,27,6,4,456,232440,3
16,2,0,29,7,4,457,233061,4
16,3,1,29,1,4,458,235134,7
16,4,0,25,6,7,459,235212,4
16,0,2,28,1,4,460,235458,4
16,0,1,13,2,1,461,236629,0
16,0,1,29,1,9,462,236804,13
16,1,0,28,3,6,463,238392,7
16,3,0,28,8,3,464,239093,7
16,0,0,19,0,8,465,239364,1
16,13,0,33,5,2,466,240753,2
16,10,0,26,2,3,467,240787,5
16,2,0,27,0,0,468,241708,10
16,1,1,30,1,8,469,242195,2
16,1,0,32,3,6,470,242534,11
16,0,1,27,0,4,471,242835,7
16,11,0,32,2,2,472,242914,5
16,0,2,21,0,2,473,243009,5
16,0,1,11,0,1,474,243595,2
16,16,0,32,5,5,475,243630,4
16,21,0,34,5,1,476,246147,3
16,4,1,31,1,10,477,246565,6
16,0,1,11,0,0,478,247019,4
16,6,0,30,8,2,479,250789,4
16,5,0,34,8,2,480,251170,6
16,3,2,25,0,1,481,251401,2
16,8,0,30,11,1,482,251570,3
16,0,0,34,0,11,483,251752,0
16,2,0,29,3,2,484,253157,9
16,17,0,33,3,4,485,253444,2
16,3,0,31,1,9,486,254121,5
16,2,2,24,1,4,487,254548,2
16,11,0,34,6,2,488,254551,2
16,7,0,33,7,2,489,256632,0
16,10,0,22,3,0,490,256903,1
16,1,0,31,1,8,491,257090,7
16,14,0,27,3,5,492,258437,6
16,12,0,33,8,3,493,258444,2
16,0,1,11,0,0,494,259139,0
16,3,0,32,4,5,495,260574,9
16,0,1,10,0,2,496,261647,3
16,12,0,28,4,1,497,262657,4
16,0,1,10,0,0,498,264401,2
16,14,0,34,10,1,499,264652,2
16,5,0,32,10,7,500,264862,2
16,0,0,29,1,8,501,265526,2
16,1,0,30,1,10,502,269493,10
16,0,0,31,0,10,503,269626,2
16,2,1,32,7,5,504,270039,4
16,13,0,16,2,0,505,270050,1
16,9,0,33,8,3,506,271688,3
16,3,0,29,8,2,507,272834,1
16,10,0,32,3,9,508,273018,8
16,0,2,29,3,1,509,273835,1
16,2,1,29,7,3,510,275138,9
16,0,0,27,1,10,511,275507,4
16,0,1,13,0,5,512,277031,2
16,0,1,11,0,1,513,277118,1
16,0,0,31,1,8,514,277503,7
16,2,1,10,0,0,515,278207,0
17,1,0,30,5,0,516,70022,3
17,0,1,6,0,0,517,71777,0
17,0,2,23,2,5,518,72100,2
17,9,0,26,2,2,519,72354,4
17,0,0,27,0,9,520,73068,9
17,0,1,16,1,3,521,73081,3
17,2,0,27,0,8,522,73083,7
17,5,0,33,4,4,523,73085,8
17,0,1,9,0,1,524,73622,1
17,1,0,29,2,7,525,74049,7
17,0,1,14,0,5,526,74416,2
17,2,1,33,1,11,527,74502,5
17,1,0,26,1,9,528,74774,12
17,0,0,34,0,12,529,178363,4
17,1,1,25,1,3,530,179789,1
17,1,0,34,0,16,531,188825,6
17,2,0,31,1,14,532,190034,5
17,1,1,29,4,11,533,198836,11
17,0,0,29,0,11,534,199051,6
17,5,0,27,1,3,535,206243,6
17,1,1,25,0,4,536,208861,8
17,0,0,34,0,11,537,212735,0
17,1,0,32,7,10,538,213367,6
17,0,0,26,0,10,539,215708,3
17,0,0,30,2,7,540,216755,7
17,1,0,30,2,3,541,220030,8
17,8,0,30,2,2,542,223510,4
17,3,0,27,6,10,543,224030,11
17,2,1,15,5,2,544,225855,1
17,0,0,21,0,2,545,225927,6
17,0,0,25,0,14,546,228255,0
17,2,0,21,0,10,547,228290,5
17,2,2,28,5,5,548,228774,3
17,4,0,31,8,10,549,229236,6
17,0,0,34,0,16,550,232410,1
17,12,0,33,6,7,551,234239,5
17,7,0,32,5,5,552,234799,8
17,1,0,28,2,5,553,234814,8
17,1,0,29,0,15,554,234856,5
17,10,0,34,4,5,555,237198,1
17,1,0,32,7,1,556,237347,6
17,8,0,28,5,0,557,239329,0
17,9,0,30,1,3,558,240133,6
17,0,0,28,7,8,559,241445,4
17,0,0,25,1,6,560,242054,6
17,3,0,30,5,5,561,242655,3
17,3,1,26,2,3,562,244542,6
17,2,1,17,0,5,563,244674,2
17,15,0,33,2,1,564,244694,1
17,1,1,30,1,12,565,245410,4
17,1,0,31,5,7,566,246298,6
17,2,0,32,1,13,567,247248,2
17,3,0,32,4,11,568,247369,6
17,0,1,16,0,3,569,248408,1
17,0,1,3,0,0,570,248662,0
17,0,2,25,0,8,571,248711,1
17,17,0,31,5,1,572,248784,1
17,0,1,22,1,4,573,251981,4
17,3,0,26,8,0,574,253181,0
17,10,0,18,2,4,575,254501,3
17,3,0,34,6,8,576,254996,3
17,0,0,34,0,14,577,255266,0
17,17,1,31,5,4,578,256731,1
17,0,1,31,4,13,579,256788,6
17,8,0,33,4,2,580,257112,3
17,5,0,30,7,6,581,257118,4
17,14,0,32,3,2,582,257978,1
17,11,0,33,3,0,583,261141,3
17,11,0,28,2,0,584,261758,3
17,9,0,31,2,2,585,262082,0
17,0,1,24,0,4,586,262342,2
17,0,1,20,0,3,587,263920,2
17,4,0,26,5,0,588,266099,3
17,9,1,32,4,7,589,266586,5
17,0,2,24,1,3,590,271010,5
17,1,1,18,0,5,591,271050,1
17,9,1,32,3,5,592,271689,8
17,0,0,34,1,15,593,271691,6
17,3,0,34,8,8,594,272835,1
17,0,0,29,0,11,595,274845,5
17,7,0,28,4,0,596,275372,0
17,9,0,28,2,0,597,276027,1
17,0,1,4,1,1,598,276824,0
17,1,1,15,0,3,599,276946,3
17,3,0,18,6,0,600,277216,1
17,2,1,21,0,5,601,277630,6
17,22,0,30,2,1,602,277909,3
17,0,0,24,0,4,603,277930,9
19,1,1,8,1,0,604,73149,0
19,1,0,26,0,2,605,74871,8
19,0,0,22,0,13,606,167495,0
19,0,0,30,0,14,607,185122,0
19,0,1,30,10,4,608,190765,5
19,8,0,32,8,2,609,197031,3
19,2,0,33,7,9,610,199503,3
19,26,0,31,8,8,611,202126,5
19,1,0,33,4,10,612,202201,9
19,5,2,25,0,9,613,204638,4
19,11,0,30,4,0,614,206467,3
19,5,1,32,8,9,615,206591,7
19,2,0,32,1,11,616,207862,5
19,2,1,32,7,5,617,210035,4
19,0,1,16,0,0,618,211362,2
19,8,0,34,11,0,619,212096,2
19,5,0,30,10,0,620,212194,1
19,2,1,28,0,5,621,212212,11
19,3,0,33,6,15,622,212622,4
19,16,1,31,7,5,623,214096,3
19,21,0,30,2,0,624,215441,4
19,11,0,32,8,2,625,216354,4
19,0,1,10,0,0,626,219694,0
19,4,0,19,7,1,627,220876,0
19,11,0,30,5,1,628,222492,2
19,0,1,12,0,1,629,223550,0
19,0,0,32,0,9,630,224251,3
19,7,2,30,5,5,631,225309,7
19,2,0,29,2,6,632,225375,8
19,0,0,34,0,10,633,227370,2
19,1,0,31,7,2,634,227647,5
19,1,1,22,1,0,635,228518,2
19,0,0,32,0,8,636,228883,9
19,0,1,17,0,0,637,229391,2
19,0,0,33,0,9,638,230855,1
19,2,1,32,1,3,639,231089,9
19,1,0,32,0,10,640,231366,5
19,10,0,28,5,7,641,232711,10
19,1,1,15,0,0,642,233151,0
19,1,1,13,0,0,643,234167,2
19,21,0,31,0,1,644,234236,4
19,5,0,30,2,5,645,235297,11
19,0,1,22,2,8,646,236369,9
19,1,0,31,4,8,647,236457,8
19,3,0,30,0,9,648,236532,3
19,1,0,33,7,2,649,236636,6
19,2,0,27,0,9,650,237086,2
19,0,2,26,0,8,651,237595,8
19,0,1,11,0,1,652,238516,0
19,15,0,34,1,2,653,238900,2
19,2,1,32,4,7,654,239096,8
19,3,1,31,1,3,655,239340,9
19,0,0,31,1,9,656,239529,8
19,1,0,27,1,2,657,240193,8
19,0,1,10,0,0,658,240648,0
19,0,0,19,0,9,659,242818,0
19,3,1,18,1,2,660,244068,2
19,18,0,29,2,0,661,244257,0
19,10,0,25,7,9,662,245367,5
19,11,0,32,2,1,663,245622,2
19,7,2,30,2,0,664,245716,4
19,1,1,12,2,1,665,247360,0
19,0,2,23,4,4,666,247819,5
19,12,0,34,15,5,667,247827,3
19,1,0,32,8,4,668,250959,6
19,6,0,29,5,0,669,252259,9
19,12,1,28,2,2,670,254022,3
19,10,0,31,12,4,671,256630,3
19,15,0,17,9,1,672,256675,2
19,12,0,25,2,2,673,256790,3
19,10,1,31,4,5,674,257075,3
19,1,0,30,2,3,675,257191,8
19,15,0,33,8,2,676,257289,1
19,1,0,30,1,10,677,258432,4
19,13,1,33,5,2,678,260592,0
19,0,0,32,1,5,679,261659,9
19,0,0,26,0,10,680,262659,2
19,0,1,33,0,9,681,262956,0
19,0,1,21,0,3,682,263193,2
19,0,1,7,0,0,683,263573,0
19,10,0,31,9,1,684,264697,6
19,2,0,27,2,2,685,265576,8
19,0,0,32,1,2,686,276119,11
19,0,1,5,0,0,687,278854,0
20,1,1,23,0,2,688,72967,4
20,0,0,34,0,11,689,186148,4
20,1,0,31,2,8,690,203030,0
20,0,1,12,2,0,691,205402,2
20,0,0,31,0,8,692,212197,0
20,13,1,29,4,3,693,212240,6
20,22,0,31,0,1,694,212626,7
20,1,0,30,1,3,695,216260,9
20,0,1,23,0,3,696,216416,2
20,13,0,29,4,2,697,221168,7
20,0,1,31,7,9,698,223633,5
20,0,0,24,0,9,699,224041,3
20,1,0,32,7,6,700,224263,6
20,9,0,32,12,3,701,224970,3
20,1,1,21,0,3,702,226167,1
20,1,1,16,0,3,703,226686,4
20,1,0,28,1,3,704,227511,13
20,2,0,31,1,2,705,228082,14
20,13,0,34,11,8,706,228245,3
20,3,1,30,3,8,707,228757,13
20,14,0,28,5,0,708,228859,3
20,11,0,18,1,3,709,231614,0
20,1,0,30,11,7,710,232839,6
20,7,1,24,6,1,711,233520,6
20,3,0,29,1,9,712,234727,6
20,18,0,30,1,1,713,235360,1
20,1,0,31,2,4,714,235899,10
20,2,0,33,1,10,715,236217,7
20,3,0,31,2,8,716,236467,5
20,10,0,15,1,1,717,236533,0
20,0,1,12,0,2,718,236613,0
20,12,0,17,3,0,719,237633,4
20,16,0,27,0,1,720,237708,3
20,4,0,30,1,1,721,238792,10
20,6,0,32,7,2,722,239744,6
20,12,1,28,2,0,723,242965,4
20,3,0,27,11,8,724,242997,3
20,3,0,32,2,4,725,243628,11
20,1,1,14,2,3,726,243801,2
20,11,0,32,3,5,727,246814,8
20,8,0,31,9,4,728,248434,5
20,0,1,14,1,0,729,248765,1
20,0,1,21,0,4,730,250926,3
20,2,0,30,6,2,731,250947,1
