competitionid,goals,redcards,appearances,assists,cleansheets,artificialkey,playerid,yellowcards
4,0,0,35,0,10,94,173426,2
4,0,1,17,2,0,95,183491,4
4,0,0,40,0,20,96,184167,2
4,1,2,28,2,0,97,185349,9
4,0,0,38,0,17,98,200059,1
4,10,0,39,13,0,99,200155,4
4,13,1,32,3,0,100,200429,3
4,1,0,33,1,0,101,201438,9
4,14,0,40,6,0,102,204060,2
4,0,0,19,0,8,103,204308,2
4,0,0,26,0,11,104,204549,1
4,0,0,11,0,3,105,209293,0
4,1,0,30,2,0,106,210044,11
4,0,0,35,3,0,107,210831,12
4,0,1,25,0,0,108,221269,1
4,0,0,7,0,2,109,222263,0
4,9,0,29,5,0,110,223933,2
4,1,1,23,0,0,111,225487,5
4,0,1,17,1,0,112,226431,4
4,11,0,34,7,0,113,226537,9
4,18,0,31,1,0,114,228687,1
4,0,0,34,0,8,115,231413,1
4,1,1,14,0,0,116,233225,1
4,2,1,35,0,0,117,233230,10
4,2,0,23,5,0,118,233965,3
4,9,0,26,3,0,119,234683,0
4,14,0,39,3,0,120,235242,10
4,0,0,39,0,10,121,235629,1
4,3,1,38,7,0,122,235661,10
4,3,0,18,5,0,123,236918,0
4,0,1,30,1,0,124,236947,9
4,10,0,17,1,0,125,237254,3
4,3,1,35,6,0,126,237337,4
4,0,0,38,0,11,127,243294,5
4,1,1,33,7,0,128,244889,4
4,1,1,23,1,0,129,246284,6
4,0,0,4,0,2,130,246740,0
4,9,1,31,2,0,131,247539,4
4,0,0,20,0,0,132,247771,9
4,21,0,33,4,0,133,251156,9
4,2,0,27,2,0,134,251466,8
4,7,0,35,6,0,135,251575,6
4,5,0,28,7,0,136,252108,1
4,0,0,41,0,10,137,254803,1
4,7,0,22,5,0,138,255460,2
4,1,2,31,0,0,139,255558,6
4,16,1,38,9,0,140,256948,4
4,0,1,24,0,7,141,258763,1
4,21,0,40,5,0,142,258911,2
4,0,2,31,2,0,143,259043,6
4,8,0,37,8,0,144,260570,1
4,1,0,30,7,0,145,261312,9
4,1,0,27,6,0,146,261531,9
4,0,0,27,1,11,147,262265,0
4,1,0,40,6,0,148,262925,6
4,0,1,24,0,0,149,263549,6
4,0,0,21,0,6,150,263922,2
4,5,1,29,8,0,151,264201,6
4,10,0,36,3,0,152,265800,2
4,0,0,22,0,3,153,269752,0
4,0,0,19,0,5,154,269795,0
4,1,1,22,0,0,155,270585,3
4,0,1,21,0,5,156,270821,0
4,9,0,33,1,0,157,270905,4
4,0,1,21,1,0,158,270923,2
4,0,2,38,0,0,159,271032,4
4,0,2,8,0,0,160,271205,1
4,8,0,32,1,0,161,271979,9
4,3,1,23,0,0,162,272407,4
4,0,0,17,1,3,163,273047,0
4,16,0,29,2,0,164,273915,3
4,0,0,38,3,0,165,274057,9
4,9,0,28,3,0,166,275051,5
4,13,0,39,2,0,167,275401,9
4,3,0,33,0,0,168,277022,9
4,1,1,23,0,0,169,277180,5
4,7,0,36,7,0,170,277975,6
10,1,0,30,1,0,171,72972,6
10,9,0,24,2,0,172,73949,0
10,0,1,26,0,0,173,74344,3
10,0,1,15,0,0,174,74411,1
10,0,0,24,1,11,175,162328,0
10,9,0,27,8,0,176,181458,4
10,1,0,28,4,0,177,183711,6
10,0,1,17,0,0,178,188621,1
10,14,0,31,8,0,179,189805,3
10,0,0,6,0,3,180,190778,0
10,0,0,31,0,11,181,199833,0
10,0,1,26,2,0,182,200122,7
10,0,0,28,0,10,183,210832,1
10,1,1,18,0,0,184,213839,0
10,0,0,34,0,9,185,215223,0
10,0,0,3,0,2,186,215546,0
10,0,0,16,0,3,187,218212,1
10,0,0,29,1,10,188,223686,2
10,10,0,24,2,0,189,223689,2
10,0,0,34,1,6,190,224241,2
10,9,1,26,0,0,191,224324,2
10,1,0,30,6,0,192,225863,2
10,4,1,18,2,0,193,226539,1
10,1,0,34,1,0,194,227794,10
10,10,0,33,2,0,195,230737,2
10,0,1,29,6,0,196,233178,3
10,10,0,32,11,0,197,235663,2
10,13,0,30,0,0,198,237807,3
10,10,1,26,6,0,199,237895,5
10,0,1,10,0,0,200,238840,0
10,0,0,31,0,7,201,239272,1
10,11,0,29,10,0,202,239380,1
10,0,0,18,0,4,203,240123,0
10,0,0,25,6,0,204,241509,1
10,1,0,18,1,0,205,241693,6
10,0,0,16,0,5,206,244218,0
10,0,0,32,0,5,207,244256,2
10,0,0,30,2,6,208,244676,0
10,27,0,35,7,0,209,244728,3
10,14,0,30,2,0,210,245902,0
10,5,0,34,7,0,211,247120,1
10,4,0,34,7,0,212,247209,2
10,6,0,32,15,0,213,247447,1
10,2,1,21,0,0,214,247931,1
10,0,0,1,0,1,215,248478,0
10,2,2,29,0,0,216,250813,9
10,0,0,32,0,7,217,250916,5
10,11,0,18,2,0,218,251223,1
10,4,0,30,3,0,219,251810,6
10,1,0,29,3,0,220,251812,9
10,0,1,11,0,0,221,252169,1
10,6,0,33,0,0,222,252382,7
10,1,1,22,2,0,223,252383,1
10,1,0,27,8,0,224,253109,3
10,12,0,25,3,0,225,253399,2
10,0,0,34,1,6,226,253442,1
10,6,0,30,7,0,227,254789,5
10,1,0,33,0,0,228,255449,9
10,10,0,26,5,0,229,256800,4
10,12,0,26,2,0,230,256853,2
10,5,0,30,2,0,231,257083,6
10,6,0,31,4,0,232,258500,7
10,1,0,26,1,0,233,259163,6
10,11,0,29,11,0,234,259480,2
10,1,0,36,7,0,235,260076,4
10,8,0,33,4,0,236,260523,8
10,1,1,18,0,0,237,261249,3
10,2,1,32,7,0,238,262221,4
10,1,1,21,1,0,239,262222,1
10,2,0,34,8,0,240,262473,3
10,0,0,33,0,10,241,263798,0
10,0,1,13,0,0,242,264248,3
10,9,0,30,1,0,243,265450,1
10,13,0,29,0,0,244,267974,2
10,0,1,13,0,0,245,268106,1
10,1,1,23,1,0,246,268450,7
10,3,1,25,4,0,247,269153,5
10,1,1,32,0,0,248,269246,7
10,2,1,26,6,0,249,271266,2
10,16,0,34,10,0,250,271400,0
10,0,0,30,0,9,251,272958,0
10,1,1,28,4,0,252,273752,9
10,0,0,34,0,7,253,275856,0
10,5,0,29,2,0,254,275867,8
10,1,0,33,0,0,255,276632,7
10,0,0,34,2,0,256,277672,11
10,0,1,12,0,0,257,277968,1
10,1,1,15,0,0,258,278338,1
10,1,1,24,0,0,259,278628,5
13,20,0,36,3,0,260,192123,1
13,0,0,38,1,5,261,192563,5
13,4,0,28,7,0,262,192985,2
13,0,0,26,0,4,263,193105,0
13,2,1,25,0,0,264,195202,3
13,1,0,33,1,0,265,197975,10
13,1,0,37,1,0,266,198032,11
13,0,0,38,0,13,267,199641,4
13,7,0,30,9,0,268,200104,1
13,0,0,13,0,3,269,200159,1
13,1,2,19,0,0,270,202697,2
13,0,1,37,0,8,271,202811,5
13,0,0,28,0,8,272,203841,2
13,12,0,38,3,0,273,204838,4
13,0,0,38,1,12,274,204935,7
13,1,1,24,2,0,275,205569,2
13,8,0,35,12,0,276,206085,4
13,0,0,33,3,0,277,206516,11
13,0,0,31,0,8,278,206585,3
13,0,1,8,0,0,279,207807,0
13,29,0,38,18,0,280,209331,1
13,4,1,34,0,0,281,210047,9
13,0,0,26,4,10,282,210257,4
13,0,0,37,2,7,283,211738,1
13,8,2,36,10,0,284,212198,3
13,0,0,29,0,7,285,212442,2
13,0,0,28,0,9,286,212831,0
13,2,0,29,3,0,287,213884,9
13,0,0,33,1,0,288,213991,9
13,0,0,10,0,5,289,220407,0
13,9,0,31,7,0,290,220697,6
13,0,0,38,0,13,291,220901,3
13,16,0,38,8,0,292,221697,2
13,3,0,30,8,0,293,222665,4
13,4,0,29,3,0,294,223334,10
13,0,1,19,0,0,295,224081,4
13,13,0,34,8,0,296,224371,1
13,7,1,28,2,0,297,225193,2
13,0,0,34,0,9,298,226753,0
13,2,0,26,0,0,299,227535,9
13,0,0,32,0,10,300,228789,5
13,0,0,36,10,0,301,229348,8
13,0,1,22,1,0,302,231485,3
13,0,0,38,0,11,303,233306,3
13,23,0,34,6,0,304,233731,1
13,4,1,35,7,0,305,234378,5
13,19,0,35,4,0,306,234824,5
13,2,0,35,7,0,307,235456,3
13,2,0,35,1,0,308,235642,10
13,8,0,34,8,0,309,235794,1
13,0,1,28,1,0,310,235844,7
13,7,1,34,8,0,311,236015,9
13,14,0,37,2,0,312,236461,2
13,0,0,30,2,0,313,236699,12
13,12,0,34,6,0,314,236920,8
13,3,1,29,1,0,315,236988,4
13,4,0,37,5,0,316,237646,10
13,0,0,34,1,0,317,237819,9
13,14,0,35,4,0,318,238756,4
13,22,0,31,3,0,319,239085,2
13,0,0,24,0,4,320,240091,1
13,1,0,27,0,0,321,240097,12
13,15,0,33,6,0,322,240243,4
13,0,0,10,0,4,323,240913,0
13,13,0,36,5,0,324,241084,2
13,11,0,37,5,0,325,241236,9
13,2,0,38,10,0,326,241508,2
13,1,1,23,2,0,327,241842,3
13,20,0,38,7,0,328,243014,3
13,1,1,25,2,0,329,243702,2
13,0,1,7,0,0,330,245729,1
13,6,0,25,10,0,331,246669,3
13,1,1,29,3,0,332,246923,2
13,1,1,24,0,0,333,250954,2
13,11,0,33,3,0,334,251421,5
13,10,1,27,6,0,335,252042,4
13,1,0,29,2,0,336,253306,11
13,2,0,37,6,0,337,254243,10
13,1,0,38,2,0,338,256079,11
13,6,0,38,11,0,339,257470,1
13,15,0,37,8,0,340,257534,7
13,0,0,36,1,7,341,258498,6
13,12,0,37,2,0,342,259031,12
13,8,0,37,10,0,343,260247,10
13,11,0,38,2,0,344,260926,3
13,2,1,21,0,0,345,261336,3
13,1,0,29,8,0,346,270409,3
13,1,1,28,2,0,347,271574,3
13,0,1,12,0,0,348,277432,3
13,3,0,32,2,0,349,278349,10
13,1,2,23,0,0,350,278773,3
14,12,0,37,0,0,351,74865,2
14,0,1,45,1,10,352,188400,3
14,1,1,17,1,0,353,192231,4
14,3,1,18,0,0,354,202693,2
14,0,1,16,0,0,355,205054,0
14,7,0,42,14,0,356,206083,6
14,0,0,45,0,9,357,206218,2
14,12,1,34,1,0,358,206518,1
14,5,0,33,6,0,359,210644,4
14,0,0,46,0,14,360,213413,0
14,1,2,35,1,0,361,215638,6
14,0,0,35,0,7,362,216325,1
14,13,0,44,5,0,363,219216,8
14,4,0,41,3,0,364,220019,11
14,18,0,42,6,0,365,220659,5
14,0,0,48,0,10,366,220807,3
14,3,0,33,4,0,367,220940,10
14,11,0,32,3,0,368,221692,3
14,2,0,48,8,0,369,221982,9
14,0,1,37,0,12,370,222514,6
14,2,2,37,1,0,371,223159,5
14,0,0,30,0,11,372,223909,2
14,0,1,25,4,0,373,224265,7
14,0,0,35,2,0,374,225071,12
14,3,0,37,7,0,375,225748,6
14,0,3,26,1,0,376,227995,3
14,2,0,44,3,0,377,228151,11
14,0,1,21,0,0,378,229901,3
14,12,0,36,9,0,379,232104,4
14,6,0,44,1,0,380,232412,12
14,2,0,45,7,0,381,232759,7
14,2,0,39,1,0,382,233276,11
14,11,0,42,3,0,383,233941,8
14,5,1,25,0,0,384,234229,8
14,2,0,38,1,0,385,234319,11
14,10,0,44,8,0,386,234741,13
14,12,0,26,2,0,387,235161,2
14,4,1,37,1,0,388,236344,10
14,3,1,41,1,0,389,236524,11
14,11,0,29,3,0,390,237295,3
14,0,0,45,0,13,391,238070,1
14,2,0,28,6,0,392,238490,2
14,12,0,29,1,0,393,238743,1
14,0,1,6,1,0,394,239015,1
14,12,0,35,4,0,395,239373,3
14,0,0,35,2,8,396,239898,1
14,0,0,40,0,13,397,240595,3
14,10,0,32,2,0,398,240673,10
14,11,0,36,2,0,399,240783,3
14,0,0,46,0,23,400,240987,3
14,4,0,32,10,0,401,241184,7
14,1,1,18,1,0,402,241411,1
14,1,0,48,8,0,403,241419,1
14,0,0,46,0,14,404,241643,4
14,15,0,32,5,0,405,242075,3
14,0,0,39,0,21,406,242656,0
14,2,0,33,5,0,407,242794,11
14,0,0,41,0,13,408,243373,1
14,1,0,29,0,0,409,243520,10
14,8,0,43,7,0,410,243669,3
14,1,0,39,1,0,411,244050,11
14,12,0,45,2,0,412,244296,2
14,6,0,44,4,0,413,244591,12
14,0,0,45,0,14,414,246417,3
14,10,0,39,12,0,415,246791,3
14,0,0,40,0,9,416,247022,2
14,19,0,46,7,0,417,247249,2
14,13,0,46,2,0,418,247335,10
14,0,0,16,0,6,419,247611,2
14,12,0,44,1,0,420,250816,3
14,10,0,45,12,0,421,251690,3
14,12,0,45,11,0,422,252066,6
14,0,1,25,1,0,423,252555,7
14,18,0,41,4,0,424,252929,8
14,2,2,27,0,0,425,253034,7
14,5,2,38,3,0,426,253407,7
14,0,0,28,0,8,427,255976,1
14,7,0,44,6,0,428,257063,12
14,3,0,29,6,0,429,258165,0
14,13,0,36,1,0,430,261283,2
14,0,0,45,0,29,431,263063,8
14,0,1,25,2,0,432,263271,3
14,1,0,40,7,0,433,263390,11
14,4,0,45,14,0,434,264371,4
14,0,1,19,0,0,435,264509,2
14,3,1,47,6,0,436,266400,11
14,3,0,24,7,0,437,266815,7
14,3,1,18,1,0,438,268927,3
14,0,1,3,0,0,439,270140,0
14,4,1,43,3,0,440,270964,11
14,0,1,6,0,0,441,271983,0
14,0,0,38,0,9,442,273621,2
14,2,0,46,7,0,443,275785,3
14,0,0,38,4,0,444,275988,10
14,0,1,8,0,0,445,278193,1
16,9,0,28,0,0,446,70415,2
16,1,0,27,0,0,447,70768,11
16,0,1,7,0,0,448,74476,2
16,0,1,11,1,0,449,76246,0
16,0,1,2,0,0,450,76760,0
16,0,0,30,3,0,451,190674,12
16,15,0,30,2,0,452,193301,5
16,0,0,14,0,6,453,199005,0
16,0,0,26,2,0,454,199393,9
16,0,0,18,0,3,455,199482,2
16,0,0,32,0,10,456,200110,4
16,0,2,22,0,0,457,201955,1
16,0,0,32,0,12,458,204883,4
16,0,0,32,2,9,459,205377,4
16,3,0,33,7,0,460,208787,6
16,10,0,28,1,0,461,210450,5
16,3,0,24,1,0,462,211256,7
16,0,0,34,0,5,463,215316,1
16,8,0,32,10,0,464,216820,2
16,13,0,31,2,0,465,219733,5
16,1,2,27,4,0,466,220837,5
16,1,0,19,0,0,467,225263,9
16,2,0,20,2,0,468,230020,7
16,0,0,24,0,4,469,230621,2
16,0,0,33,0,10,470,230670,1
16,0,0,34,0,5,471,230727,5
16,6,0,29,8,0,472,231102,6
16,21,0,29,6,0,473,231443,2
16,0,0,12,0,2,474,231691,1
16,2,1,13,4,0,475,232097,1
16,10,0,34,11,0,476,232360,2
16,0,0,27,6,0,477,232440,3
16,2,0,29,7,0,478,233061,4
16,3,1,29,1,0,479,235134,7
16,4,0,25,6,0,480,235212,4
16,0,0,15,0,3,481,235413,1
16,0,2,28,1,0,482,235458,4
16,0,0,34,0,7,483,235633,1
16,0,1,13,2,0,484,236629,0
16,0,1,29,1,0,485,236804,13
16,0,0,34,0,8,486,238186,0
16,1,0,28,3,0,487,238392,7
16,3,0,28,8,0,488,239093,7
16,0,0,19,0,8,489,239364,1
16,0,0,10,0,3,490,240225,0
16,13,0,33,5,0,491,240753,2
16,10,0,26,2,0,492,240787,5
16,2,0,27,0,0,493,241708,10
16,0,0,33,0,7,494,242179,5
16,1,0,32,3,0,495,242534,11
16,0,1,27,0,0,496,242835,7
16,11,0,32,2,0,497,242914,5
16,0,2,21,0,0,498,243009,5
16,0,1,11,0,0,499,243595,2
16,16,0,32,5,0,500,243630,4
16,21,0,34,5,0,501,246147,3
16,0,1,11,0,0,502,247019,4
16,6,0,30,8,0,503,250789,4
16,5,0,34,8,0,504,251170,6
16,3,2,25,0,0,505,251401,2
16,8,0,30,11,0,506,251570,3
16,0,0,34,0,11,507,251752,0
16,2,0,29,3,0,508,253157,9
16,17,0,33,3,0,509,253444,2
16,2,2,24,1,0,510,254548,2
16,11,0,34,6,0,511,254551,2
16,7,0,33,7,0,512,256632,0
16,10,0,22,3,0,513,256903,1
16,1,0,31,1,0,514,257090,7
16,14,0,27,3,0,515,258437,6
16,12,0,33,8,0,516,258444,2
16,0,1,11,0,0,517,259139,0
16,3,0,32,4,0,518,260574,9
16,0,1,10,0,0,519,261647,3
16,12,0,28,4,0,520,262657,4
16,0,0,2,0,1,521,263402,0
16,0,1,10,0,0,522,264401,2
16,14,0,34,10,0,523,264652,2
16,5,0,32,10,0,524,264862,2
16,0,0,29,1,8,525,265526,2
16,1,0,30,1,0,526,269493,10
16,0,0,31,0,10,527,269626,2
16,2,1,32,7,0,528,270039,4
16,13,0,16,2,0,529,270050,1
16,9,0,33,8,0,530,271688,3
16,3,0,29,8,0,531,272834,1
16,10,0,32,3,0,532,273018,8
16,0,2,29,3,0,533,273835,1
16,2,1,29,7,0,534,275138,9
16,0,1,13,0,0,535,277031,2
16,0,1,11,0,0,536,277118,1
16,0,0,31,1,0,537,277503,7
16,2,1,10,0,0,538,278207,0
17,1,0,30,5,0,539,70022,3
17,0,1,6,0,0,540,71777,0
17,0,0,14,0,4,541,72022,0
17,0,2,23,2,0,542,72100,2
17,9,0,26,2,0,543,72354,4
17,0,0,27,0,0,544,73068,9
17,2,0,27,0,0,545,73083,7
17,5,0,33,4,0,546,73085,8
17,1,1,26,0,0,547,73511,2
17,1,0,29,2,0,548,74049,7
17,0,1,14,0,0,549,74416,2
17,10,0,29,1,0,550,74618,5
17,1,0,26,1,0,551,74774,12
17,0,0,33,0,9,552,176994,1
17,0,0,34,0,12,553,178363,4
17,1,1,25,1,0,554,179789,1
17,0,0,33,0,10,555,190195,3
17,1,1,29,4,0,556,198836,11
17,0,0,19,0,7,557,204966,1
17,0,0,33,0,13,558,206003,0
17,5,0,27,1,0,559,206243,6
17,1,1,25,0,0,560,208861,8
17,0,0,15,0,3,561,209830,1
17,0,0,34,0,11,562,212735,0
17,1,0,32,7,0,563,213367,6
17,0,0,30,2,0,564,216755,7
17,1,0,30,2,0,565,220030,8
17,0,0,11,0,2,566,220820,1
17,1,0,20,0,2,567,223150,4
17,8,0,30,2,0,568,223510,4
17,3,0,27,6,0,569,224030,11
17,0,0,29,0,7,570,224442,5
17,2,1,15,5,0,571,225855,1
17,0,0,21,0,0,572,225927,6
17,0,0,25,0,14,573,228255,0
17,2,2,28,5,0,574,228774,3
17,0,0,2,0,2,575,228912,0
17,0,0,15,0,2,576,229168,1
17,4,0,31,8,0,577,229236,6
17,0,0,34,0,16,578,232410,1
17,12,0,33,6,0,579,234239,5
17,7,0,32,5,0,580,234799,8
17,1,0,28,2,0,581,234814,8
17,10,0,34,4,0,582,237198,1
17,1,0,32,7,0,583,237347,6
17,0,0,17,0,3,584,237525,0
17,8,0,28,5,0,585,239329,0
17,9,0,30,1,0,586,240133,6
17,0,0,28,7,0,587,241445,4
17,0,0,25,1,0,588,242054,6
17,3,0,30,5,0,589,242655,3
17,3,1,26,2,0,590,244542,6
17,2,1,17,0,0,591,244674,2
17,15,0,33,2,0,592,244694,1
17,1,0,31,5,0,593,246298,6
17,0,1,16,0,0,594,248408,1
17,0,1,3,0,0,595,248662,0
17,0,2,25,0,0,596,248711,1
17,17,0,31,5,0,597,248784,1
17,0,1,22,1,0,598,251981,4
17,3,0,26,8,0,599,253181,0
17,10,0,18,2,0,600,254501,3
17,3,0,34,6,0,601,254996,3
17,0,0,34,0,14,602,255266,0
17,17,1,31,5,0,603,256731,1
17,8,0,33,4,0,604,257112,3
17,5,0,30,7,0,605,257118,4
17,14,0,32,3,0,606,257978,1
17,11,0,33,3,0,607,261141,3
17,9,0,31,2,0,608,262082,0
17,0,1,24,0,0,609,262342,2
17,0,1,20,0,3,610,263920,2
17,3,1,30,5,0,611,263987,2
17,4,0,26,5,0,612,266099,3
17,9,1,32,4,0,613,266586,5
17,4,0,32,2,0,614,270931,7
17,0,2,24,1,0,615,271010,5
17,1,1,18,0,0,616,271050,1
17,9,1,32,3,0,617,271689,8
17,0,0,19,0,5,618,271918,3
17,3,0,34,8,0,619,272835,1
17,7,0,28,4,0,620,275372,0
17,9,0,28,2,0,621,276027,1
17,0,0,30,0,7,622,276761,0
17,0,1,4,1,0,623,276824,0
17,1,1,15,0,0,624,276946,3
17,3,0,18,6,0,625,277216,1
17,2,1,21,0,0,626,277630,6
17,22,0,30,2,0,627,277909,3
17,0,0,24,0,0,628,277930,9
19,0,0,5,0,2,629,70904,0
19,1,1,8,1,0,630,73149,0
19,1,0,26,0,0,631,74871,8
19,0,0,22,0,13,632,167495,0
19,0,0,30,0,14,633,185122,0
19,0,0,26,0,6,634,188943,0
19,0,1,30,10,0,635,190765,5
19,0,0,29,0,6,636,190941,1
19,0,0,28,0,4,637,193698,1
19,8,0,32,8,0,638,197031,3
19,2,0,33,7,0,639,199503,3
19,0,0,13,0,3,640,200316,2
19,0,0,28,0,8,641,201269,2
19,26,0,31,8,0,642,202126,5
19,1,0,33,4,0,643,202201,9
19,0,0,33,0,7,644,202873,0
19,5,2,25,0,0,645,204638,4
19,11,0,30,4,0,646,206467,3
19,5,1,32,8,0,647,206591,7
19,2,1,32,7,0,648,210035,4
19,0,1,16,0,0,649,211362,2
19,8,0,34,11,0,650,212096,2
19,5,0,30,10,0,651,212194,1
19,2,1,28,0,0,652,212212,11
19,16,1,31,7,0,653,214096,3
19,21,0,30,2,0,654,215441,4
19,11,0,32,8,0,655,216354,4
19,0,1,10,0,0,656,219694,0
19,4,0,19,7,0,657,220876,0
19,11,0,30,5,0,658,222492,2
19,0,1,12,0,1,659,223550,0
19,0,0,34,1,7,660,223885,0
19,0,0,32,0,9,661,224251,3
19,7,2,30,5,0,662,225309,7
19,2,0,29,2,0,663,225375,8
19,0,0,34,0,10,664,227370,2
19,1,0,31,7,0,665,227647,5
19,0,0,29,0,5,666,228383,2
19,1,1,22,1,0,667,228518,2
19,0,0,32,0,0,668,228883,9
19,0,1,17,0,0,669,229391,2
19,2,1,32,1,0,670,231089,9
19,10,0,28,5,0,671,232711,10
19,1,1,15,0,0,672,233151,0
19,1,1,13,0,0,673,234167,2
19,21,0,31,0,0,674,234236,4
19,0,0,19,0,4,675,235018,0
19,0,0,32,0,7,676,235073,1
19,5,0,30,2,0,677,235297,11
19,0,1,22,2,0,678,236369,9
19,1,0,31,4,0,679,236457,8
19,1,0,33,7,0,680,236636,6
19,0,2,26,0,0,681,237595,8
19,0,1,11,0,0,682,238516,0
19,15,0,34,1,0,683,238900,2
19,2,1,32,4,0,684,239096,8
19,3,1,31,1,0,685,239340,9
19,0,0,31,1,0,686,239529,8
19,1,0,27,1,0,687,240193,8
19,0,1,10,0,0,688,240648,0
19,0,0,19,0,9,689,242818,0
19,0,0,5,0,3,690,242948,0
19,3,1,18,1,0,691,244068,2
19,18,0,29,2,0,692,244257,0
19,10,0,25,7,0,693,245367,5
19,11,0,32,2,0,694,245622,2
19,7,2,30,2,0,695,245716,4
19,1,1,12,2,0,696,247360,0
19,0,2,23,4,0,697,247819,5
19,12,0,34,15,0,698,247827,3
19,1,0,32,8,0,699,250959,6
19,6,0,29,5,0,700,252259,9
19,12,1,28,2,0,701,254022,3
19,10,0,31,12,0,702,256630,3
19,15,0,17,9,0,703,256675,2
19,12,0,25,2,0,704,256790,3
19,10,1,31,4,0,705,257075,3
19,1,0,30,2,0,706,257191,8
19,15,0,33,8,0,707,257289,1
19,13,1,33,5,0,708,260592,0
19,0,0,32,1,0,709,261659,9
19,0,0,26,0,10,710,262659,2
19,0,1,33,0,9,711,262956,0
19,0,1,21,0,0,712,263193,2
19,0,1,7,0,0,713,263573,0
19,10,0,31,9,0,714,264697,6
19,2,0,27,2,0,715,265576,8
19,0,0,32,1,0,716,276119,11
19,0,0,9,0,3,717,277929,0
19,0,1,5,0,0,718,278854,0
20,1,1,23,0,0,719,72967,4
20,0,0,34,0,11,720,186148,4
20,0,1,13,0,4,721,199339,1
20,0,0,34,0,4,722,209987,2
20,0,0,31,0,8,723,212197,0
20,13,1,29,4,0,724,212240,6
20,22,0,31,0,0,725,212626,7
20,0,2,23,0,0,726,214948,5
20,1,0,30,1,0,727,216260,9
20,0,1,23,0,0,728,216416,2
20,13,0,29,4,0,729,221168,7
20,0,1,31,7,0,730,223633,5
20,0,0,24,0,9,731,224041,3
