shortsnumberplacementcode,shortsnumbercolorprimg,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,shortsnumbercolorterb,competitionid,shortsnumbercolorprimr,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseybacknameplacementcode,jerseynamecolorg,jerseynameoutlinecolorb,shortsnumbercolorsecg,jerseynumbercolorsecg,shortsnumbercolorterr,shortsnumbercolorterg,jerseynamecolorr,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,numberfonttype,jerseynamefonttype,year,teamtechid,jerseynameoutlinewidth,shortsnumberfonttype
1,68,0,220,220,220,64,220,13,36,12,12,69,1,12,220,1,220,12,64,220,220,220,220,12,220,220,12,0,0,1,262,135,0,4,2,265
1,220,0,220,220,220,220,12,13,220,12,220,220,1,12,220,1,220,220,220,220,12,12,220,220,220,220,12,220,0,2,262,135,0,4,2,262
1,220,0,12,220,220,12,12,14,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,5,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,5,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,5,0,89
1,220,0,3,220,220,121,121,201,220,57,12,220,1,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,202,220,57,12,220,1,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,223,220,57,12,220,0,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,224,220,57,12,220,0,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,226,220,57,12,220,0,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,228,220,57,12,220,0,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,232,220,57,12,220,0,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,220,0,3,220,220,121,121,2096,220,57,12,220,0,3,220,1,220,12,57,57,3,57,220,12,121,220,121,3,0,0,291,153,0,5,0,291
1,28,0,220,0,28,220,220,14,0,220,12,136,1,220,136,1,28,12,220,220,220,220,0,12,220,136,220,220,0,1,23,49,0,5,0,89
1,28,0,220,0,28,220,220,60,0,220,12,136,1,220,136,1,28,12,220,220,220,220,0,12,220,136,220,220,0,1,23,49,0,5,0,89
1,28,0,220,0,28,220,220,61,0,220,12,136,1,220,136,1,28,12,220,220,220,220,0,12,220,136,220,220,0,1,23,49,0,5,0,89
1,74,0,227,54,74,219,219,201,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,202,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,223,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,224,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,226,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,228,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,232,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,74,0,227,54,74,219,219,2096,54,225,12,65,0,227,65,1,74,12,225,225,227,225,54,12,219,65,219,227,0,1,291,153,0,5,0,291
1,12,0,220,12,12,220,220,14,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,5,0,89
1,12,0,220,12,12,220,220,60,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,5,0,89
1,12,0,220,12,12,220,220,61,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,5,0,89
1,12,0,220,12,12,220,220,201,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,202,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,223,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,224,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,226,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,228,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,232,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,12,0,220,12,12,220,220,2096,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,291,153,0,5,0,291
1,220,0,12,220,220,12,12,14,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,5,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,5,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,5,0,89
1,167,0,12,139,167,12,12,201,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,202,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,223,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,224,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,226,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,228,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,232,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,167,0,12,139,167,12,12,2096,139,12,139,171,0,12,171,1,167,171,12,12,12,12,139,167,12,171,12,12,0,3,291,153,0,5,0,291
1,28,0,12,220,220,220,220,14,0,12,12,136,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,7,0,89
1,28,0,12,220,220,220,220,60,0,12,12,136,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,7,0,89
1,28,0,12,220,220,220,220,61,0,12,12,136,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,7,0,89
1,227,0,12,224,227,12,12,14,224,12,12,41,1,12,41,1,227,12,12,12,12,12,224,12,12,41,12,12,0,1,23,49,0,7,0,89
1,227,0,12,224,227,12,12,60,224,12,12,41,1,12,41,1,227,12,12,12,12,12,224,12,12,41,12,12,0,1,23,49,0,7,0,89
1,227,0,12,224,227,12,12,61,224,12,12,41,1,12,41,1,227,12,12,12,12,12,224,12,12,41,12,12,0,1,23,49,0,7,0,89
1,220,0,12,220,220,12,12,14,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,7,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,7,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,7,0,89
1,220,0,220,0,28,12,12,14,220,220,12,220,1,220,136,1,28,12,12,220,12,12,0,12,220,136,220,12,0,3,23,49,0,7,0,89
1,220,0,220,0,28,12,12,60,220,220,12,220,1,220,136,1,28,12,12,220,12,12,0,12,220,136,220,12,0,3,23,49,0,7,0,89
1,220,0,220,0,28,12,12,61,220,220,12,220,1,220,136,1,28,12,12,220,12,12,0,12,220,136,220,12,0,3,23,49,0,7,0,89
1,30,0,33,28,30,99,220,13,28,220,220,77,0,220,77,1,30,220,41,41,220,220,28,220,99,77,220,33,0,0,265,135,0,8,2,265
1,30,0,33,28,30,99,220,13,28,220,12,77,0,220,77,1,30,12,41,41,220,220,28,12,99,77,220,33,0,1,265,135,0,8,2,265
1,227,0,220,224,227,220,12,13,224,12,12,41,0,12,41,1,227,12,220,220,12,12,224,12,220,41,12,220,0,2,262,135,0,8,2,262
1,220,0,12,220,220,12,12,14,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,9,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,9,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,9,0,89
1,220,0,231,220,220,41,19,201,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,202,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,223,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,224,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,226,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,228,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,232,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,231,220,220,41,19,2096,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,0,174,90,0,9,0,174
1,220,0,12,12,12,12,12,14,220,12,12,220,0,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,0,1,23,49,0,9,0,89
1,220,0,12,12,12,12,12,60,220,12,12,220,0,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,0,1,23,49,0,9,0,89
1,220,0,12,12,12,12,12,61,220,12,12,220,0,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,0,1,23,49,0,9,0,89
1,220,0,123,12,12,41,19,201,220,135,12,220,0,123,12,1,12,12,31,135,253,183,12,12,141,12,141,231,0,1,174,90,0,9,0,174
1,220,0,123,12,12,41,19,202,220,135,12,220,0,123,12,1,12,12,31,135,253,183,12,12,141,12,141,231,0,1,174,90,0,9,0,174
1,220,0,253,12,12,41,19,223,220,31,12,220,0,231,12,1,12,12,31,183,253,183,12,12,19,12,41,231,0,1,174,90,0,9,0,174
1,220,0,253,12,12,41,19,224,220,31,12,220,0,231,12,1,12,12,31,183,253,183,12,12,19,12,41,231,0,1,174,90,0,9,0,174
1,220,0,253,12,12,41,19,226,220,31,12,220,0,231,12,1,12,12,31,183,253,183,12,12,19,12,41,231,0,1,174,90,0,9,0,174
1,220,0,253,12,12,41,19,228,220,31,12,220,0,231,12,1,12,12,31,183,253,183,12,12,19,12,41,231,0,1,174,90,0,9,0,174
1,220,0,253,12,12,41,19,232,220,31,12,220,0,231,12,1,12,12,31,183,253,183,12,12,19,12,41,231,0,1,174,90,0,9,0,174
1,220,0,253,12,12,41,19,2096,220,31,12,220,0,231,12,1,12,12,31,183,253,183,12,12,19,12,41,231,0,1,174,90,0,9,0,174
1,220,0,12,220,220,12,12,14,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,9,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,9,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,9,0,89
1,220,0,253,220,220,41,19,201,220,31,12,220,0,231,220,1,220,12,31,183,253,183,220,12,19,220,41,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,202,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,223,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,224,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,226,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,228,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,232,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,220,0,231,220,220,41,19,2096,220,183,12,220,0,253,220,1,220,12,31,31,253,183,220,12,41,220,19,231,0,2,174,90,0,9,0,174
1,12,0,220,220,220,12,12,14,12,220,12,12,0,220,220,1,220,12,12,220,12,12,220,12,220,220,220,12,0,3,23,49,0,9,0,89
1,12,0,220,220,220,12,12,60,12,220,12,12,0,220,220,1,220,12,12,220,12,12,220,12,220,220,220,12,0,3,23,49,0,9,0,89
1,12,0,220,220,220,12,12,61,12,220,12,12,0,220,220,1,220,12,12,220,12,12,220,12,220,220,220,12,0,3,23,49,0,9,0,89
1,12,0,125,220,220,141,141,201,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,202,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,223,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,224,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,226,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,228,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,232,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,12,0,125,220,220,141,141,2096,12,135,12,12,0,125,220,1,220,12,135,135,123,135,220,12,141,220,141,123,0,3,174,90,0,9,0,174
1,28,0,12,220,220,220,220,14,0,12,12,136,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,10,0,89
1,28,0,12,220,220,220,220,60,0,12,12,136,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,10,0,89
1,28,0,12,220,220,220,220,61,0,12,12,136,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,10,0,89
1,54,0,86,33,54,84,219,201,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,202,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,223,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,224,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,226,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,228,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,232,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,54,0,86,33,54,84,219,2096,33,163,12,84,0,86,84,1,54,12,54,163,86,163,33,12,219,84,219,33,0,0,294,155,0,10,0,294
1,220,0,12,220,220,12,12,14,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,1,23,49,0,10,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,1,23,49,0,10,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,1,23,49,0,10,0,89
1,175,0,12,168,175,176,12,201,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,202,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,223,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,224,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,226,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,228,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,232,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,175,0,12,168,175,176,12,2096,168,12,12,176,0,12,176,1,175,12,175,12,12,12,168,12,12,176,12,168,0,1,294,155,0,10,0,294
1,12,0,220,12,12,220,220,14,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,10,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,10,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,10,0,89
1,195,0,238,84,195,188,155,201,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,202,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,223,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,224,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,226,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,228,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,232,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,195,0,238,84,195,188,155,2096,84,65,12,188,0,238,188,1,195,12,195,65,238,65,84,12,155,188,155,84,0,2,294,155,0,10,0,294
1,220,0,12,220,220,12,12,14,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,10,0,89
1,12,0,220,12,12,220,220,60,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,3,23,49,0,10,0,89
1,12,0,220,12,12,220,220,61,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,3,23,49,0,10,0,89
1,251,0,150,150,251,38,186,201,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,202,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,223,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,224,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,226,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,228,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,232,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
1,251,0,150,150,251,38,186,2096,150,155,150,38,0,150,38,1,251,186,251,155,150,155,150,155,186,38,186,150,0,3,294,155,0,10,0,294
