assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,cksupport7,defensivedepth,hasvikingclap,jerseytype,pitchcolor,cksupport9,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,cksupport8,stadiummowpattern_code,cksupport6,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,throwerleft,gender,cksupport1,cornerflagpolecolor,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,throwerright,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,cksupport5,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,cksupport4,trait1vstrong,matchdayattackrating
12,25,224,80000,255,1,255,1876,1,235,1,34,1,54,25,1,1,1,255,1,Middlesbrough,34,0,-1,0,253054,0,7,-1,0,30,0,2,4,0,0,5,0,0,33931,0,2,315,13,0,2,72,0,1,0,71,72,70,-1,1,70,0,-1,70,2,0,0,253054,4194946,2,252066,0,0,0,0,0,0,0,2,253054,6,12,0,557698,0,0,0,0,186156,0,0,253054,0,0,0,3,0,71,135,6,0,261283,0,0,253054,2,1,0,0,316,0,-1,0,525442,70
13,30,30,900000,255,40,255,1892,9,30,25,30,2,54,30,2,25,9,255,40,Newcastle United,30,0,-1,0,186345,0,8,-1,0,65,0,2,4,0,0,7,0,0,52305,0,0,342,106,0,2,82,0,1,0,81,82,82,-1,3,80,0,-1,80,0,0,0,247851,135296,2,186345,0,0,0,0,0,0,6,2,186345,5,13,0,182400,0,0,0,0,247851,0,0,186345,0,4,0,3,0,81,151,10,0,233731,0,0,186345,2,8,0,0,366,0,-1,0,264320,82
14,36,221,440000,255,36,255,1865,221,210,33,33,2,52,36,2,33,221,255,36,Nottingham Forest,33,0,-1,0,236015,0,6,-1,0,50,0,2,5,0,0,6,0,0,30445,0,2,352,91,0,2,78,0,1,0,79,78,79,-1,3,80,0,-1,80,2,0,0,236015,266560,2,236015,0,0,0,0,2,0,2,5,236015,6,14,0,4245824,0,0,0,0,236015,0,0,236015,0,1,0,3,0,79,151,10,0,192123,0,0,236015,2,6,0,0,316,0,-1,0,526656,79
15,66,32,35000,255,43,255,1882,31,32,109,151,1,51,66,1,109,31,255,43,Queens Park Rangers,171,0,-1,0,238490,0,5,-1,0,30,0,2,4,0,0,4,0,0,18439,5,2,285,144,0,2,70,0,1,0,70,70,69,0,3,69,0,-1,69,2,0,0,238490,4202752,2,238490,0,0,0,0,0,0,0,2,243223,6,15,0,577792,0,0,0,0,193011,0,0,238490,0,0,0,3,0,70,135,5,0,243223,0,0,238490,2,1,0,0,316,0,-1,0,526592,69
17,0,228,200000,255,26,255,1885,236,211,27,43,2,50,10,2,27,236,255,26,Southampton,10,0,-1,0,270857,1,10,-1,0,50,0,1,3,0,0,6,0,0,32384,0,0,459,1790,0,2,73,0,1,0,73,73,71,-1,1,72,0,-1,72,0,0,0,270857,262784,2,270857,0,0,0,0,0,0,1,1,270857,8,17,0,4244096,0,0,0,0,202697,1,0,270857,0,0,0,3,0,73,151,7,0,258930,0,0,270857,2,2,0,0,316,0,-1,0,525440,71
18,255,255,2430000,75,37,15,1882,29,153,110,255,2,51,177,2,110,29,32,37,Tottenham Hotspur,211,0,-1,0,243576,0,7,-1,0,90,0,1,6,0,0,8,1,0,62850,0,0,285,1,0,1,81,0,1,0,80,81,80,0,1,80,1,-1,80,2,0,0,243576,66180,3,247394,0,0,0,0,0,0,8,2,243576,6,18,3,82564,0,0,0,0,200104,1,1,243576,0,2,0,3,0,80,151,8,0,200104,0,0,243576,2,7,0,0,366,0,-1,0,132228,80
19,37,123,915300,231,38,27,1895,16,100,32,57,2,51,30,2,32,16,177,38,West Ham United,60,1,-1,0,205569,0,3,-1,0,30,0,2,3,0,0,7,0,0,60000,0,1,285,97,0,2,77,0,1,0,78,77,81,0,2,78,0,-1,78,0,0,0,205569,4195472,2,205569,0,0,0,0,0,0,3,2,205569,6,19,0,565392,0,0,0,0,224371,0,0,205569,0,0,0,3,1,78,151,8,0,224371,0,0,205569,2,4,0,0,366,0,-1,0,528528,81
21,1,255,4335499,255,1,255,1900,200,29,1,60,3,48,29,3,1,200,255,1,Bayern München,27,0,-1,1,247827,0,10,-1,0,65,0,2,4,0,0,8,1,0,75000,1,1,333,32,0,1,83,0,1,0,83,83,89,11,1,83,1,-1,83,1,0,0,212622,131716,0,247827,0,0,0,0,6,0,20,6,212622,5,21,1,180868,0,0,0,0,167495,0,0,247827,0,34,0,4,0,83,113,3,1,247827,0,0,247827,2,9,0,0,366,0,-1,0,263300,89
22,217,255,1742700,1,157,1,1909,149,245,152,1,2,51,255,2,152,149,1,157,Borussia Dortmund,1,0,-1,1,190765,0,9,-1,0,65,0,2,4,0,0,9,1,0,81365,12,1,141,21,0,1,80,0,1,0,81,80,83,7,1,81,1,-1,81,1,0,0,190765,131716,3,259716,0,0,0,0,1,0,5,2,259716,7,22,0,164484,0,0,0,0,235073,0,0,190765,0,8,0,4,0,81,113,3,1,215441,0,0,190765,2,8,0,0,366,0,-1,0,263300,83
23,1,1,308720,255,1,255,1900,1,122,255,1,2,51,185,2,1,255,255,255,Borussia M'gladbach,41,0,-1,1,206467,0,6,-1,0,50,0,2,4,0,0,7,1,0,54042,8,1,322,31,0,1,77,0,1,0,76,77,81,6,2,75,1,-1,75,1,0,0,239367,263170,3,220876,0,0,0,0,0,0,3,3,220876,7,23,2,4218882,0,0,0,0,223550,0,0,206467,0,5,0,4,0,76,113,3,1,214096,0,0,206467,2,5,0,0,316,0,-1,0,528386,81
25,1,228,297500,1,1,1,1904,220,255,1,43,2,48,255,2,1,220,1,1,SC Freiburg,255,0,-1,1,212096,4,5,-1,0,50,0,2,4,0,0,5,0,0,34700,1,1,168,36,0,1,76,0,1,0,76,76,74,7,1,77,1,-1,77,1,0,0,212096,262658,1,212096,0,0,0,0,0,0,0,3,212096,10,25,0,4194818,0,0,0,0,209846,0,0,212096,0,0,0,4,0,76,113,4,1,212096,0,0,212096,2,4,0,0,316,0,-1,0,525314,74
27,110,1,9850,255,235,255,1965,235,255,235,184,1,54,41,1,235,235,255,235,Hansa Rostock,31,0,-1,0,251107,0,10,-1,0,50,1,2,4,0,2,8,0,0,29000,5,1,641,110329,0,1,65,0,1,0,66,65,67,12,3,66,1,-1,66,1,0,0,251107,270592,1,251107,0,0,0,0,0,0,0,2,251107,7,27,0,4215040,0,0,0,0,262635,1,0,251107,0,0,0,4,0,66,123,1,1,251107,0,0,251107,2,1,0,0,316,0,-1,0,526592,67
28,90,1,195200,255,180,255,1887,180,1,180,170,2,53,1,2,180,180,255,180,Hamburger SV,1,0,-1,1,232839,0,2,-1,0,65,0,2,4,0,0,8,1,2,57000,11,1,205,110329,0,1,71,0,1,0,72,71,72,9,3,72,1,-1,72,1,0,0,232839,139265,3,232839,0,0,0,0,1,0,3,3,224970,6,28,0,184321,0,0,0,0,212321,0,0,224970,0,6,0,4,0,72,115,2,1,224970,0,0,224970,2,3,0,0,316,0,-1,0,264193,72
29,1,255,26800,255,210,255,1900,210,153,210,1,1,49,24,1,210,210,255,210,1. FC Kaiserslautern,65,0,-1,0,73135,0,6,-1,0,65,0,2,4,0,2,8,0,0,49850,0,1,238,1832,0,1,69,0,1,0,68,69,68,7,1,68,1,-1,68,1,0,0,73135,131585,1,73135,0,0,0,0,0,0,2,3,73135,7,29,0,180737,0,0,0,0,223755,1,0,73135,0,4,0,4,0,68,115,4,1,262800,0,0,73135,2,1,0,0,316,0,-1,0,263169,68
31,41,218,181055,255,1,255,1948,1,1,1,28,2,50,1,2,1,1,255,1,1. FC Köln,1,0,-1,1,223633,0,2,-1,0,50,0,2,4,0,0,10,0,0,50000,1,1,249,23,0,1,73,0,1,0,73,73,73,6,1,72,1,-1,72,1,0,0,223633,262784,3,223633,0,0,0,0,0,0,4,3,223633,8,31,0,4194944,0,0,0,0,234727,1,0,223633,0,3,0,4,0,73,115,2,1,220085,0,0,223633,2,3,0,0,366,0,-1,0,525440,73
32,1,255,555720,1,210,1,1904,210,255,210,1,2,51,255,2,210,210,1,210,Bayer 04 Leverkusen,255,0,-1,1,210035,0,9,-1,0,50,0,2,4,0,0,4,1,0,30210,0,1,277,21,0,1,79,0,1,0,81,79,83,7,1,79,1,-1,79,1,0,0,210035,262656,3,210035,0,0,0,0,0,0,2,3,199503,7,32,1,4227584,0,0,0,0,190941,0,0,210035,0,1,0,4,0,81,113,9,1,234236,0,0,210035,2,7,0,0,366,0,-1,0,525312,83
33,200,145,5580,255,240,255,1899,240,20,240,241,1,48,75,1,240,240,255,240,TSV 1860 München,175,0,-1,0,270014,0,8,-1,0,50,0,2,4,0,2,10,0,0,15000,0,1,333,111239,0,1,67,0,1,0,66,67,67,11,2,66,1,-1,66,1,0,0,270014,263184,1,270014,0,0,0,0,0,0,2,4,270014,10,33,0,4202512,0,0,0,0,238779,0,0,270014,0,1,0,4,0,66,123,3,1,257144,0,0,270014,2,1,0,0,316,0,-1,0,528400,67
34,75,1,63201,255,180,255,1904,180,13,180,156,1,51,70,1,180,180,255,180,FC Schalke 04,223,0,-1,1,72315,0,8,-1,0,50,0,2,4,0,0,10,1,0,62271,3,1,178,160,0,1,68,0,1,0,68,68,71,7,2,68,1,-1,68,1,0,0,72315,263169,3,72315,0,0,0,0,0,0,5,4,72315,9,34,1,4202497,0,0,1,0,212240,1,0,72315,0,7,0,4,0,68,115,2,1,212240,0,0,72315,2,3,0,0,316,0,-1,0,528385,71
36,255,255,356020,41,30,211,1893,210,1,255,255,2,48,1,2,30,255,1,255,VfB Stuttgart,1,0,-1,1,250959,4,7,-1,0,65,0,2,4,0,0,8,0,0,60449,24,1,466,25,0,1,77,0,1,0,77,77,79,9,1,76,1,-1,76,1,0,0,250959,131585,1,250959,0,0,0,0,0,0,4,3,250959,8,36,0,164353,0,0,0,0,239096,0,0,250959,0,5,0,4,0,77,113,5,1,252259,0,0,250959,2,5,0,0,316,0,-1,0,263169,79
38,129,1,202000,255,1,255,1899,1,1,1,73,2,53,81,2,1,1,255,1,Werder Bremen,52,0,-1,1,197031,0,4,-1,0,50,0,2,4,0,0,7,1,0,42100,25,1,70,28,0,1,76,0,1,0,75,76,73,8,2,75,1,-1,75,1,0,0,197031,263296,3,197031,0,0,0,0,0,0,6,3,197031,6,38,0,4202624,0,0,0,0,237595,1,0,197031,0,4,0,4,0,75,113,2,1,197031,0,0,197031,2,3,0,0,316,0,-1,0,528512,73
45,250,250,1840000,30,25,30,1897,25,248,25,250,2,45,151,2,25,25,30,25,Juventus,170,0,-1,0,246430,0,10,-1,0,50,0,2,3,0,0,10,1,0,41507,0,1,485,54,0,1,80,0,1,0,80,80,80,7,1,81,1,-1,81,1,0,0,240679,262720,3,240679,0,0,0,0,2,0,15,4,277954,7,45,3,4244032,0,0,0,0,222077,0,0,246430,0,36,0,4,0,80,136,9,1,246430,0,0,246430,2,8,0,0,366,0,-1,0,525376,80
48,167,0,562575,250,255,250,1926,255,10,255,225,2,40,96,2,255,255,250,255,Napoli,140,0,-1,0,216409,0,8,-1,0,50,0,2,3,0,0,8,0,0,60240,49,1,338,45,0,1,83,0,1,0,81,83,82,14,1,80,1,-1,80,1,0,0,216409,262788,3,216409,0,0,0,0,0,0,6,4,236632,1,48,1,4194948,0,0,0,0,217870,1,0,216409,0,4,0,4,0,81,136,9,1,192505,0,0,216409,2,7,0,0,366,0,-1,0,525444,82
50,212,255,256200,145,250,9,1913,250,250,250,0,2,44,250,2,250,250,48,250,Parma,250,0,-1,0,252794,0,3,-1,0,50,0,2,4,0,0,4,0,0,22352,0,1,653,189,0,1,73,0,1,0,73,73,73,10,2,71,1,-1,71,1,0,0,252794,263176,1,239978,0,0,0,0,0,0,3,4,239978,9,50,2,4235272,0,0,0,0,252442,0,0,252794,0,0,0,4,0,73,136,4,1,239978,0,0,252794,2,3,0,0,316,0,-1,0,528392,73
52,0,102,478500,0,250,255,1927,250,250,250,0,2,41,250,2,250,250,142,250,Roma,250,0,-1,0,265695,0,7,-1,0,65,0,2,4,0,0,8,1,0,70634,0,1,408,115841,0,1,79,0,1,0,79,79,83,12,1,78,2,-1,78,1,0,0,265695,131652,1,265695,0,0,0,0,0,0,9,3,265695,2,52,0,164420,0,0,0,0,228251,1,0,265695,0,3,0,4,1,79,136,6,1,242458,0,0,265695,2,7,0,0,316,0,-1,0,263236,83
54,30,122,270600,250,29,250,1906,124,150,35,35,2,45,30,2,35,124,250,29,Torino,55,0,-1,0,211147,0,5,-1,0,30,0,2,4,0,0,5,0,0,27958,0,1,485,45,0,1,75,0,1,0,76,75,78,7,2,75,1,-1,75,1,0,0,211147,4195336,1,211147,0,0,0,0,0,0,5,2,211147,5,54,0,548872,0,0,0,0,215333,0,0,211147,0,7,0,4,0,76,136,5,1,215333,0,0,211147,2,3,0,0,316,0,-1,0,528392,78
55,30,30,240225,250,30,250,1896,30,196,30,30,2,46,160,2,30,30,250,30,Udinese,64,0,-1,0,204970,0,4,-1,0,50,0,2,4,0,0,4,0,0,25144,0,1,499,112494,0,1,74,0,1,0,73,74,75,13,2,73,1,-1,73,1,0,0,204970,263176,1,204970,0,0,0,0,0,0,0,2,204970,7,55,0,4218888,0,0,0,0,204970,0,0,204970,0,0,0,4,0,73,136,3,1,204970,0,0,204970,2,2,0,0,316,0,-1,0,528392,75
57,112,32,65000,250,1,250,1905,1,1,1,184,2,47,116,2,1,1,250,1,AJ Auxerre,175,0,-1,0,232360,4,3,-1,0,30,0,2,4,0,0,4,0,0,18541,0,1,29,1530,0,1,73,0,3,0,72,73,72,3,2,72,1,-1,72,0,0,0,232360,4195457,0,232360,0,0,0,0,0,0,4,2,232360,7,57,0,532609,0,0,0,0,238392,0,0,232360,0,1,0,4,0,72,100,3,1,251170,0,0,232360,2,1,0,0,316,0,-1,0,528513,72
58,54,34,20000,250,97,250,1905,97,0,97,123,1,42,103,1,97,97,250,97,SC Bastia,206,0,-1,0,247369,4,6,-1,0,30,0,1,4,0,0,2,0,0,16078,0,1,42,614,0,1,67,0,3,0,66,67,66,9,2,66,1,-1,66,1,0,0,247369,4195392,0,276022,0,0,0,0,0,0,1,2,276022,2,58,0,532544,0,0,1,0,178363,0,0,247369,0,0,0,4,0,66,103,2,1,276022,0,0,247369,2,1,0,0,316,0,-1,0,528448,66
62,1,222,35000,1,1,1,1912,1,250,1,23,1,48,250,1,1,1,1,1,En Avant Guingamp,250,0,-1,0,225174,4,9,-1,0,50,0,2,4,0,0,2,0,0,18462,0,1,201,378,0,1,68,0,3,0,68,68,69,-3,1,68,1,-1,68,0,0,0,225174,262658,1,225174,0,0,0,0,0,0,2,2,272835,5,62,0,4227586,0,0,0,0,225174,0,0,225174,0,0,0,4,0,68,103,4,1,225174,0,0,225174,2,1,0,0,316,0,-1,0,525314,69
64,1,184,130000,1,1,255,1906,1,182,1,28,2,50,25,2,1,1,213,1,RC Lens,44,0,-1,0,220837,4,5,-1,0,90,1,1,4,0,0,7,0,0,38223,18,1,274,65,0,1,75,0,1,0,74,75,73,2,2,75,1,-1,75,1,0,0,208787,66688,1,208787,0,0,0,0,0,0,0,2,208787,2,64,0,123008,0,0,0,0,227232,0,0,208787,0,1,0,4,0,74,100,3,1,262745,0,0,208787,2,2,0,0,316,0,-1,0,135296,73
65,30,224,220000,106,1,36,1944,1,250,1,20,2,50,250,2,1,1,32,1,LOSC Lille,250,0,-1,0,262088,4,7,-1,0,65,0,1,4,0,0,5,0,0,50186,13,1,279,64,0,1,77,0,1,0,77,77,79,3,1,75,1,-1,75,1,0,0,262088,131592,1,262088,0,0,0,0,0,0,6,1,262088,7,65,0,164360,0,0,0,0,190674,0,0,262088,0,4,0,4,0,77,100,5,1,178509,0,0,262088,2,4,0,0,316,0,-1,0,263176,79
66,250,250,450000,127,1,19,1950,1,180,1,250,2,45,1,2,1,1,56,1,Olympique Lyonnais,1,0,-1,0,254551,4,6,-1,0,65,1,1,4,0,0,8,0,0,59186,23,1,293,1819,0,1,77,0,1,0,76,77,77,4,1,75,1,-1,75,1,0,0,254551,131586,3,268763,0,0,0,0,0,0,5,4,263815,9,66,0,164354,0,0,0,0,219683,1,0,254551,0,7,0,4,0,76,100,1,1,254551,0,0,254551,2,4,0,0,366,0,-1,0,263170,77
68,5,99,61000,250,1,250,1932,1,112,1,5,1,49,14,1,1,1,250,1,FC Metz,29,0,-1,0,234239,4,2,-1,0,65,0,1,4,0,0,3,0,0,24985,0,1,313,1823,0,1,70,0,3,0,69,70,70,6,1,70,1,-1,70,1,0,0,234239,131712,1,234239,0,0,0,0,0,0,2,2,234239,5,68,0,148096,0,0,0,0,229236,0,0,234239,0,0,0,4,0,69,103,1,1,234239,0,0,234239,2,1,0,0,316,0,-1,0,263296,70
69,30,224,500000,250,1,250,1924,1,250,1,35,2,43,33,2,1,1,250,1,AS Monaco,64,0,-1,0,264862,4,8,-1,0,65,0,1,4,0,0,3,0,0,18523,1,1,321,72,0,1,79,0,1,0,78,79,77,7,1,78,1,-1,78,0,0,0,225663,131718,0,225663,0,0,0,0,0,0,5,2,225663,7,69,0,180870,0,0,0,0,229261,0,0,225663,0,8,0,4,0,78,100,5,1,229261,0,0,225663,2,6,0,0,366,0,-1,0,263302,77
70,90,1,45000,38,1,244,1974,1,250,1,148,1,43,250,1,1,1,148,1,Montpellier HSC,250,0,-1,0,205686,4,9,-1,0,50,0,2,4,0,0,2,0,0,22000,0,1,326,219,0,1,72,0,3,0,72,72,71,3,2,71,1,-1,71,1,0,0,205686,263168,1,205686,0,0,0,0,0,0,2,9,205686,8,70,0,4202496,0,0,0,0,205686,0,0,205686,0,1,0,4,0,72,100,2,1,205686,0,0,205686,2,1,0,0,316,0,-1,0,528384,71
71,220,255,95000,44,1,1,1943,1,254,1,17,2,47,221,2,1,1,87,1,FC Nantes,57,0,-1,0,258619,4,3,-1,0,50,0,2,4,0,0,7,0,0,35322,18,1,337,74,0,1,72,0,3,0,73,72,73,-1,3,71,1,-1,71,1,0,0,258619,270593,1,189271,0,0,0,0,0,0,4,3,189271,7,71,0,4247809,0,0,0,0,199482,0,0,258619,0,8,0,4,0,73,100,2,1,264422,0,0,258619,2,1,0,0,316,0,-1,0,526593,73
72,1,204,220000,1,1,1,1904,1,201,1,1,2,43,18,2,1,1,1,1,OGC Nice,27,0,-1,0,239093,4,6,-1,0,50,1,2,4,0,0,6,0,0,35596,0,1,344,69,0,1,76,0,3,0,76,76,76,7,2,77,1,-1,77,1,0,0,239093,263306,1,239093,0,0,0,0,0,0,3,2,239093,2,72,0,4251786,0,0,0,0,158625,0,0,239093,0,4,0,4,0,76,100,4,1,209519,0,0,239093,2,4,0,0,316,0,-1,0,528522,76
73,62,1,3961520,41,62,200,1970,1,250,116,116,3,48,250,3,116,1,42,62,Paris Saint-Germain,250,0,-1,0,235212,4,10,-1,0,90,0,2,4,0,0,10,1,0,47929,0,1,373,219,0,1,84,0,1,0,84,84,84,2,1,85,1,-1,85,1,0,0,235212,66180,3,231443,0,0,0,0,1,0,16,3,231443,7,73,0,98948,0,0,0,0,207865,1,0,255253,0,13,0,4,0,84,100,10,1,255253,0,0,235212,2,10,0,0,366,0,-1,0,132228,84
74,24,202,170000,1,1,1,1901,1,250,1,10,2,48,250,2,1,1,1,1,Stade Rennais,250,0,-1,0,231102,4,6,-1,0,50,0,1,4,0,0,5,0,0,29164,0,1,400,71,0,1,74,0,1,0,75,74,75,-1,1,73,1,-1,73,1,0,0,231102,262660,1,231102,0,0,0,0,0,0,3,7,231102,10,74,0,4227588,0,0,0,0,204883,0,0,231102,0,0,0,4,0,75,100,5,1,253444,0,0,231102,2,4,0,0,316,0,-1,0,525316,75
76,102,51,110000,250,182,250,1906,182,1,182,204,2,48,159,2,182,182,250,182,RC Strasbourg,227,0,-1,0,250789,4,5,-1,0,65,0,2,4,0,0,7,0,0,26109,3,1,564,68,0,1,74,0,3,0,73,74,74,7,2,73,1,-1,73,1,0,0,270039,132098,1,250789,0,0,0,0,0,0,3,6,250789,6,76,0,155650,0,0,0,0,257090,0,0,250789,0,1,0,4,0,73,100,8,1,258437,0,0,250789,2,3,0,0,316,0,-1,0,266242,74
