competitionid,artificialkey,adsponserid,isapproved,dynamicimageid
308,282,38,1,0
350,283,38,1,0
350,284,38,1,0
350,285,38,1,0
350,286,38,1,0
350,287,38,1,0
350,288,38,1,0
350,289,38,1,0
350,290,38,1,0
350,291,38,1,0
350,292,38,1,0
353,293,38,1,0
353,294,38,1,0
353,295,38,1,0
353,296,38,1,0
353,297,38,1,0
353,298,38,1,0
353,299,38,1,0
353,300,38,1,0
353,301,38,1,0
353,302,38,1,0
360,303,38,1,0
360,304,38,1,0
360,305,38,1,0
360,306,38,1,0
360,307,38,1,0
360,308,38,1,0
360,309,38,1,0
360,310,38,1,0
360,311,38,1,0
360,312,38,1,0
361,313,38,1,0
361,314,38,1,0
361,315,38,1,0
361,316,38,1,0
361,317,38,1,0
361,318,38,1,0
361,319,38,1,0
361,320,38,1,0
361,321,38,1,0
361,322,38,1,0
390,323,38,1,0
390,324,38,1,0
390,325,38,1,0
390,326,38,1,0
390,327,38,1,0
390,328,38,1,0
390,329,38,1,0
390,330,38,1,0
390,331,38,1,0
390,332,38,1,0
414,333,38,1,0
414,334,38,1,0
414,335,38,1,0
414,336,38,1,0
414,337,38,1,0
414,338,38,1,0
414,339,38,1,0
414,340,38,1,0
414,341,38,1,0
414,342,38,1,0
820,343,81,1,188
821,344,81,1,189
822,345,81,1,188
840,346,81,1,190
841,347,81,1,191
842,348,81,1,192
843,349,81,1,193
844,350,81,1,194
845,351,81,1,195
846,352,81,1,196
847,353,81,1,189
848,354,81,1,189
849,355,81,1,189
850,356,81,1,189
851,357,81,1,188
860,358,81,1,190
861,359,81,1,195
862,360,81,1,196
863,361,81,1,193
864,362,81,1,194
865,363,81,1,191
866,364,81,1,192
867,365,81,1,188
868,366,81,1,189
869,367,81,1,189
870,368,81,1,189
871,369,81,1,189
970,370,38,1,0
970,371,38,1,0
970,372,38,1,0
970,373,38,1,0
970,374,38,1,0
970,375,38,1,0
970,376,38,1,0
970,377,38,1,0
970,378,38,1,0
970,379,38,1,0
980,380,38,1,0
980,381,38,1,0
980,382,38,1,0
980,383,38,1,0
980,384,38,1,0
980,385,38,1,0
980,386,38,1,0
980,387,38,1,0
980,388,38,1,0
980,389,38,1,0
980,390,81,1,95
990,391,38,1,0
990,392,38,1,0
990,393,38,1,0
990,394,38,1,0
990,395,38,1,0
990,396,38,1,0
990,397,38,1,0
990,398,38,1,0
990,399,38,1,0
990,400,38,1,0
990,401,38,1,0
990,402,81,1,43
1003,403,38,1,0
1003,404,38,1,0
1003,405,38,1,0
1003,406,38,1,0
1003,407,38,1,0
1003,408,38,1,0
1003,409,38,1,0
1003,410,38,1,0
1003,411,38,1,0
1003,412,38,1,0
1003,413,38,1,0
1003,414,81,1,69
1014,415,38,1,0
1014,416,38,1,0
1014,417,38,1,0
1014,418,38,1,0
1014,419,38,1,0
1014,420,38,1,0
1014,421,38,1,0
1014,422,38,1,0
1014,423,38,1,0
1014,424,38,1,0
1014,425,38,1,0
1014,426,81,1,332
1015,427,38,1,0
1015,428,38,1,0
1015,429,38,1,0
1015,430,38,1,0
1015,431,38,1,0
1015,432,38,1,0
1015,433,38,1,0
1015,434,38,1,0
1015,435,81,1,105
-1,436,0,1,0
-1,437,0,1,0
-1,438,0,1,0
2076,439,81,1,75
2136,440,81,1,221
-1,441,0,1,0
-1,442,0,1,0
-1,443,0,1,0
-1,444,0,1,0
-1,445,0,1,0
-1,446,0,1,0
-1,447,0,1,0
-1,448,0,1,0
-1,449,0,1,0
-1,450,0,1,0
-1,451,0,1,0
3005,452,38,1,0
3005,453,38,1,0
3005,454,38,1,0
3005,455,38,1,0
3005,456,38,1,0
3005,457,38,1,0
3005,458,38,1,0
3005,459,38,1,0
3005,460,38,1,0
3005,461,38,1,0
3005,462,81,1,202
83,463,81,1,424
451,464,38,1,0
451,465,38,1,0
451,466,38,1,0
451,467,38,1,0
451,468,38,1,0
451,469,38,1,0
451,470,38,1,0
451,471,38,1,0
451,472,38,1,0
451,473,38,1,0
451,474,81,1,63
2216,475,38,1,0
2216,476,38,1,0
2216,477,38,1,0
2216,478,38,1,0
2216,479,38,1,0
2216,480,38,1,0
2216,481,38,1,0
2216,482,38,1,0
2216,483,38,1,0
2216,484,38,1,0
2216,485,81,1,1024
2218,486,38,1,0
2218,487,38,1,0
2218,488,38,1,0
2218,489,38,1,0
2218,490,38,1,0
2218,491,38,1,0
2218,492,38,1,0
2218,493,38,1,0
2218,494,38,1,0
2218,495,38,1,0
2218,496,38,1,0
2218,497,81,1,791
211,498,81,1,786
80,499,38,1,0
80,500,38,1,0
80,501,38,1,0
80,502,38,1,0
80,503,38,1,0
80,504,38,1,0
80,505,38,1,0
80,506,38,1,0
80,507,38,1,0
80,508,38,1,0
2221,509,38,1,0
2221,510,38,1,0
2221,511,38,1,0
2221,512,38,1,0
2221,513,38,1,0
2221,514,38,1,0
2221,515,38,1,0
2221,516,38,1,0
2221,517,38,1,0
2221,518,38,1,0
-1,519,0,1,0
227,520,38,1,0
227,521,38,1,0
227,522,38,1,0
227,523,38,1,0
227,524,38,1,0
227,525,38,1,0
227,526,38,1,0
227,527,38,1,0
227,528,38,1,0
227,529,38,1,0
227,530,38,1,0
227,531,38,1,0
227,532,81,1,856
2215,533,38,1,0
2215,534,38,1,0
2215,535,38,1,0
2215,536,38,1,0
2215,537,38,1,0
2215,538,38,1,0
2215,541,38,1,0
2215,542,38,1,0
2215,543,38,1,0
2215,544,81,1,894
2222,545,81,1,1017
2222,546,38,1,0
2222,547,38,1,0
2222,548,38,1,0
2222,549,38,1,0
2222,550,38,1,0
2222,551,38,1,0
2222,552,38,1,0
2222,553,38,1,0
2222,554,38,1,0
2222,555,38,1,0
3000,556,81,1,3
3001,557,81,1,9
3010,558,38,1,0
3010,559,38,1,0
3010,560,38,1,0
3010,561,38,1,0
3010,562,38,1,0
3010,563,38,1,0
3010,564,38,1,0
3010,565,38,1,0
3010,566,38,1,0
3010,567,38,1,0
3010,568,38,1,0
3010,569,38,1,0
3010,570,38,1,0
3011,571,38,1,0
3011,572,38,1,0
3011,573,38,1,0
3011,574,38,1,0
3011,575,38,1,0
3011,576,38,1,0
3011,577,38,1,0
3011,578,38,1,0
3011,579,38,1,0
3011,580,38,1,0
3011,581,38,1,0
3011,582,38,1,0
3011,583,38,1,0
3020,584,38,1,0
3020,585,38,1,0
3020,586,38,1,0
3020,587,38,1,0
3020,588,38,1,0
3020,589,38,1,0
3020,590,38,1,0
3020,591,38,1,0
3020,592,38,1,0
3020,593,38,1,0
3020,594,38,1,0
3020,595,38,1,0
3020,596,38,1,0
3021,597,38,1,0
3021,598,38,1,0
3021,599,38,1,0
3021,600,38,1,0
3021,601,38,1,0
3021,602,38,1,0
3021,603,38,1,0
3021,604,38,1,0
3021,605,38,1,0
3021,606,38,1,0
3021,607,38,1,0
3021,608,38,1,0
3021,609,38,1,0
3030,610,38,1,0
3030,611,38,1,0
3030,612,38,1,0
3030,613,38,1,0
3030,614,38,1,0
3030,615,38,1,0
3030,616,38,1,0
3030,617,38,1,0
3030,618,38,1,0
3030,619,38,1,0
3030,620,38,1,0
3030,621,38,1,0
3030,622,38,1,0
3031,623,38,1,0
3031,624,38,1,0
3031,625,38,1,0
3031,626,38,1,0
3031,627,38,1,0
3031,628,38,1,0
3031,629,38,1,0
3031,630,38,1,0
3031,631,38,1,0
3031,632,38,1,0
3031,633,38,1,0
3031,634,38,1,0
202,635,38,1,0
202,636,38,1,0
202,637,38,1,0
202,638,38,1,0
202,639,38,1,0
202,640,38,1,0
202,641,38,1,0
202,642,38,1,0
202,643,38,1,0
202,644,38,1,0
203,645,38,1,0
203,646,38,1,0
203,647,38,1,0
203,648,38,1,0
203,649,38,1,0
203,650,38,1,0
203,651,38,1,0
203,652,38,1,0
203,653,38,1,0
203,654,38,1,0
68,655,38,1,0
68,656,38,1,0
68,657,38,1,0
68,658,38,1,0
68,659,38,1,0
68,660,38,1,0
68,661,38,1,0
68,662,38,1,0
68,663,38,1,0
68,664,38,1,0
