ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
-18,36,49,6,2,45,52,-14,18,10,15,0,31,42,64,0,-42,6,39,-20,5,24,22,38,-39,6,0,-3,-55,-33,-19,23,-21,-34,-7,-1,24,54,-42,1,35,-58,-46,-11,2,7,33,9,15,-29,-22,-13,23,-25,13,41,11,44,14,-12,-21,-47,20,-15,-63,27,-3,2,4,42,24,-3,-63,-8,15,37,4,-66,39,3,-13,21,-36,60,74,-11,-16,-1,17,13,22,-24,-11,21,6,75,36,7,12,-28,-20,37,3,-14,-4,-31,72,2,47,5,-80,52,5,-14,0,-14,-1,-13,8,35,-25,-7,-54,32,13,31,-4,6,-5,16,-54,-17,17,10,0,-13,6,-57,2,13,21,33,0,31,-4,9,22,10,15,14,36,38,55,52,56,-5,8,46,29,7,28,7,-22,-41,-23,33,5,12,30,-13,-30,47,3,21,-9,-12,68,32,13,-11,-7,28,-4,-8,254109
21,-57,45,-18,-10,1,-42,-23,15,21,64,67,2,-54,50,35,-17,-21,-28,0,-25,60,18,-9,21,-15,24,-18,-66,-18,-4,44,-11,32,-8,26,-32,19,-36,45,-69,-24,-29,89,34,43,0,22,27,10,18,50,29,-86,-32,-10,-21,0,30,-18,9,7,0,30,-4,5,-20,17,39,-7,12,3,-25,-31,-22,44,-24,2,-57,-13,-16,1,-32,51,6,-16,32,-32,28,1,-29,24,-43,46,31,11,-56,18,-40,-6,-38,1,-41,-42,-7,6,-39,44,76,30,-3,28,10,-43,36,-47,-23,26,-23,-21,-90,47,-82,23,-21,-35,72,-17,84,2,33,1,1,16,-34,25,9,-79,16,18,-23,30,38,9,83,-53,9,21,-22,74,-36,-63,22,28,-33,32,19,37,-36,64,4,-39,16,22,7,-58,-24,28,5,-34,-15,74,18,9,91,27,-29,-9,15,33,5,0,34,-14,270860
19,-31,32,-21,-15,-12,19,-5,20,24,-18,81,-31,-8,55,33,22,12,-38,-10,-2,40,56,45,6,42,-3,-26,-58,7,-13,28,-10,-31,-58,19,-69,3,-32,-18,-70,0,-27,95,-24,58,-22,27,64,30,-17,40,29,-77,-1,46,-35,-11,31,7,-13,-27,-30,61,52,49,-25,24,65,55,58,3,-16,-15,0,-23,11,56,-37,-18,18,33,20,58,-4,21,14,-39,24,8,-4,39,-12,45,18,-13,-3,60,-6,-32,-89,-50,-21,-85,19,-19,-16,16,100,25,-78,15,0,-1,0,-13,13,20,15,56,-79,33,-88,18,37,1,38,-20,52,-32,-16,37,-30,44,-16,10,7,-82,14,50,-2,23,36,-26,52,-39,7,26,31,81,3,2,23,11,19,21,58,11,-65,20,11,-24,35,10,-7,-2,1,71,3,-5,-35,99,13,-1,94,21,-3,-37,14,14,9,6,64,-52,278035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279324
-2,60,-58,0,39,0,-100,72,45,0,22,90,22,-23,-17,-10,5,-58,-64,-26,-22,-8,-26,-79,89,-13,75,-32,-100,21,-7,-100,-82,-12,-29,0,19,35,-4,49,89,13,1,-74,52,-38,-58,-7,-17,23,0,-70,-100,-22,-45,-25,44,0,-100,15,6,29,-62,1,-9,39,-31,-21,-38,-81,-29,13,12,57,-45,16,-61,-8,62,38,25,45,12,-18,58,52,79,48,-100,78,-52,3,0,-17,27,58,-22,72,-44,43,92,15,71,93,35,35,-19,98,-45,21,1,-37,100,-100,78,0,-11,0,-54,-21,-21,-88,17,-23,-49,-41,-16,0,-30,-12,25,-81,-46,-31,-19,-38,-50,14,100,-13,-56,-34,-1,-11,-31,12,67,0,-48,89,-40,17,-45,26,-100,0,80,-46,46,-16,26,77,-1,94,-52,17,-26,-24,67,-100,29,-48,98,-50,-71,0,-10,23,-37,78,19,25,4,-20,279349
-46,96,-22,0,47,0,-100,38,-5,0,51,-56,36,10,-5,9,14,-60,-34,-27,-29,6,-76,-98,100,17,43,9,-100,34,1,-37,-100,97,-100,10,1,0,9,11,77,16,10,-100,11,-10,-33,87,-25,34,0,-7,-42,-14,-59,-100,0,0,-86,3,0,65,-100,6,-23,100,6,99,-17,-98,-74,-17,16,36,-33,7,-59,-24,100,45,0,100,9,-6,70,0,82,0,-90,-7,-5,0,1,-11,26,67,14,86,-33,29,100,4,53,100,-70,28,-14,100,46,27,-5,1,100,-100,48,-4,17,0,-60,-100,-14,-2,14,-14,-60,-10,-29,0,-18,-26,65,-12,-100,-55,100,-39,-50,14,0,-55,-5,-17,13,-26,-21,76,100,0,-60,-57,-7,-18,52,1,-100,13,86,1,2,-28,7,58,2,100,-28,-18,-26,-25,100,-100,20,44,1,-50,-100,0,-14,36,12,76,-19,6,8,-100,279419
-84,86,-100,0,20,0,-83,-9,-16,0,12,-2,-7,-25,31,100,27,-31,-9,-100,-3,100,-48,-9,100,61,9,0,-88,8,-18,95,-18,-6,41,-42,-3,-58,-100,-13,80,3,-54,-100,-13,100,-10,100,43,6,-61,44,-40,-6,38,0,100,0,21,24,-76,-36,-100,19,69,100,-1,100,100,-9,-49,-58,3,-19,-14,21,-31,69,90,20,2,100,22,30,25,0,93,100,13,-19,-78,83,0,77,54,24,-17,-70,-14,-97,-49,27,7,-49,-51,-96,24,28,77,52,-7,2,16,-100,7,-1,60,0,41,12,-6,35,-15,14,0,-19,6,0,-6,19,-35,-6,-100,-80,-23,58,-50,-14,-80,-54,-67,18,96,19,-7,76,72,0,0,-1,-10,4,27,-56,-75,-2,-65,3,-1,-6,35,5,66,98,14,4,-3,52,71,-100,-20,75,-58,-50,-100,0,25,-7,-1,91,-44,39,18,9,279438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279467
