ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
11,0,69,-27,13,-7,-7,0,25,-4,46,69,51,-27,5,27,-16,-19,-47,-9,5,41,38,9,12,28,17,-17,-23,-38,21,32,74,49,-52,6,-2,42,-3,28,-64,-32,-2,96,24,82,-49,30,62,-35,-19,70,26,-89,-2,72,34,-5,26,-4,-24,48,10,16,-11,21,-16,26,80,12,32,10,-34,-2,8,67,-29,-11,-8,12,1,-6,-29,7,17,3,10,31,26,18,-4,42,-14,36,37,8,-30,2,-1,38,-20,58,-6,-32,-5,46,-46,-22,52,44,-50,17,7,-5,15,-21,13,30,4,77,-85,73,-38,31,-9,-25,3,-29,52,-57,58,7,8,17,-10,38,-1,-35,23,18,-1,39,33,-49,52,-55,-1,-4,-13,72,-27,-69,35,31,-8,10,2,5,1,-6,21,-6,39,12,-9,-67,5,64,0,-4,-39,50,22,1,98,32,-35,51,18,14,12,17,21,-56,81786
29,65,51,-5,-39,-4,-64,-41,31,33,-23,57,93,6,58,13,14,13,-13,-11,-31,68,57,16,23,-23,-11,-23,-21,-6,8,25,3,-15,2,39,16,43,-6,-26,-8,50,-2,31,-34,94,-12,36,63,-7,21,70,20,-58,26,62,7,-3,14,1,18,-99,12,7,24,63,-21,30,96,17,55,8,52,-47,-15,-12,12,30,58,-41,5,62,14,54,16,9,57,-2,14,22,14,-14,-28,67,52,18,7,-51,-18,13,-62,-22,1,-58,18,14,14,-29,100,58,-58,18,38,-17,-10,-25,-24,23,24,72,-58,73,-81,31,-22,36,-5,-2,43,-44,-100,7,13,33,-6,10,13,-80,20,32,9,35,18,-43,43,-37,15,32,-21,61,36,31,17,47,-63,42,-55,11,22,-8,9,0,-19,23,-4,33,-30,67,22,-18,-13,100,20,6,34,23,19,92,-1,57,11,9,10,0,81795
18,-26,58,-22,5,-5,-76,-33,-49,24,-1,11,49,-25,50,24,-35,16,-100,-34,-4,25,41,-26,17,-33,6,11,-77,-70,0,50,-1,14,-82,6,-64,60,-17,20,-18,12,-3,92,23,68,-89,32,64,-70,-9,97,55,-100,-12,72,11,-3,44,12,0,41,8,91,45,65,10,33,69,-22,41,6,20,-49,40,45,19,45,-36,2,30,58,-29,57,-20,37,11,3,34,-54,39,6,-57,40,19,-26,-21,15,39,26,-41,26,-48,-32,-2,39,-71,4,52,25,-52,46,5,-21,7,-52,-21,29,-18,80,-100,86,-89,33,-36,-71,30,-23,78,-9,49,66,15,58,-63,32,15,-82,31,58,35,31,23,-8,77,-52,36,25,-43,8,-78,-100,36,65,-84,7,7,48,-67,10,-7,-51,-1,21,-28,-100,-5,76,33,-30,-50,48,33,8,96,30,-60,41,43,7,15,-9,74,-77,81800
21,49,62,-16,16,-30,24,-27,-27,21,20,56,34,-11,60,22,11,-35,-47,-39,-9,60,33,-8,7,-27,31,-15,-54,-33,-30,49,4,29,-62,21,0,34,-40,5,-44,-53,-29,89,2,43,-46,40,82,-22,-10,76,41,-91,-10,52,29,-27,24,0,-11,-67,-14,62,-30,0,-12,45,46,-7,13,29,-50,-31,-11,18,-59,-13,36,16,22,-39,26,57,24,26,24,12,16,-15,8,12,4,53,-28,35,-18,53,-31,-27,-38,-3,-61,-48,-41,-9,-75,18,93,-34,24,53,-4,-8,30,-9,-32,20,11,67,-95,70,-100,36,-11,-11,52,-13,88,23,-54,25,-8,59,-26,15,-16,-97,22,63,9,38,22,12,86,-72,26,21,-12,49,-21,-76,44,31,21,27,48,58,-3,27,-25,-63,4,15,-28,-60,-10,91,10,-6,-61,93,21,-30,91,21,-65,11,17,23,35,-20,44,-57,81872
-10,24,67,-29,-47,-19,2,40,-13,44,37,72,10,-33,56,20,14,-17,-1,22,26,69,26,33,22,45,-16,-60,-27,-10,-38,42,0,-7,82,32,3,1,22,-9,-71,-47,31,93,-19,63,28,13,69,3,44,27,28,-84,-14,-72,-13,-17,9,4,39,-92,-90,100,18,85,-58,18,75,39,23,18,-52,33,41,23,-23,37,-1,-54,10,74,17,54,-20,7,51,-29,0,-21,3,34,-32,58,-33,-19,-24,-41,35,0,-94,15,0,-100,-10,-1,-100,-29,95,-35,71,100,-36,-8,-12,-20,52,-5,-10,-73,-84,19,-100,62,12,35,41,-28,100,33,-89,-14,-89,30,9,51,2,-100,2,18,2,69,20,0,100,-71,79,44,11,76,28,52,0,-4,-10,39,-50,100,7,35,-11,5,26,30,37,54,30,71,75,-8,-76,94,2,-2,100,-4,-100,20,-34,52,22,-27,100,82,81946
24,-24,39,-46,-34,-24,-21,1,-2,42,-83,58,44,-8,32,31,26,-29,-52,-11,-14,21,47,19,16,-16,-9,-36,-56,66,-7,42,7,43,-89,9,-13,13,-24,9,-50,3,-12,97,-2,79,-40,32,77,50,-29,97,38,-100,11,78,67,-24,39,1,-28,24,-16,85,-4,40,-35,31,81,22,44,7,5,-7,-14,-79,-34,5,-30,-50,14,25,24,33,16,16,28,68,35,-3,26,39,-46,25,42,12,-7,30,-23,25,-31,-85,-43,-35,21,35,-12,35,92,48,44,37,-3,-41,0,-44,-13,7,7,91,-100,92,-89,12,9,-27,49,-46,83,-6,34,35,-14,58,-17,22,-49,-80,31,58,27,17,32,-21,79,-49,62,43,10,64,-18,-66,32,9,-22,15,26,29,-14,34,28,-44,31,20,-3,-62,-12,84,58,-41,-24,88,31,-38,98,8,-7,37,17,27,15,27,76,-88,81991
-1,10,40,-25,-21,-6,36,46,-28,70,77,63,14,29,18,28,27,4,-65,19,-10,44,60,25,25,-17,26,-26,-53,-35,-21,45,-4,35,0,20,-41,6,-1,31,-95,-38,6,88,22,59,-69,21,44,-23,27,74,36,-88,6,38,-4,-7,30,-6,25,20,-89,77,46,62,-26,23,55,24,58,16,-20,37,13,34,7,42,1,-19,9,59,27,23,26,13,31,-14,23,-37,15,66,-6,38,4,29,29,69,6,47,-32,37,-26,-24,16,47,-100,-17,30,7,-36,29,-37,-18,24,0,-9,-15,7,40,-84,64,-13,27,23,-29,11,-25,46,39,30,62,-88,22,-27,35,0,-15,20,21,14,28,26,25,45,-38,89,71,17,68,-29,-24,9,2,32,26,64,29,-39,4,-4,-29,63,29,27,-23,-12,48,95,-18,-45,24,19,-6,91,-14,-100,10,-10,30,21,-9,65,-4,82006
25,-39,23,-18,10,-23,-24,-1,-2,12,-4,38,95,0,-6,26,37,-29,-89,-20,-11,49,54,17,16,-35,9,-9,-63,-16,-15,35,59,46,-64,16,-14,44,-24,11,-81,63,-21,93,6,34,-81,24,82,-9,-19,83,27,-91,58,-4,19,-26,37,-10,-24,-50,8,36,-26,70,-12,27,60,11,63,31,52,0,-10,93,-20,-24,-52,11,3,87,35,-16,-3,9,28,0,27,-7,-14,21,12,41,42,-22,16,36,-4,36,-20,84,-20,-12,10,37,-8,36,95,35,-79,16,4,-28,0,5,-31,19,46,12,-92,78,-90,14,61,-25,29,-19,58,-60,-43,42,17,61,-2,2,5,-99,24,52,-19,17,23,-49,59,-71,-1,14,68,52,-9,-56,58,31,-35,23,25,26,-25,13,-11,-7,19,22,-18,-49,-10,80,25,-28,-33,100,23,-6,100,18,-7,100,-9,24,29,-13,90,-73,82117
19,45,37,-8,0,9,-82,-18,22,-18,35,58,49,-22,72,10,-12,-33,58,22,-12,52,36,4,34,15,-18,-23,-57,-8,4,24,25,8,-12,32,49,23,35,8,-56,-6,25,60,0,28,60,23,86,-11,11,100,24,-74,2,-63,-27,12,20,3,7,-96,19,-5,-57,97,-22,20,28,6,34,17,-5,-8,-31,44,-36,-43,40,-11,0,83,-11,66,10,5,62,-24,27,10,-9,-7,-8,45,25,13,-11,-26,-34,10,-63,29,-38,-64,28,13,17,26,100,26,-5,52,36,-31,-17,-7,15,17,4,-57,-71,100,-74,26,-29,-9,-10,-7,75,-62,-92,-6,16,57,-15,9,-40,-73,15,64,-9,26,11,-79,74,-61,62,-18,-27,68,-11,10,20,25,-76,27,-25,50,50,-17,-12,-40,1,32,12,6,-6,82,52,-28,-3,100,14,-46,58,19,6,52,-34,64,9,-4,-7,-17,82118
-18,-33,26,-25,9,-39,-69,31,23,56,12,88,-1,-10,44,14,0,12,40,13,-2,45,73,11,9,0,0,-22,-80,-89,-46,31,-6,-43,71,25,24,-38,38,-2,20,29,49,52,-10,51,43,-9,52,-79,29,83,20,-62,-32,31,-15,-42,39,3,20,-8,-36,84,8,70,-27,-4,65,18,72,-28,34,20,29,-2,6,5,-35,13,8,64,-17,43,11,5,52,-28,25,11,-28,-31,-6,36,-43,8,9,-61,20,19,-23,-24,-69,-22,-16,24,-84,-27,64,-52,-29,52,10,-25,1,-21,0,-11,-41,36,-68,71,-87,29,-11,15,-15,-24,61,-26,4,36,-28,35,-2,17,0,-88,10,19,-32,32,14,-13,64,-42,46,57,-10,98,15,-22,17,-41,-86,33,-73,66,12,-26,-9,-56,-39,16,29,-18,0,58,54,-28,-47,61,9,-2,62,-12,-68,6,-34,51,-24,-17,97,66,82119
-10,-62,17,-32,-19,-1,37,1,25,8,16,62,49,-54,33,22,11,-32,-30,32,-9,32,56,-19,3,-22,15,-46,-28,50,-22,24,-4,13,27,1,11,-5,11,0,-75,9,9,50,19,19,-41,-20,36,63,-22,-6,23,-95,-57,-26,-63,0,34,0,-24,-68,-24,100,-40,80,-44,-21,18,-19,53,-27,24,4,5,11,-30,-33,-65,-15,10,68,3,27,-62,5,31,-56,39,15,-23,14,-55,29,49,-49,-61,-27,5,45,-46,-9,-24,-39,4,43,26,-8,98,53,42,65,25,-20,3,-61,-30,35,-51,-27,-88,-3,-30,35,-9,-39,32,-31,75,-14,-66,8,-34,5,-20,-5,-37,-32,2,12,-17,39,20,-13,73,-29,77,7,-23,59,-30,-46,13,1,43,0,-22,55,21,37,-4,-28,17,1,28,-47,-7,34,86,-18,3,83,1,-42,48,35,38,52,-42,34,-29,-22,100,28,82124
17,-72,-5,-2,8,-17,-76,-24,23,12,70,51,37,-25,39,9,24,-64,-20,6,-29,55,7,-12,11,-40,-20,-19,-74,20,-17,28,46,-15,0,32,-34,24,-12,-8,-40,57,-4,50,-11,90,-1,26,80,23,7,78,27,-80,-10,-6,23,-15,14,13,9,-96,5,43,-44,100,-17,24,87,-10,4,21,58,-33,-51,37,-66,-26,-86,1,22,93,25,36,-12,18,37,10,10,25,-30,-22,-48,61,44,-22,-22,-56,-60,11,-87,16,-71,-81,5,18,34,23,99,41,-12,40,19,-25,-18,-45,-49,1,-1,-7,-86,77,-100,20,-33,-19,-13,-2,89,-82,-88,26,8,52,-45,31,11,-100,8,52,-32,24,13,-88,89,-39,32,12,-36,54,-13,-41,10,23,-77,34,-58,45,-40,-12,-4,-67,-26,13,12,-34,-23,86,37,-26,-15,95,7,2,51,1,28,35,-13,37,21,-12,35,0,82163
-19,19,75,-36,-24,-10,60,65,4,46,-56,31,77,-44,44,8,-13,-28,-28,-9,1,42,51,33,15,22,37,-36,-9,-36,-20,50,5,-22,-7,26,27,-27,24,26,-97,38,32,85,10,59,-33,26,75,-51,-6,68,42,-97,-20,31,34,-9,12,5,-7,-66,-39,100,32,97,-35,39,72,40,42,41,56,67,37,-63,-43,30,13,-23,24,66,2,38,-13,28,21,30,-2,-3,-11,4,-21,35,23,-23,-13,-8,29,74,-62,-73,14,-53,7,89,-69,-58,61,30,-56,32,-4,10,43,-25,15,4,0,54,-98,66,-3,44,-37,-34,7,-36,68,5,-60,-24,-33,46,-23,0,8,13,25,48,-6,47,4,10,70,-21,36,46,-42,47,-16,-30,17,-37,54,30,-15,37,22,3,-33,9,1,25,0,-27,4,84,59,8,-60,68,23,32,85,5,-60,74,-3,16,44,-32,100,7,82172
10,18,82,-15,-26,-6,-57,-21,26,-11,42,48,28,-13,58,16,17,-11,27,-5,-3,65,5,38,13,27,12,-23,-54,-21,23,30,44,14,4,21,25,33,-11,-13,-48,28,-18,64,-14,39,20,27,74,-17,6,72,27,-67,10,-29,35,-9,28,-5,2,-87,4,25,-15,54,-24,21,44,36,11,8,38,-10,-48,29,-12,-45,-27,-19,-4,57,0,60,34,-10,37,13,32,-5,-22,-11,-4,55,13,34,4,4,-51,30,-69,35,-19,-47,-25,32,41,20,98,9,-73,10,47,-11,10,-10,30,1,-18,-22,-75,84,-92,20,-45,-22,23,-16,48,-46,-90,-4,5,52,6,9,-8,-91,17,44,-23,27,22,-25,47,-44,40,-11,-31,81,5,25,35,30,-71,19,-3,20,16,19,11,-12,-2,10,-13,37,-1,66,60,-11,-12,91,15,-15,73,0,27,38,-23,43,-2,4,38,-1,82181
16,9,75,-24,7,-20,-61,-34,19,45,37,74,-31,4,84,33,-23,-23,76,16,-8,64,19,7,18,60,-8,-20,-50,-52,28,24,19,16,27,24,15,27,-8,-20,-78,-9,-3,81,-26,71,85,18,54,-46,25,67,16,-55,16,65,-7,-21,46,7,23,-85,38,0,-50,78,-16,15,71,10,14,-30,-21,-37,-82,76,-29,-30,-4,9,15,72,-25,74,23,18,69,-19,44,12,-28,9,-2,58,-9,32,18,1,-92,-23,-95,50,-38,-87,-2,-14,-8,34,90,-12,-47,32,42,-21,-18,-13,47,15,12,71,-66,68,-86,49,-35,16,-4,-23,72,-79,-73,46,39,39,3,34,3,-79,19,37,-32,58,35,-83,73,-72,60,45,-38,89,19,13,33,39,-64,28,-3,24,17,-8,-17,-33,6,22,23,21,-6,57,74,-20,19,100,20,3,84,15,-2,-30,-33,68,-29,-24,4,26,82182
28,-4,40,-7,8,7,-15,-55,25,12,-51,40,11,-25,100,20,3,-1,-43,-15,-13,85,48,-32,30,-6,4,-23,-37,-65,-6,27,43,6,-24,21,13,11,-17,4,-62,-64,-15,63,2,39,-50,27,72,-64,-2,46,18,-82,-13,-82,-19,7,33,-11,-8,-76,22,44,-8,44,-22,19,41,-20,40,12,-59,-56,-30,-100,-14,4,-18,7,-2,26,6,100,-29,-2,30,-23,32,9,-17,6,-18,71,25,-26,-26,44,-34,-21,-69,-80,-68,-66,-27,-13,29,36,52,31,-36,30,25,-17,5,-19,-15,43,-18,-72,-81,44,-93,36,-51,-38,18,-5,91,-4,-66,36,17,85,30,11,-42,-86,26,81,-12,41,24,-8,91,-39,100,12,-62,64,-33,-27,28,14,-22,24,41,24,14,20,3,-70,6,30,-14,-30,-10,70,100,-12,-24,47,27,-41,67,42,26,5,-12,33,11,1,49,-25,82183
27,-50,68,-16,-4,-14,-20,-38,28,-5,-78,45,4,-53,29,21,-6,-44,-12,2,-47,63,39,-2,26,-22,29,-4,-42,-90,13,32,38,10,-52,24,4,68,-4,-6,-83,44,-4,87,-10,59,-16,33,77,-80,0,76,22,-72,-29,12,21,-13,35,-3,-6,-8,17,67,-7,97,-5,30,65,6,33,20,37,-33,-18,-81,-51,0,-64,-20,2,77,-1,23,-15,3,31,10,36,16,-2,8,-23,50,21,-16,-48,22,-27,10,-41,-100,-47,-17,4,11,-14,19,100,29,-78,59,3,-2,30,-10,-49,23,-1,27,-70,81,-100,7,2,-15,4,-16,73,-39,-13,26,10,64,-11,16,18,-99,25,64,3,19,22,-38,73,-47,75,-5,-4,70,0,-17,28,65,-19,29,22,37,14,9,-3,-48,10,27,4,-20,-39,76,59,1,-18,98,24,20,87,24,-5,2,-4,34,20,-14,71,-51,82202
31,43,38,-6,-6,-14,31,-4,-1,20,10,55,-64,2,100,25,14,-41,-61,0,11,81,33,-22,32,-24,3,-26,-61,-7,-49,17,4,27,5,42,8,34,-8,14,-90,-82,-7,74,8,26,-51,21,71,2,23,44,13,-83,16,-49,24,-14,9,0,21,-7,-1,50,51,7,-25,23,34,-22,27,36,-83,-8,-41,-41,-46,58,42,-6,9,-2,14,100,63,9,60,30,5,-8,-34,29,-11,77,-28,63,1,22,-52,2,-78,-56,-100,-76,-4,8,-42,46,80,-28,71,57,36,-7,8,-13,-29,20,24,-41,-81,40,-71,26,-52,-41,86,-3,97,48,-2,34,0,87,43,12,-23,-67,3,87,-36,30,27,36,97,-72,-12,20,-57,58,-36,-29,24,35,33,44,17,61,7,84,10,-100,25,34,2,-29,10,76,-9,-6,-33,77,4,-24,80,19,-40,-58,-4,63,38,14,49,4,82206
17,-12,65,-5,12,-11,-47,-38,24,21,51,51,66,-3,1,26,17,-9,41,0,-10,49,31,-3,20,24,9,-10,-33,-46,-5,23,19,20,8,17,2,30,-13,-1,-58,34,-9,85,-8,62,48,17,32,-43,0,23,22,-97,2,35,-38,-10,34,0,-1,19,19,60,1,93,-10,16,63,-2,30,-4,35,-44,-32,70,-9,12,-14,16,5,85,8,-5,-27,7,40,-42,32,16,-6,2,-13,50,17,-29,-6,18,-37,13,-73,56,-27,-77,-26,14,-2,27,95,20,-60,28,14,-13,9,-12,23,15,0,45,-98,19,-100,37,-67,-28,2,-5,58,-86,15,10,16,39,4,13,-7,-100,14,42,-7,47,28,-98,60,-46,68,21,-74,51,-25,-64,29,19,-42,18,18,24,5,-1,-23,-27,-2,22,4,-58,-11,36,67,-13,5,94,15,-12,85,16,11,65,-11,39,0,-30,45,8,82207
23,17,1,-23,50,-40,-88,-28,-1,21,-73,51,64,-19,57,17,5,0,-62,1,-15,40,55,52,40,-25,52,-20,-65,-13,-17,44,-1,10,-87,13,19,50,1,65,-50,3,6,69,56,72,-56,43,84,-10,-6,86,33,-97,19,71,22,-39,36,-8,-11,49,9,61,35,20,-15,41,76,55,48,20,7,-30,0,-67,-7,46,15,26,0,6,2,58,7,5,15,34,35,-10,49,25,-19,31,34,11,-13,47,-10,22,-1,-71,-16,-19,-40,27,17,-14,99,38,14,61,14,-41,66,-14,-18,27,38,71,-94,86,-54,31,56,-9,76,-21,56,39,55,71,5,62,-21,29,0,-49,32,58,54,36,20,28,54,-65,66,21,49,58,1,-36,68,62,-89,20,45,44,26,74,31,-15,22,40,6,-33,-8,85,62,-37,-44,96,32,10,72,28,23,55,16,17,23,22,50,-88,82208
6,-28,61,-25,3,-2,17,33,-2,34,60,63,67,-1,68,15,3,38,26,-16,-16,31,84,34,26,51,2,6,-49,-33,-14,40,16,25,-28,-2,51,40,-24,9,-98,-45,-13,87,-1,40,54,16,54,-36,-24,31,27,-86,63,20,7,-1,31,-5,-29,-9,-8,90,-46,51,8,7,58,31,80,21,-24,26,22,63,35,-18,-21,-2,4,24,14,54,4,4,20,18,31,5,6,21,8,26,24,18,-8,77,7,13,-26,52,-16,-46,30,22,9,14,100,24,-47,22,5,-31,10,3,60,4,80,48,-81,32,-58,17,48,-6,34,-23,33,46,18,13,-5,49,2,-3,27,-64,18,42,8,23,18,25,32,-46,84,34,43,63,1,-43,54,30,9,5,71,19,48,30,6,-11,16,23,-7,-42,-14,55,72,-27,-34,100,18,17,93,3,7,62,1,22,23,7,82,-33,82252
5,11,13,-15,-19,-28,-45,1,-5,8,-8,86,8,21,-35,27,-30,-63,34,15,13,58,22,71,15,0,-8,-30,-45,-16,-51,18,-8,58,36,19,-39,11,-23,-5,-50,-27,-21,81,-4,45,54,21,46,-8,38,40,17,-71,-21,-8,-44,-26,12,-1,37,-42,-66,37,-27,19,-28,20,48,75,22,-23,-38,0,-31,67,-61,-6,-9,-22,6,3,-31,-37,12,6,46,-47,6,-1,-18,23,-15,55,-6,14,31,7,-37,6,-86,19,11,-86,-28,5,-69,29,83,-4,-11,30,11,-9,0,-17,5,1,-10,9,-70,36,-35,19,27,21,16,-14,76,-91,-28,38,-63,56,16,26,-19,-40,0,52,-30,31,29,-100,74,-40,-23,9,19,92,40,36,4,15,-53,19,1,34,-44,9,5,17,20,18,16,33,15,47,-6,-11,-31,80,-1,-28,86,1,-63,19,-9,45,-28,-1,51,29,82253
39,3,-28,-35,-14,-23,-89,-3,42,23,12,79,5,-22,57,17,-16,-2,0,34,7,80,27,-23,46,-3,-3,-54,-28,-2,-77,-5,-2,23,57,56,-51,72,15,-11,18,3,31,37,-17,26,1,29,82,-4,67,91,-8,-64,-19,17,31,-22,11,22,72,-66,-25,65,-15,38,-50,26,32,-18,26,-3,12,-26,-55,96,-7,-10,-7,-16,34,25,-1,61,-14,21,68,23,2,39,-52,16,-31,89,-17,-6,-11,0,-52,9,-50,84,-64,-39,63,20,57,73,73,-7,2,28,29,-7,0,-37,-18,17,-13,25,-68,83,-49,-15,-14,0,9,-34,68,1,-60,16,-21,70,56,36,-35,-35,1,64,-56,-9,30,2,66,-54,44,22,-14,84,3,-5,32,73,-95,61,-6,23,-49,8,-40,-69,4,50,48,-1,6,96,48,-9,12,75,1,-41,41,16,58,5,-5,67,6,-38,73,58,82264
