swapcrowdplacement,stadiumid,teamid,forcedhome
0,158,1809,0
0,158,1814,0
0,158,1815,0
0,158,1816,0
0,158,1819,0
0,158,1823,0
0,416,1824,0
0,158,1825,0
0,158,1826,0
0,438,1831,0
0,158,1832,0
0,158,1837,0
0,158,1842,0
0,158,1843,0
0,158,1848,0
0,396,1853,0
0,158,1854,0
0,390,1860,0
0,481,1861,0
0,158,1862,0
0,158,1867,0
0,158,1870,0
0,158,1871,0
0,158,1874,0
0,344,1876,0
0,264,1877,0
0,158,1884,0
0,158,1886,0
0,158,1887,0
0,158,1888,0
0,158,1891,0
0,158,1894,0
0,158,1896,0
0,158,1900,0
0,158,1903,0
0,158,1904,0
0,158,1906,0
0,158,1908,0
0,158,1910,0
0,158,1913,0
0,158,1914,0
0,158,1915,0
0,158,1917,0
0,491,1919,0
0,158,1920,0
0,460,1923,0
0,158,1924,0
0,450,1925,0
0,158,1926,0
0,158,1928,0
0,158,1929,0
0,158,1930,0
0,158,1931,0
0,158,1932,0
0,158,1933,0
0,158,1934,0
0,158,1935,0
0,158,1936,0
0,158,1937,0
0,158,1938,0
0,384,1939,0
0,158,1940,0
0,348,1943,0
0,158,1944,0
0,158,1947,0
0,158,1951,0
0,332,1952,0
0,158,1958,0
0,333,1960,0
0,334,1961,0
0,158,1962,0
0,455,1968,0
0,158,1971,0
0,158,2014,0
0,158,2017,0
0,158,2038,0
0,158,2041,0
0,158,2055,0
0,158,2056,0
0,158,6400,0
0,158,6401,0
0,158,6402,0
0,158,6403,0
0,158,6404,0
0,158,6405,0
0,158,6406,0
0,158,6407,0
0,158,6408,0
0,158,6409,0
0,158,6410,0
0,158,6411,0
0,158,6412,0
0,158,6413,0
0,158,6414,0
0,158,10020,0
0,407,10029,0
0,436,10030,0
0,158,10032,0
0,158,10846,0
0,158,15005,0
0,158,15006,0
0,158,15009,0
0,158,15012,0
0,158,15015,0
0,158,15029,0
0,158,15040,0
0,158,15048,0
0,158,100087,0
0,158,100135,0
0,158,100325,0
0,412,100409,0
0,158,100632,0
0,158,100634,0
0,158,100638,0
0,158,100646,0
0,158,100757,0
0,158,100759,0
0,158,100761,0
0,158,100805,0
0,158,100852,0
0,398,100888,0
0,158,101014,0
0,158,101020,0
0,158,101025,0
0,158,101026,0
0,158,101032,0
0,158,101033,0
0,158,101037,0
0,158,101047,0
0,260,101059,0
0,158,101083,0
0,158,101084,0
0,441,101085,0
0,158,101088,0
0,158,101099,0
0,158,101100,0
0,158,101106,0
0,158,101108,0
0,158,101110,0
0,248,101112,0
0,15,105035,0
0,400,110062,0
0,158,110069,0
0,158,110072,0
0,158,110075,0
0,158,110078,0
0,158,110081,0
0,442,110093,0
0,158,110176,0
0,158,110206,0
0,158,110313,0
0,158,110321,0
0,475,110329,0
0,158,110374,0
0,158,110395,0
0,158,110396,0
0,158,110404,0
0,158,110468,0
0,158,110500,0
0,158,110501,0
0,489,110502,0
0,158,110532,0
0,158,110556,0
0,158,110580,0
0,158,110588,0
0,419,110636,0
0,158,110645,0
0,417,110678,0
0,158,110685,0
0,158,110697,0
0,397,110711,0
0,158,110720,0
0,158,110724,0
0,158,110738,0
0,158,110740,0
0,158,110745,0
0,158,110746,0
0,158,110747,0
0,158,110749,0
0,158,110750,0
0,158,110751,0
0,158,110752,0
0,158,110770,0
0,158,110776,0
0,158,110827,0
0,439,110832,0
0,428,110839,0
0,158,110890,0
0,158,110908,0
0,158,110912,0
0,158,110915,0
0,158,110953,0
0,158,110955,0
0,158,110968,0
0,158,110975,0
0,158,110977,0
0,158,110980,0
0,158,110981,0
0,158,110986,0
0,158,110989,0
0,158,110990,0
0,158,110991,0
0,158,111006,0
0,158,111008,0
0,158,111010,0
0,158,111011,0
0,158,111013,0
0,158,111014,0
0,158,111019,0
0,158,111020,0
0,158,111022,0
0,158,111052,0
0,158,111065,0
0,158,111082,0
0,158,111083,0
0,158,111086,0
0,158,111088,0
0,158,111091,0
0,158,111097,0
0,158,111111,0
0,158,111117,0
0,158,111138,0
0,158,111139,0
0,435,111140,0
0,341,111144,0
0,158,111235,0
0,158,111239,0
0,158,111273,0
0,158,111276,0
0,158,111325,0
0,158,111328,0
0,158,111329,0
0,158,111334,0
0,158,111339,0
0,158,111393,0
0,158,111395,0
0,158,111396,0
0,158,111397,0
0,158,111398,0
0,158,111399,0
0,158,111400,0
0,158,111433,0
0,158,111434,0
0,158,111462,0
0,158,111527,0
0,158,111594,0
0,158,111629,0
0,158,111633,0
0,158,111651,0
0,158,111657,0
0,158,111659,0
0,158,111674,0
0,158,111701,0
0,158,111705,0
0,158,111706,0
0,158,111707,0
0,158,111708,0
0,158,111710,0
0,158,111711,0
0,158,111713,0
0,158,111715,0
0,158,111716,0
0,158,111724,0
0,158,111766,0
0,158,111768,0
0,158,111769,0
0,158,111774,0
0,158,111779,0
0,158,111811,0
0,158,111817,0
0,158,111822,0
0,158,111928,0
0,158,111974,0
0,158,112072,0
0,158,112096,0
0,158,112115,0
0,158,112124,0
0,158,112126,0
0,158,112134,0
0,158,112139,0
0,158,112163,0
0,420,112172,0
0,158,112199,0
0,158,112222,0
0,158,112224,0
0,158,112254,0
0,158,112258,0
0,158,112259,0
0,158,112260,0
0,158,112264,0
0,345,112387,0
0,158,112390,0
0,158,112391,0
0,158,112393,0
0,158,112427,0
0,158,112493,0
0,158,112494,0
0,158,112510,0
0,158,112513,0
0,158,112516,0
0,158,112531,0
0,158,112540,0
0,158,112555,0
0,158,112558,0
0,158,112606,0
0,158,112615,0
0,158,112658,0
0,158,112667,0
0,158,112670,0
0,158,112689,0
0,158,112713,0
0,158,112716,0
0,158,112764,0
0,158,112809,0
0,158,112828,0
0,158,112868,0
0,158,112883,0
0,402,112885,0
0,158,112893,0
0,158,112908,0
0,158,112965,0
0,158,112992,0
0,458,112996,0
0,248,113000,0
0,155,113002,0
0,29,113003,0
0,158,113004,0
0,158,113007,0
0,158,113008,0
0,341,113009,0
0,158,113010,0
0,15,113011,0
0,364,113012,0
0,158,113018,0
0,158,113037,0
0,158,113040,0
0,158,113044,0
0,158,113057,0
0,158,113060,0
0,158,113142,0
0,158,113146,0
0,158,113147,0
0,158,113149,0
0,158,113154,0
0,158,113217,0
0,158,113222,0
0,158,113257,0
0,158,113296,0
0,158,113297,0
0,158,113298,0
0,158,113299,0
0,158,113300,0
0,158,113301,0
0,158,113302,0
0,158,113307,0
0,158,113313,0
0,158,113314,0
0,158,113315,0
0,158,113458,0
0,158,113459,0
0,158,113616,0
0,158,113888,0
0,158,113892,0
0,158,113926,0
0,158,113974,0
0,158,113984,0
0,441,113996,0
0,158,114023,0
0,158,114029,0
0,158,114030,0
0,158,114031,0
0,158,114032,0
0,158,114033,0
0,158,114034,0
0,158,114035,0
0,158,114036,0
0,158,114037,0
0,158,114038,0
0,158,114039,0
0,158,114040,0
0,158,114041,0
0,158,114042,0
0,158,114043,0
0,158,114044,0
0,158,114045,0
0,158,114046,0
0,158,114047,0
0,158,114048,0
0,158,114049,0
0,158,114050,0
0,158,114051,0
0,158,114052,0
0,158,114053,0
0,158,114054,0
0,158,114055,0
0,158,114056,0
0,158,114057,0
0,158,114058,0
0,158,114059,0
0,158,114060,0
0,158,114061,0
0,158,114062,0
0,158,114063,0
0,158,114064,0
0,158,114065,0
0,158,114066,0
0,158,114067,0
0,158,114068,0
0,158,114069,0
0,158,114070,0
0,158,114071,0
0,158,114072,0
0,158,114073,0
0,158,114074,0
0,158,114075,0
0,158,114076,0
0,158,114077,0
0,158,114078,0
0,158,114079,0
0,158,114080,0
0,158,114081,0
0,158,114082,0
0,158,114083,0
0,158,114084,0
0,158,114085,0
0,158,114086,0
0,158,114087,0
0,158,114088,0
0,158,114089,0
0,158,114090,0
0,158,114091,0
0,158,114092,0
0,158,114093,0
0,158,114094,0
0,158,114095,0
0,158,114096,0
0,158,114097,0
0,158,114098,0
0,158,114099,0
0,158,114100,0
0,158,114101,0
0,158,114102,0
0,158,114103,0
0,158,114104,0
0,158,114105,0
0,158,114106,0
0,158,114107,0
0,158,114108,0
0,158,114109,0
0,158,114110,0
0,158,114111,0
0,158,114112,0
0,158,114113,0
0,158,114114,0
0,158,114115,0
0,158,114116,0
0,158,114117,0
0,158,114118,0
0,158,114119,0
0,158,114120,0
0,158,114121,0
0,158,114122,0
0,158,114123,0
0,158,114124,0
0,158,114125,0
0,158,114126,0
0,158,114127,0
0,158,114137,0
0,158,114147,0
0,158,114161,0
0,158,114162,0
0,158,114168,0
0,158,114326,0
0,158,114385,0
0,158,114399,0
0,158,114400,0
0,158,114401,0
0,158,114402,0
0,158,114403,0
0,158,114404,0
0,158,114405,0
0,158,114406,0
0,158,114407,0
0,158,114408,0
0,158,114409,0
0,158,114410,0
0,158,114411,0
0,158,114412,0
0,158,114413,0
0,158,114414,0
0,158,114415,0
0,158,114416,0
0,158,114417,0
0,158,114418,0
0,158,114419,0
0,158,114420,0
0,158,114421,0
0,158,114422,0
0,158,114423,0
0,158,114424,0
0,158,114425,0
0,158,114426,0
0,158,114427,0
0,158,114428,0
0,158,114429,0
0,158,114430,0
0,158,114431,0
0,158,114432,0
0,158,114433,0
0,158,114434,0
0,158,114435,0
0,158,114436,0
0,158,114437,0
0,158,114438,0
0,158,114439,0
0,158,114440,0
0,158,114441,0
0,158,114442,0
0,158,114443,0
0,158,114444,0
0,158,114445,0
0,158,114446,0
0,158,114447,0
0,158,114448,0
0,158,114449,0
0,158,114450,0
0,158,114451,0
0,158,114452,0
0,158,114453,0
0,158,114454,0
0,158,114455,0
0,158,114456,0
0,158,114457,0
0,158,114458,0
0,158,114459,0
0,158,114460,0
0,158,114461,0
0,158,114462,0
0,158,114463,0
0,158,114464,0
0,158,114465,0
0,158,114466,0
0,158,114467,0
0,158,114468,0
0,158,114469,0
0,158,114470,0
0,158,114471,0
0,158,114472,0
0,158,114473,0
0,158,114474,0
0,158,114475,0
0,158,114476,0
0,158,114477,0
0,158,114478,0
0,158,114479,0
0,158,114480,0
0,158,114481,0
0,158,114482,0
0,158,114483,0
0,158,114484,0
0,158,114485,0
0,158,114486,0
0,158,114487,0
0,158,114488,0
0,158,114489,0
0,158,114490,0
0,158,114491,0
0,158,114492,0
0,158,114493,0
0,158,114494,0
0,158,114495,0
0,158,114496,0
0,158,114497,0
0,158,114498,0
0,158,114499,0
0,158,114510,0
0,158,114526,0
0,158,114545,0
0,158,114546,0
0,158,114554,0
0,158,114581,0
0,158,114598,0
0,158,114604,0
0,158,114605,0
0,158,114611,0
0,158,114615,0
0,158,114628,0
0,158,114640,0
0,158,114839,0
0,158,114840,0
0,158,114841,0
0,158,114842,0
0,158,114843,0
0,158,114844,0
0,158,114845,0
0,158,114846,0
0,158,114847,0
0,158,114848,0
0,158,114897,0
0,158,114923,0
0,158,114924,0
0,158,114925,0
0,158,114926,0
0,158,114927,0
0,158,114928,0
0,158,114929,0
0,158,114930,0
0,158,114931,0
0,158,114932,0
0,158,114933,0
0,158,114934,0
0,158,114935,0
0,158,114936,0
0,158,114937,0
0,158,114938,0
0,158,114939,0
0,158,114940,0
0,158,114941,0
0,158,114942,0
0,158,114943,0
0,158,114944,0
0,158,114945,0
0,158,114946,0
0,158,114947,0
0,158,114948,0
0,158,114949,0
0,158,114950,0
0,158,114951,0
0,158,114952,0
0,158,114953,0
0,158,114954,0
0,158,114955,0
0,158,114956,0
0,158,114957,0
0,158,114958,0
0,158,114959,0
0,158,114960,0
0,158,114961,0
0,158,114962,0
0,158,114963,0
0,158,114964,0
0,158,114965,0
0,158,114966,0
0,158,114967,0
0,158,114968,0
0,158,114969,0
0,158,114970,0
0,158,114971,0
0,158,114972,0
0,158,114973,0
0,158,114974,0
0,158,114975,0
0,158,114976,0
0,158,114977,0
0,158,114978,0
0,158,114979,0
0,158,114980,0
0,158,114981,0
0,158,114982,0
0,158,114983,0
0,158,114984,0
0,158,114985,0
0,158,114986,0
0,158,114987,0
0,158,114988,0
0,158,114989,0
0,158,114990,0
0,158,114991,0
0,158,114992,0
0,158,114993,0
0,158,114994,0
0,158,114995,0
0,158,114996,0
0,158,114997,0
0,158,114998,0
0,158,114999,0
0,158,115000,0
0,158,115001,0
0,158,115002,0
0,158,115003,0
0,158,115004,0
0,158,115005,0
0,158,115006,0
0,158,115007,0
0,158,115008,0
0,158,115009,0
0,158,115010,0
0,158,115011,0
0,158,115012,0
0,158,115013,0
0,158,115014,0
0,158,115015,0
0,158,115016,0
0,158,115017,0
0,158,115018,0
0,158,115019,0
0,158,115020,0
0,158,115021,0
0,158,115022,0
0,158,115023,0
0,158,115024,0
0,158,115025,0
0,158,115026,0
0,158,115027,0
0,158,115028,0
0,158,115029,0
0,158,115030,0
0,158,115031,0
0,158,115032,0
0,158,115033,0
0,158,115034,0
0,158,115035,0
0,158,115036,0
0,158,115037,0
0,158,115038,0
0,158,115039,0
0,158,115040,0
0,158,115041,0
0,158,115042,0
0,158,115043,0
0,158,115044,0
0,158,115045,0
0,158,115046,0
0,158,115047,0
0,158,115048,0
0,158,115049,0
0,158,115050,0
0,158,115051,0
0,158,115052,0
0,158,115053,0
0,158,115054,0
0,158,115055,0
0,158,115056,0
0,158,115057,0
0,158,115058,0
0,158,115059,0
0,158,115060,0
0,158,115061,0
0,158,115062,0
0,158,115063,0
0,158,115064,0
0,158,115065,0
0,158,115066,0
0,158,115067,0
0,158,115068,0
0,158,115069,0
0,158,115070,0
0,158,115071,0
0,158,115072,0
0,158,115073,0
0,158,115074,0
0,158,115075,0
0,158,115076,0
0,158,115077,0
0,158,115078,0
0,158,115079,0
0,158,115080,0
0,158,115081,0
0,158,115082,0
0,158,115083,0
0,158,115084,0
0,158,115085,0
0,158,115086,0
0,158,115087,0
0,158,115088,0
0,158,115089,0
0,158,115090,0
0,158,115091,0
0,158,115092,0
0,158,115093,0
0,158,115094,0
0,158,115095,0
0,158,115096,0
0,158,115097,0
0,158,115098,0
0,158,115099,0
0,158,115100,0
0,158,115101,0
0,158,115102,0
0,158,115103,0
0,158,115104,0
0,158,115105,0
0,158,115106,0
0,158,115107,0
0,158,115108,0
0,158,115109,0
0,158,115110,0
0,158,115111,0
0,158,115112,0
0,158,115113,0
0,158,115114,0
0,158,115115,0
0,158,115116,0
0,158,115117,0
0,158,115118,0
0,158,115119,0
0,158,115120,0
0,158,115121,0
0,158,115122,0
0,158,115123,0
0,158,115124,0
0,158,115125,0
0,158,115202,0
0,158,115267,0
0,158,115268,0
0,158,115269,0
0,158,115362,0
0,158,115472,0
0,158,115496,0
0,158,115515,0
0,158,115516,0
0,158,115536,0
0,486,115682,0
0,158,115740,0
0,158,115774,0
0,158,115776,0
0,158,115777,0
0,158,115778,0
0,158,115779,0
0,158,115780,0
0,158,115781,0
0,158,115782,0
0,158,115783,0
0,158,115784,0
0,158,115785,0
0,158,115786,0
0,158,115787,0
0,158,115788,0
0,158,115789,0
0,158,115790,0
0,158,115791,0
0,158,115792,0
0,158,115793,0
0,158,115794,0
0,158,115795,0
0,158,115796,0
0,158,115797,0
0,158,115798,0
0,158,115799,0
0,158,115800,0
0,158,115801,0
0,158,115802,0
0,158,115803,0
0,158,115804,0
0,158,115805,0
0,158,115806,0
0,158,115807,0
0,158,115808,0
0,158,115809,0
0,158,115810,0
0,158,115811,0
0,158,115812,0
0,158,115813,0
0,158,115814,0
0,158,115815,0
0,158,115816,0
0,158,115817,0
0,158,115841,0
0,158,115845,0
0,158,115891,0
0,158,115892,0
0,137,115995,0
0,12,115996,0
0,416,115997,0
0,472,115998,0
0,407,115999,0
0,158,116001,0
0,447,116002,0
0,423,116003,0
0,413,116004,0
0,158,116005,0
0,156,116009,0
0,28,116010,0
0,409,116011,0
0,1,116012,0
0,340,116013,0
0,355,116014,0
0,115,116015,0
0,265,116016,0
0,466,116017,0
0,335,116020,0
0,420,116021,0
0,426,116033,0
0,14,116034,0
0,158,116035,0
0,158,116036,0
0,158,116037,0
0,158,116039,0
0,158,116044,0
0,158,116057,0
0,158,116058,0
0,158,116059,0
0,158,116060,0
0,158,116061,0
0,158,116062,0
0,158,116063,0
0,158,116064,0
0,158,116065,0
0,158,116066,0
0,158,116067,0
0,158,116068,0
0,158,116069,0
0,158,116070,0
0,158,116071,0
0,158,116072,0
0,158,116073,0
0,158,116074,0
0,158,116075,0
0,158,116076,0
0,158,116077,0
0,158,116078,0
0,158,116079,0
0,158,116080,0
0,158,116081,0
0,158,116082,0
0,158,116083,0
0,158,116084,0
0,158,116085,0
0,158,116086,0
0,158,116087,0
0,158,116088,0
0,158,116089,0
0,158,116090,0
0,158,116091,0
0,158,116092,0
0,158,116093,0
0,158,116094,0
0,158,116095,0
0,158,116096,0
0,158,116097,0
0,158,116098,0
0,158,116099,0
0,158,116100,0
0,158,116101,0
0,158,116102,0
0,158,116103,0
0,158,116104,0
0,158,116105,0
0,158,116106,0
0,158,116107,0
0,158,116108,0
0,158,116109,0
0,158,116110,0
0,158,116111,0
0,158,116112,0
0,158,116113,0
0,158,116114,0
0,158,116115,0
0,158,116116,0
0,158,116117,0
0,158,116118,0
0,158,116119,0
0,158,116120,0
0,158,116121,0
0,158,116122,0
0,158,116123,0
0,158,116124,0
0,158,116125,0
0,158,116126,0
0,158,116127,0
0,158,116128,0
0,158,116129,0
0,158,116130,0
0,158,116131,0
0,158,116132,0
0,158,116133,0
0,158,116134,0
0,158,116135,0
0,158,116136,0
0,158,116137,0
0,158,116138,0
0,158,116139,0
0,158,116140,0
0,158,116141,0
0,158,116142,0
0,158,116143,0
0,158,116144,0
0,158,116145,0
0,158,116146,0
0,158,116147,0
0,158,116148,0
0,158,116149,0
0,158,116150,0
0,158,116151,0
0,158,116152,0
0,158,116153,0
0,158,116154,0
0,158,116155,0
0,158,116156,0
0,158,116157,0
0,158,116158,0
0,158,116159,0
0,158,116160,0
0,158,116161,0
0,158,116162,0
0,158,116163,0
0,158,116164,0
0,158,116165,0
0,158,116166,0
0,158,116167,0
0,158,116168,0
0,158,116169,0
0,158,116170,0
0,158,116171,0
0,158,116172,0
0,158,116173,0
0,158,116174,0
0,158,116175,0
0,158,116176,0
0,158,116177,0
0,158,116178,0
0,158,116179,0
0,158,116180,0
0,158,116181,0
0,158,116182,0
0,158,116183,0
0,158,116184,0
0,158,116185,0
0,158,116186,0
0,158,116187,0
0,158,116188,0
0,158,116189,0
0,158,116190,0
0,158,116191,0
0,158,116192,0
0,158,116193,0
0,158,116194,0
0,158,116195,0
0,158,116196,0
0,158,116197,0
0,158,116198,0
0,158,116199,0
0,158,116200,0
0,158,116201,0
0,158,116202,0
0,158,116203,0
0,158,116204,0
0,158,116205,0
0,158,116206,0
0,158,116207,0
0,158,116208,0
0,158,116209,0
0,158,116210,0
0,158,116211,0
0,158,116212,0
0,158,116213,0
0,158,116214,0
0,158,116215,0
0,158,116216,0
0,158,116217,0
0,158,116218,0
0,158,116219,0
0,158,116220,0
0,158,116221,0
0,158,116222,0
0,158,116223,0
0,158,116224,0
0,158,116225,0
0,158,116226,0
0,158,116227,0
0,158,116228,0
0,158,116229,0
0,158,116230,0
0,158,116231,0
0,158,116232,0
0,158,116233,0
0,158,116234,0
0,158,116235,0
0,158,116236,0
0,158,116237,0
0,158,116238,0
0,158,116239,0
0,158,116240,0
0,158,116241,0
0,158,116242,0
0,158,116243,0
0,158,116244,0
0,158,116245,0
0,158,116246,0
0,158,116247,0
0,158,116248,0
0,158,116249,0
0,158,116250,0
0,158,116251,0
0,158,116252,0
0,158,116253,0
0,158,116254,0
0,158,116255,0
0,158,116256,0
0,247,116280,0
0,158,116282,0
0,341,116300,0
0,435,116302,0
0,158,116303,0
0,158,116304,0
0,158,116305,0
0,158,116306,0
0,158,116307,0
0,158,116308,0
0,158,116309,0
0,430,116310,0
0,458,116311,0
0,158,116312,0
0,158,116322,0
0,158,116325,0
0,471,116326,0
0,364,116327,0
0,388,116328,0
0,395,116331,0
0,158,116332,0
0,396,116333,0
0,158,116334,0
0,397,116336,0
0,389,116337,0
0,13,116343,0
0,158,116358,0
0,158,116359,0
0,158,116360,0
0,158,116361,0
0,158,116369,0
0,158,116374,0
0,158,116375,0
0,158,116416,0
0,512,116417,0
0,158,116428,0
0,158,131123,0
0,158,131124,0
0,158,131125,0
0,158,131159,0
0,158,131173,0
0,158,131174,0
0,158,131271,0
0,457,131358,0
0,15,131359,0
0,158,131360,0
0,158,131361,0
0,158,131362,0
0,158,131363,0
0,422,131386,0
0,439,131391,0
0,158,131439,0
0,158,131447,0
0,158,131459,0
0,158,131463,0
0,158,131477,0
0,158,131478,0
0,158,131487,0
0,158,131488,0
0,158,131491,0
0,158,131524,0
0,158,131527,0
0,158,131531,0
0,158,131532,0
0,158,131533,0
0,158,131534,0
0,158,131535,0
0,158,131536,0
0,158,131537,0
0,158,131538,0
0,158,131539,0
0,158,131540,0
0,158,131541,0
0,158,131542,0
0,158,131543,0
0,158,131544,0
0,158,131545,0
0,158,131546,0
0,158,131547,0
0,158,131548,0
0,158,131549,0
0,158,131550,0
0,158,131551,0
0,158,131552,0
0,158,131553,0
0,158,131554,0
0,158,131555,0
0,158,131556,0
0,158,131557,0
0,158,131558,0
0,158,131559,0
0,158,131560,0
0,158,131561,0
0,158,131562,0
0,158,131563,0
0,158,131564,0
0,158,131565,0
0,158,131566,0
0,158,131567,0
0,158,131568,0
0,158,131569,0
0,158,131570,0
0,158,131571,0
0,158,131572,0
0,158,131573,0
0,158,131574,0
0,158,131575,0
0,158,131576,0
0,158,131577,0
0,158,131578,0
0,158,131579,0
0,158,131580,0
0,158,131581,0
0,158,131582,0
0,158,131583,0
0,158,131584,0
0,158,131585,0
0,158,131586,0
0,158,131587,0
0,158,131588,0
0,158,131589,0
0,158,131590,0
0,158,131591,0
0,158,131592,0
0,158,131593,0
0,158,131594,0
0,158,131595,0
0,158,131596,0
0,158,131597,0
0,158,131598,0
0,158,131599,0
0,158,131600,0
0,158,131601,0
0,158,131602,0
0,158,131603,0
0,158,131604,0
0,158,131605,0
0,158,131606,0
0,158,131607,0
0,158,131608,0
0,158,131609,0
0,158,131610,0
0,158,131611,0
0,158,131612,0
0,158,131613,0
0,158,131680,0
1,158,131681,0
1,158,131682,0
0,158,131720,0
0,158,131724,0
0,393,131733,0
0,158,131735,0
0,158,131739,0
0,158,131795,0
0,158,131798,0
0,158,131877,0
0,158,132176,0
0,158,132231,0
0,158,132305,0
0,29,132370,0
0,158,132375,0
0,41,132533,0
0,488,132588,0
0,438,132589,0
0,158,132629,0
0,158,132680,0
0,158,132681,0
