assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,cksupport7,defensivedepth,hasvikingclap,jerseytype,pitchcolor,cksupport9,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,cksupport8,stadiummowpattern_code,cksupport6,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,throwerleft,gender,cksupport1,cornerflagpolecolor,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,throwerright,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,cksupport5,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,cksupport4,trait1vstrong,matchdayattackrating
21,1,255,4335499,255,1,255,1900,200,29,1,60,3,48,29,3,1,200,255,1,Bayern München,27,0,-1,1,202126,0,10,-1,0,65,0,2,4,0,0,8,1,0,75000,1,1,333,32,0,1,85,0,1,0,83,85,89,11,1,82,1,-1,82,1,0,0,212622,131716,0,247827,0,0,0,0,6,0,20,6,212622,5,21,1,131716,0,0,0,0,167495,0,0,247827,0,34,0,4,0,83,6,3,1,202126,0,0,247827,2,9,0,0,316,0,-1,0,263300,89
22,217,255,1742700,1,157,1,1909,149,245,152,1,2,51,255,2,152,149,1,157,Borussia Dortmund,1,0,-1,1,190765,0,9,-1,0,65,0,2,4,0,0,9,1,0,81365,12,1,141,21,0,1,80,0,1,0,81,80,83,7,3,76,1,-1,76,1,0,0,190765,135300,3,259716,0,0,0,0,1,0,5,2,259716,7,22,0,133252,0,0,0,0,235073,0,0,190765,0,8,0,4,0,81,6,3,1,215441,0,0,190765,2,8,0,0,316,0,-1,0,264324,83
23,1,1,308720,255,1,255,1900,1,122,255,1,2,51,185,2,1,255,255,255,Borussia M'gladbach,41,0,-1,1,204497,0,6,-1,0,50,0,2,4,0,0,7,1,0,54042,8,1,322,31,0,1,76,0,1,0,76,76,77,6,2,74,1,-1,74,1,0,0,239367,132098,3,220876,0,0,0,0,0,0,3,3,220876,7,23,2,270338,0,0,0,0,257919,0,0,204497,0,5,0,4,0,76,6,3,1,204497,0,0,204497,2,5,0,0,366,0,-1,0,4198402,77
25,1,228,297500,1,1,1,1904,220,255,1,43,2,48,255,2,1,220,1,1,SC Freiburg,255,0,-1,1,212096,4,5,-1,0,50,0,2,4,0,0,5,0,0,34700,1,1,168,36,0,1,74,0,1,0,75,74,73,7,1,77,1,-1,77,1,0,0,212096,132098,1,212096,0,0,0,0,0,0,0,3,212096,10,25,0,263170,0,0,0,0,209846,0,0,212096,0,0,0,4,0,75,6,4,1,212096,0,0,212096,2,4,0,0,366,0,-1,0,4202498,73
27,110,1,9850,255,235,255,1965,235,255,235,184,1,54,41,1,235,235,255,235,Hansa Rostock,31,0,-1,0,276319,0,10,-1,0,50,1,2,4,0,2,8,0,0,29000,5,1,641,110329,0,1,65,0,1,0,66,65,67,12,3,66,1,-1,66,1,0,0,211891,270592,1,276319,0,0,0,0,0,0,0,2,276319,7,27,0,4198656,0,0,0,0,262635,1,0,276319,0,0,0,4,0,66,6,1,1,211891,0,0,276319,2,1,0,0,366,0,-1,0,526592,67
28,90,1,195200,255,180,255,1887,180,1,180,170,2,53,1,2,180,180,255,180,Hamburger SV,1,0,-1,1,232839,0,2,-1,0,50,0,2,4,0,0,8,1,2,57000,11,1,205,110329,0,1,72,0,1,0,72,72,73,9,3,71,1,-1,71,1,0,0,232839,270337,3,232839,0,0,0,0,1,0,3,3,224970,6,28,0,4198401,0,0,0,0,207791,0,0,224970,0,6,0,4,0,72,6,2,1,224970,0,0,224970,2,3,0,0,366,0,-1,0,526337,73
29,1,255,26800,255,210,255,1900,210,153,210,1,1,49,24,1,210,210,255,210,1. FC Kaiserslautern,65,0,-1,0,223755,0,6,-1,0,65,0,2,4,0,2,8,0,0,49850,0,1,238,1832,0,1,69,0,1,0,68,69,68,7,1,68,1,-1,68,1,0,0,73135,132097,1,73135,0,0,0,0,0,0,2,3,73135,7,29,0,132097,0,0,0,0,223755,1,0,223755,0,4,0,4,0,68,6,4,1,223755,0,0,223755,2,1,0,0,366,0,-1,0,270337,68
31,41,218,181055,255,1,255,1948,1,1,1,28,2,50,1,2,1,1,255,1,1. FC Köln,1,0,-1,1,195038,0,2,-1,0,30,0,2,4,0,0,10,0,0,50000,1,1,249,23,0,1,73,0,1,0,73,73,74,6,3,71,1,-1,71,1,0,0,195038,4202624,3,195038,0,0,0,0,0,0,4,3,195038,8,31,0,528512,0,0,0,0,224041,1,0,195038,0,3,0,4,0,73,6,2,1,195038,0,0,195038,2,3,0,0,366,0,-1,0,526464,74
32,1,255,555720,1,210,1,1904,210,255,210,1,2,51,255,2,210,210,1,210,Bayer 04 Leverkusen,255,0,-1,1,210035,0,9,-1,0,65,0,2,4,0,0,4,1,0,30210,0,1,277,21,0,1,80,0,1,0,80,80,81,7,1,79,1,-1,79,1,0,0,210035,132096,3,210035,0,0,0,0,0,0,2,3,210035,7,32,1,132096,0,0,0,0,212242,0,0,210035,0,1,0,4,0,80,6,9,1,234236,0,0,210035,2,7,0,0,316,0,-1,0,270336,81
33,200,145,5580,255,240,255,1899,240,20,240,241,1,48,75,1,240,240,255,240,TSV 1860 München,175,0,-1,0,200610,0,8,-1,0,50,0,2,4,0,2,10,0,0,15000,0,1,333,111239,0,1,67,0,1,0,66,67,66,11,2,65,1,-1,65,1,0,0,238793,263184,1,269866,0,0,0,0,0,0,2,4,244413,10,33,0,4202512,0,0,0,0,238779,0,0,200610,0,1,0,4,0,66,6,3,1,200610,0,0,200610,2,1,0,0,366,0,-1,0,528400,66
34,75,1,63201,255,180,255,1904,180,13,180,156,1,51,70,1,180,180,255,180,FC Schalke 04,223,0,-1,0,72964,0,8,-1,0,65,0,2,4,0,0,10,1,0,62271,3,1,178,160,0,1,68,0,1,0,69,68,73,7,3,68,1,-1,68,1,0,0,72964,139265,3,239073,0,0,0,0,0,0,5,4,239073,9,34,1,135169,0,0,1,0,212240,1,0,239073,0,7,0,4,0,69,6,2,1,212240,0,0,72964,2,3,0,0,366,0,-1,0,264193,73
36,255,255,356020,41,30,211,1893,210,1,255,255,2,48,1,2,30,255,1,255,VfB Stuttgart,1,0,-1,1,250959,4,7,-1,0,65,0,2,4,0,0,8,0,0,60449,24,1,466,25,0,1,78,0,1,0,77,78,78,9,1,76,1,-1,76,1,0,0,250959,132097,1,250959,0,0,0,0,0,0,4,3,250959,8,36,0,132097,0,0,0,0,239096,0,0,250959,0,5,0,4,0,77,6,5,1,238900,0,0,250959,2,5,0,0,366,0,-1,0,270337,78
38,129,1,202000,255,1,255,1899,1,1,1,73,2,53,81,2,1,1,255,1,Werder Bremen,52,0,-1,1,239701,0,4,-1,0,65,0,2,4,0,0,7,1,0,42100,25,1,70,28,0,1,75,0,1,0,74,75,68,8,1,74,1,-1,74,1,0,0,239701,132224,3,239701,0,0,0,0,0,0,6,3,239701,6,38,0,132224,0,0,0,0,237595,1,0,239701,0,4,0,4,0,74,6,2,1,265749,0,0,239701,2,3,0,0,366,0,-1,0,270464,68
45,250,250,1840000,30,25,30,1897,25,248,25,250,2,45,151,2,25,25,30,25,Juventus,170,0,-1,0,277954,0,10,-1,0,50,0,2,3,0,0,10,1,0,41507,0,1,485,54,0,1,79,0,1,0,80,79,81,7,1,81,1,-1,81,1,0,0,222077,132160,3,261050,0,0,0,0,2,0,15,2,277954,7,45,3,263232,0,0,0,0,222077,0,0,258966,0,36,0,4,0,80,6,9,1,222077,0,0,277954,2,8,0,0,316,0,-1,0,4202560,81
48,167,0,562575,250,255,250,1926,255,10,255,225,2,40,96,2,255,255,250,255,Napoli,140,0,-1,0,216409,0,8,-1,0,50,0,2,3,0,0,8,0,0,54726,0,1,338,45,0,1,84,0,1,0,81,84,79,14,1,80,1,-1,80,1,0,0,216409,132228,3,216409,0,0,0,0,0,0,6,3,236632,1,48,1,263300,0,0,0,0,217870,1,0,216409,0,4,0,4,0,81,6,9,1,192985,0,0,216409,2,7,0,0,316,0,-1,0,4202628,79
50,212,255,256200,145,250,9,1913,250,250,250,0,2,44,250,2,250,250,48,250,Parma,250,0,-1,0,252794,0,3,-1,0,50,0,2,4,0,0,4,0,0,22352,0,1,653,189,0,1,73,0,1,0,73,73,70,10,2,71,1,-1,71,1,0,0,252794,263176,1,252794,0,0,0,0,0,0,3,4,252794,9,50,2,4202504,0,0,0,0,252442,0,0,252794,0,0,0,4,0,73,6,4,1,252794,0,0,252794,2,3,0,0,366,0,-1,0,528392,70
52,0,102,478500,0,250,255,1927,250,250,250,0,2,41,250,2,250,250,142,250,Roma,250,0,-1,0,211110,0,7,-1,0,65,0,2,4,0,0,8,1,0,70634,0,1,408,115841,0,1,79,0,1,0,79,79,78,12,1,79,2,-1,79,1,0,0,265695,132164,1,211110,0,0,0,0,0,0,9,2,211110,2,52,0,132164,0,0,0,0,229582,1,0,211110,0,3,0,4,1,79,6,6,1,211110,0,0,211110,2,7,0,0,316,0,-1,0,270404,78
54,30,122,270600,250,29,250,1906,124,150,35,35,2,45,30,2,35,124,250,29,Torino,55,0,-1,0,211147,0,5,-1,0,50,0,2,4,0,0,5,0,0,27958,0,1,485,45,0,1,75,0,1,0,76,75,78,7,1,75,1,-1,75,1,0,0,211147,132104,1,211147,0,0,0,0,0,0,5,2,211147,5,54,0,263176,0,0,0,0,215333,0,0,211147,0,7,0,4,0,76,6,5,1,215333,0,0,211147,2,3,0,0,366,0,-1,0,4202504,78
55,30,30,240225,250,30,250,1896,30,196,30,30,2,46,160,2,30,30,250,30,Udinese,64,0,-1,0,184941,0,4,-1,0,50,0,2,4,0,0,4,0,0,25144,0,1,499,112494,0,1,72,0,1,0,72,72,73,13,2,72,1,-1,72,1,0,0,223866,263176,1,223866,0,0,0,0,0,0,0,2,223866,7,55,0,4202504,0,0,0,0,184941,0,0,184941,0,0,0,4,0,72,6,3,1,184941,0,0,184941,2,2,0,0,366,0,-1,0,528392,73
57,112,32,65000,250,1,250,1905,1,1,1,184,2,47,116,2,1,1,250,1,AJ Auxerre,175,0,-1,0,251170,4,3,-1,0,30,0,2,4,0,0,4,0,0,18541,0,1,29,1530,0,1,72,0,3,0,72,72,73,3,2,72,1,-1,72,0,0,0,251170,4195457,0,260943,0,0,0,0,0,0,4,2,260943,7,57,0,532609,0,0,0,0,238392,0,0,251170,0,1,0,4,0,72,6,3,1,251170,0,0,251170,2,1,0,0,366,0,-1,0,528513,73
58,54,34,20000,250,97,250,1905,97,0,97,123,1,42,103,1,97,97,250,97,SC Bastia,206,0,-1,0,247369,4,6,-1,0,30,0,1,4,0,0,2,0,0,16078,0,1,42,72,0,1,67,0,3,0,66,67,64,9,2,65,1,-1,65,1,0,0,247369,4195392,0,276022,0,0,0,0,0,0,1,2,276022,2,58,0,532544,0,0,1,0,206243,0,0,247369,0,0,0,4,0,66,6,2,1,276022,0,0,247369,2,1,0,0,366,0,-1,0,528448,64
62,1,222,35000,1,1,1,1912,1,250,1,23,1,48,250,1,1,1,1,1,En Avant Guingamp,250,0,-1,0,225174,4,9,-1,0,50,0,2,4,0,0,2,0,0,18462,0,1,201,378,0,1,66,0,3,0,67,66,70,-3,1,68,1,-1,68,0,0,0,225174,263170,1,225174,0,0,0,0,0,0,2,2,225174,5,62,0,4195330,0,0,0,0,225174,0,0,225174,0,0,0,4,0,67,6,4,1,225174,0,0,225174,2,1,0,0,366,0,-1,0,532482,70
64,1,184,130000,1,1,255,1906,1,182,1,28,2,50,25,2,1,1,213,1,RC Lens,44,0,-1,0,220837,4,5,-1,0,90,1,1,4,0,0,7,0,0,38223,18,1,274,65,0,1,75,0,1,0,74,75,72,2,2,74,1,-1,74,1,0,0,208787,66688,1,208787,0,0,0,0,0,0,0,2,208787,2,64,0,73856,0,0,0,0,208787,0,0,208787,0,1,0,4,0,74,6,3,1,204970,0,0,208787,2,2,0,0,366,0,-1,0,135296,72
65,30,224,220000,106,1,36,1944,1,250,1,20,2,50,250,2,1,1,32,1,LOSC Lille,250,0,-1,0,262088,4,7,-1,0,65,0,1,4,0,0,5,0,0,50186,13,1,279,64,0,1,76,0,1,0,76,76,79,3,1,76,1,-1,76,1,0,0,262088,132104,1,262088,0,0,0,0,0,0,6,1,262088,7,65,0,132104,0,0,0,0,190674,0,0,262088,0,4,0,4,0,76,6,5,1,178509,0,0,262088,2,4,0,0,366,0,-1,0,270344,79
66,250,250,450000,127,1,19,1950,1,180,1,250,2,45,1,2,1,1,56,1,Olympique Lyonnais,1,0,-1,0,254551,4,6,-1,0,65,1,1,4,0,0,8,0,0,59186,23,1,293,1819,0,1,75,0,1,0,76,75,77,4,1,75,1,-1,75,1,0,0,254551,132098,3,225782,0,0,0,0,0,0,5,4,225782,9,66,0,132098,0,0,0,0,219683,1,0,254551,0,7,0,4,0,76,6,1,1,254551,0,0,254551,2,4,0,0,316,0,-1,0,270338,77
68,5,99,61000,250,1,250,1932,1,112,1,5,1,49,14,1,1,1,250,1,FC Metz,29,0,-1,0,234239,4,2,-1,0,65,0,1,4,0,0,3,0,0,24985,0,1,313,1823,0,1,71,0,3,0,69,71,71,6,1,68,1,-1,68,1,0,0,234239,132224,1,234239,0,0,0,0,0,0,2,2,234239,5,68,0,132224,0,0,0,0,234239,0,0,234239,0,0,0,4,0,69,6,1,1,234239,0,0,234239,2,1,0,0,366,0,-1,0,270464,71
69,30,224,500000,250,1,250,1924,1,250,1,35,2,43,33,2,1,1,250,1,AS Monaco,64,0,-1,0,264862,4,8,-1,0,65,0,1,4,0,0,3,0,0,18523,1,1,321,72,0,1,79,0,1,0,78,79,77,7,1,77,1,-1,77,0,0,0,225663,132230,0,225663,0,0,0,0,0,0,5,2,225663,7,69,0,132230,0,0,0,0,229261,0,0,225663,0,8,0,4,0,78,6,5,1,229261,0,0,225663,2,6,0,0,316,0,-1,0,270470,77
70,90,1,45000,38,1,244,1974,1,250,1,148,1,43,250,1,1,1,148,1,Montpellier HSC,250,0,-1,0,205686,4,9,-1,0,50,0,2,4,0,0,2,0,0,22000,0,1,326,219,0,1,68,0,3,0,69,68,71,3,2,70,1,-1,70,1,0,0,205686,263168,1,205686,0,0,0,0,0,0,2,9,205686,8,70,0,4202496,0,0,0,0,205686,0,0,205686,0,1,0,4,0,69,6,2,1,205686,0,0,205686,2,1,0,0,366,0,-1,0,528384,71
71,220,255,95000,44,1,1,1943,1,254,1,17,2,47,221,2,1,1,87,1,FC Nantes,57,0,-1,0,258619,4,3,-1,0,65,0,2,4,0,0,7,0,0,35322,18,1,337,74,0,1,73,0,3,0,72,73,72,-1,2,70,1,-1,70,1,0,0,258619,132353,1,189271,0,0,0,0,0,0,4,3,189271,7,71,0,139521,0,0,0,0,199482,0,0,258619,0,8,0,4,0,72,6,2,1,264422,0,0,258619,2,1,0,0,366,0,-1,0,266497,72
72,1,204,220000,1,1,1,1904,1,201,1,1,2,43,18,2,1,1,1,1,OGC Nice,27,0,-1,0,239093,4,6,-1,0,50,1,2,4,0,0,6,0,0,35596,0,1,344,69,0,1,76,0,3,0,76,76,75,7,2,75,1,-1,75,1,0,0,239093,132234,1,239093,0,0,0,0,0,0,3,2,239093,2,72,0,270474,0,0,0,0,158625,0,0,239093,0,4,0,4,0,76,6,4,1,210896,0,0,239093,2,4,0,0,366,0,-1,0,4198538,75
73,62,1,3961520,41,62,200,1970,1,250,116,116,3,48,250,3,116,1,42,62,Paris Saint-Germain,250,0,-1,0,235212,4,10,-1,0,90,0,2,4,0,0,10,1,0,47929,0,1,373,219,0,1,84,0,1,0,85,84,85,2,1,85,1,-1,85,1,0,0,235212,66180,3,231443,0,0,0,0,1,0,16,3,231443,7,73,0,66180,0,0,0,0,207865,1,0,255253,0,13,0,4,0,85,6,10,1,255253,0,0,235212,2,10,0,0,316,0,-1,0,132228,85
74,24,202,170000,1,1,1,1901,1,250,1,10,2,48,250,2,1,1,1,1,Stade Rennais,250,0,-1,0,223874,4,6,-1,0,50,0,1,4,0,0,5,0,0,29164,0,1,400,71,0,1,76,0,1,0,75,76,72,-1,1,75,1,-1,75,1,0,0,261616,132100,1,261616,0,0,0,0,0,0,3,7,212138,10,74,0,263172,0,0,0,0,223874,0,0,261616,0,0,0,4,0,75,6,5,1,212138,0,0,261616,2,4,0,0,366,0,-1,0,4202500,72
76,102,51,120000,250,182,250,1906,182,1,182,204,2,48,159,2,182,182,250,182,RC Strasbourg,227,0,-1,0,250789,4,6,-1,0,65,0,2,4,0,0,7,0,0,26109,3,1,564,68,0,1,75,0,3,0,74,75,76,7,2,74,1,-1,74,1,0,0,270039,132098,1,250789,0,0,0,0,0,0,3,6,250789,6,76,0,139266,0,0,0,0,258437,0,0,250789,0,1,0,4,0,74,6,9,1,258437,0,0,250789,2,3,0,0,366,0,-1,0,266242,76
