assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,cksupport7,defensivedepth,hasvikingclap,jerseytype,pitchcolor,cksupport9,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,cksupport8,stadiummowpattern_code,cksupport6,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,throwerleft,gender,cksupport1,cornerflagpolecolor,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,throwerright,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,cksupport5,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,cksupport4,trait1vstrong,matchdayattackrating
12,25,224,80000,255,1,255,1876,1,235,1,34,2,54,25,2,1,1,255,1,Middlesbrough,34,0,-1,0,218659,0,7,-1,0,30,0,1,4,0,0,5,0,0,33931,0,2,315,13,0,2,72,0,1,0,72,72,70,-1,2,72,0,-1,72,2,0,0,218659,270466,2,218659,0,0,0,0,0,0,0,1,253054,6,12,0,532610,0,0,0,0,186156,0,0,252796,0,0,0,3,0,72,55,6,0,261283,0,0,218659,2,1,0,0,316,0,-1,0,528514,70
13,30,30,900000,255,40,255,1892,9,30,25,30,2,54,30,2,25,9,255,40,Newcastle United,30,0,-1,0,241096,0,8,-1,0,50,0,2,4,0,0,7,0,0,52305,0,0,342,106,0,2,84,0,1,0,80,83,79,-1,2,79,0,-1,80,0,0,0,241096,131712,2,266127,0,0,0,0,0,0,6,2,241096,5,13,0,4202624,0,0,0,0,247851,0,0,241096,0,4,0,3,0,81,35,10,0,242964,0,0,241096,2,8,0,0,366,0,-1,0,266368,78
14,36,221,440000,255,36,255,1865,221,210,33,33,2,52,36,2,33,221,255,36,Nottingham Forest,33,0,-1,0,254243,0,6,-1,0,50,0,2,5,0,0,6,0,0,30445,0,2,352,91,0,2,78,0,1,0,79,78,79,-1,1,80,0,-1,80,2,0,0,254243,132416,2,254243,0,0,0,0,2,0,2,4,254243,6,14,0,4195648,0,0,0,0,236015,1,0,254243,0,1,0,3,0,79,35,10,0,236015,0,0,254243,2,6,0,0,316,0,-1,0,270656,78
15,66,32,35000,255,43,255,1882,31,32,109,151,1,51,66,1,109,31,255,43,Queens Park Rangers,171,0,-1,0,265412,0,5,-1,0,50,0,2,4,0,0,4,0,0,18439,5,2,285,144,0,2,70,0,1,0,70,70,67,0,2,70,0,-1,70,2,0,0,265412,4202752,2,265412,0,0,0,0,0,0,0,2,265412,6,15,0,4202752,0,0,0,0,235156,0,0,265412,0,0,0,3,0,70,55,5,0,279857,0,0,265412,2,1,0,0,316,0,-1,0,266496,67
17,0,228,200000,255,26,255,1885,236,211,27,43,2,50,10,2,27,236,255,26,Southampton,10,0,-1,0,269964,1,10,-1,0,50,0,2,3,0,0,6,0,0,32384,0,0,459,1790,0,2,72,0,1,0,72,72,74,-1,1,72,0,-1,72,0,0,0,269964,4195456,2,269964,0,0,0,0,0,0,1,2,269964,8,17,0,4195456,0,0,0,0,252793,0,0,269964,0,0,0,3,0,72,55,7,0,226777,0,0,269964,2,2,0,0,316,0,-1,0,270464,74
18,255,255,2430000,75,37,15,1882,29,153,110,255,2,51,177,2,110,29,32,37,Tottenham Hotspur,211,0,-1,0,243576,0,7,-1,0,90,0,2,6,0,0,8,1,0,62850,0,0,285,1,0,1,80,0,1,0,81,80,79,0,1,81,1,-1,80,2,0,0,243576,66180,3,243576,0,0,0,0,0,0,8,3,243576,6,18,3,66180,0,0,0,0,232488,1,1,243576,0,2,0,3,0,80,35,8,0,231943,0,0,243576,2,7,0,0,366,0,-1,0,73860,79
19,37,123,915300,231,38,27,1895,16,100,32,57,2,51,30,2,32,16,177,38,West Ham United,60,1,-1,0,270857,0,3,-1,0,30,0,2,3,0,0,7,0,0,60000,0,1,285,97,0,2,78,0,1,0,78,79,76,0,2,77,0,-1,77,0,0,0,270857,263312,2,224371,0,0,0,0,0,0,3,5,251954,6,19,0,270480,0,0,0,0,224371,0,0,270857,0,0,0,3,1,77,35,8,0,224371,0,0,270857,2,4,0,0,366,0,-1,0,528528,76
21,1,255,4335499,255,1,255,1900,200,29,1,60,3,48,29,3,1,200,255,1,Bayern München,27,0,-1,1,202126,0,10,-1,0,65,0,2,4,0,0,8,1,0,75000,1,1,333,32,0,1,85,0,1,0,84,86,90,11,1,83,1,-1,83,1,0,0,212622,131716,0,247827,0,0,0,0,6,0,20,6,212622,5,21,1,131716,0,0,0,0,167495,0,0,247827,0,34,0,4,0,84,25,3,1,202126,0,0,247827,2,9,0,0,366,0,-1,0,4202628,91
22,217,255,1742700,1,157,1,1909,149,245,152,1,2,51,255,2,152,149,1,157,Borussia Dortmund,1,0,-1,1,229891,0,9,-1,0,65,0,2,4,0,0,9,1,0,81365,12,1,141,21,0,1,80,0,1,0,82,81,82,7,1,82,1,-1,81,1,0,0,259716,131716,3,229891,0,0,0,0,1,0,5,2,229891,7,22,0,131716,0,0,0,0,247819,0,0,259716,0,8,0,4,0,81,25,3,1,215441,0,0,259716,2,8,0,0,366,0,-1,0,4202628,82
23,1,1,308720,255,1,255,1900,1,122,255,1,2,51,185,2,1,255,255,255,Borussia M'gladbach,41,0,-1,1,220876,0,6,-1,0,50,0,2,4,0,0,7,1,0,54042,8,1,322,31,0,1,75,0,1,0,76,76,77,6,2,78,1,-1,75,1,0,0,220876,132098,3,220876,0,0,0,0,0,0,3,2,220876,7,23,2,4202498,0,0,0,0,257919,1,0,220876,0,5,0,4,0,75,25,3,1,212002,0,0,220876,2,5,0,0,316,0,-1,0,266242,78
25,1,228,297500,1,1,1,1904,220,255,1,43,2,48,255,2,1,220,1,1,SC Freiburg,255,0,-1,1,212096,4,5,-1,0,50,0,2,4,0,0,5,0,0,34700,1,1,168,36,0,1,75,0,1,0,76,76,74,7,1,77,1,-1,76,1,0,0,212096,132098,1,212096,0,0,0,0,0,0,0,3,212096,10,25,0,4195330,0,0,0,0,209846,0,0,212096,0,0,0,4,0,75,25,4,1,212096,0,0,212096,2,4,0,0,316,0,-1,0,270338,77
27,110,1,9850,255,235,255,1965,235,255,235,184,1,54,41,1,235,235,255,235,Hansa Rostock,31,0,-1,0,270111,0,10,-1,0,50,1,2,4,0,2,8,0,0,29000,5,1,641,110329,0,1,65,0,1,0,66,65,66,12,1,65,1,-1,66,1,0,0,270111,4195584,1,270111,0,0,0,0,0,0,0,2,270111,7,27,0,263424,0,0,0,0,223680,1,0,270111,0,0,0,4,0,66,91,1,1,251107,0,0,270111,2,1,0,0,316,0,-1,0,532736,68
28,90,1,195200,255,180,255,1887,180,1,180,170,2,53,1,2,180,180,255,180,Hamburger SV,1,0,-1,1,232839,0,2,-1,0,50,0,2,4,0,0,8,1,2,57000,11,1,205,110329,0,1,73,0,1,0,74,74,72,9,2,74,1,-1,74,1,0,0,232839,4202497,3,232839,0,0,0,0,1,0,3,3,232839,6,28,0,4202497,0,0,0,0,232839,0,0,232839,0,6,0,4,0,74,25,2,1,232839,0,0,232839,2,3,0,0,316,0,-1,0,266241,72
29,1,255,26800,255,210,255,1900,210,153,210,1,1,49,24,1,210,210,255,210,1. FC Kaiserslautern,65,0,-1,0,223755,0,6,-1,0,50,0,2,4,0,2,8,0,0,49850,0,1,238,1832,0,1,70,0,1,0,70,71,70,7,2,70,1,-1,69,1,0,0,73135,4202497,1,73135,0,0,0,0,0,0,2,3,73135,7,29,0,4202497,0,0,0,0,223755,1,0,223755,0,4,0,4,0,69,27,4,1,223755,0,0,223755,2,1,0,0,316,0,-1,0,266241,69
31,41,218,181055,255,1,255,1948,1,1,1,28,2,50,1,2,1,1,255,1,1. FC Köln,1,0,-1,1,252495,0,2,-1,0,50,0,2,4,0,0,10,0,0,50000,1,1,249,23,0,1,74,0,1,0,72,73,75,6,2,67,1,-1,71,1,0,0,252495,4202624,3,252495,0,0,0,0,0,0,4,2,252495,8,31,0,4202624,0,0,0,0,224041,0,0,252495,0,3,0,4,0,74,25,2,1,252495,0,0,252495,2,3,0,0,316,0,-1,0,266368,74
32,1,255,555720,1,210,1,1904,210,255,210,1,2,51,255,2,210,210,1,210,Bayer 04 Leverkusen,255,0,-1,1,210035,0,9,-1,0,50,0,2,4,0,0,4,1,0,30210,0,1,277,21,0,1,80,0,1,0,79,80,80,7,1,79,1,-1,78,1,0,0,210035,132096,3,210035,0,0,0,0,0,0,2,2,228813,7,32,1,4195328,0,0,0,0,212242,0,0,210035,0,1,0,4,0,79,25,9,1,234236,0,0,210035,2,7,0,0,366,0,-1,0,270336,79
33,200,145,5580,255,240,255,1899,240,20,240,241,1,48,75,1,240,240,255,240,TSV 1860 München,175,0,-1,0,200610,0,8,-1,0,30,0,2,4,0,2,10,0,0,15000,0,1,333,111239,0,1,65,0,1,0,65,65,66,11,3,64,1,-1,65,1,0,0,238793,266256,1,238793,0,0,0,0,0,0,2,1,238793,10,33,0,526352,0,0,0,0,238793,1,0,200610,0,1,0,4,0,66,91,3,1,238793,0,0,200610,2,1,0,0,316,0,-1,0,526352,66
34,75,1,63201,255,180,255,1904,180,13,180,156,1,51,70,1,180,180,255,180,FC Schalke 04,223,0,-1,0,212240,0,8,-1,0,65,0,2,4,0,0,10,1,0,62271,3,1,178,160,0,1,70,0,1,0,72,71,75,7,2,73,1,-1,70,1,0,0,212240,139265,3,262936,0,0,0,0,0,0,5,4,262936,9,34,1,139265,0,0,1,0,212240,1,0,212240,0,7,0,4,0,71,27,2,1,212240,0,0,212240,2,3,0,0,316,0,-1,0,4198401,74
36,255,255,356020,41,30,211,1893,210,1,255,255,2,48,1,2,30,255,1,255,VfB Stuttgart,1,0,-1,1,250959,4,7,-1,0,90,0,2,4,0,0,8,0,0,60449,24,1,466,25,0,1,78,0,1,0,77,78,80,9,1,77,1,-1,76,1,0,0,250959,66561,1,250959,0,0,0,0,0,0,4,3,250959,8,36,0,66561,0,0,0,0,239096,0,0,250959,0,5,0,4,0,77,25,5,1,244176,0,0,250959,2,5,0,0,316,0,-1,0,139265,78
38,129,1,202000,255,1,255,1899,1,1,1,73,2,53,81,2,1,1,255,1,Werder Bremen,52,0,-1,1,239701,0,4,-1,0,30,0,2,4,0,0,7,1,0,42100,25,1,70,28,0,1,76,0,1,0,75,75,73,8,2,73,1,-1,74,1,0,0,239701,263296,3,239701,0,0,0,0,0,0,6,8,239701,6,38,0,270464,0,0,0,0,232711,1,0,239701,0,4,0,4,0,75,25,2,1,239701,0,0,239701,2,3,0,0,316,0,-1,0,528512,72
45,250,250,1840000,30,25,30,1897,25,248,25,250,2,45,151,2,25,25,30,25,Juventus,170,0,-1,0,277954,0,10,-1,0,65,0,2,3,0,0,10,1,0,41507,0,1,485,54,0,1,80,0,1,0,80,80,81,7,1,81,1,-1,81,1,0,0,222077,131648,3,261050,0,0,0,0,2,0,15,4,277954,7,45,3,131648,0,0,0,0,222077,1,0,277954,0,36,0,4,0,80,47,9,1,277954,0,0,277954,2,8,0,0,366,0,-1,0,4202560,82
48,167,0,562575,250,255,250,1926,255,10,255,225,2,40,96,2,255,255,250,255,Napoli,140,0,-1,0,216409,0,8,-1,0,90,0,2,3,0,0,8,0,0,54726,0,1,338,45,0,1,81,0,1,0,82,82,78,14,1,82,1,-1,80,1,0,0,192985,66180,3,216409,0,0,0,0,0,0,6,3,192985,1,48,1,66180,0,0,0,0,216409,1,0,192985,0,4,0,4,0,81,47,9,1,192985,0,0,192985,2,7,0,0,366,0,-1,0,73860,80
50,212,255,256200,145,250,9,1913,250,250,250,0,2,44,250,2,250,250,48,250,Parma,250,0,-1,0,252794,0,3,-1,0,30,0,2,4,0,0,4,0,0,22352,0,1,653,189,0,1,73,0,1,0,74,74,72,10,2,72,1,-1,71,1,0,0,258714,270344,1,258714,0,0,0,0,0,0,3,4,253162,9,50,2,532488,0,0,0,0,252442,0,0,258714,0,0,0,4,0,73,47,4,1,263229,0,0,258714,2,3,0,0,316,0,-1,0,528392,73
52,0,102,478500,0,250,255,1927,250,250,250,0,2,41,250,2,250,250,142,250,Roma,250,0,-1,0,211110,0,7,-1,0,90,0,2,4,0,0,8,1,0,70634,0,1,408,115841,0,1,80,0,1,0,81,80,80,12,1,81,2,-1,80,1,0,0,211110,66116,1,211110,0,0,0,0,0,0,9,2,211110,2,52,0,66116,0,0,0,0,208268,1,0,211110,0,3,0,4,1,80,47,6,1,231447,0,0,211110,2,7,0,0,366,0,-1,0,73796,81
54,30,122,270600,250,29,250,1906,124,150,35,35,2,45,30,2,35,124,250,29,Torino,55,0,-1,0,211147,0,5,-1,0,30,0,2,4,0,0,5,0,0,27958,0,1,485,45,0,1,73,0,1,0,75,72,78,7,3,73,1,-1,74,1,0,0,211147,270344,1,211147,0,0,0,0,0,0,5,2,211147,5,54,0,266248,0,0,0,0,215333,0,0,211147,0,7,0,4,0,75,47,5,1,241095,0,0,211147,2,3,0,0,316,0,-1,0,528392,78
55,30,30,240225,250,30,250,1896,30,196,30,30,2,46,160,2,30,30,250,30,Udinese,64,0,-1,0,238067,0,4,-1,0,50,0,2,4,0,0,4,0,0,25144,0,1,499,112494,0,1,73,0,1,0,72,72,73,13,2,72,1,-1,73,1,0,0,238067,4202504,1,238067,0,0,0,0,0,0,0,2,272783,7,55,0,4202504,0,0,0,0,214658,0,0,243249,0,0,0,4,0,73,47,3,1,231743,0,0,243249,2,2,0,0,316,0,-1,0,266248,73
57,112,32,65000,250,1,250,1905,1,1,1,184,2,47,116,2,1,1,250,1,AJ Auxerre,175,0,-1,0,272894,4,3,-1,0,50,0,2,4,0,0,4,0,0,18541,0,1,29,1530,0,1,73,0,3,0,72,73,70,3,3,72,1,-1,71,0,0,0,272894,4202625,0,272894,0,0,0,0,0,0,4,2,272894,7,57,0,4198529,0,0,0,0,238392,0,0,272894,0,1,0,4,0,72,45,3,1,251170,0,0,272894,2,1,0,0,316,0,-1,0,264321,70
58,54,34,20000,250,97,250,1905,97,0,97,123,1,42,103,1,97,97,250,97,SC Bastia,206,0,-1,0,216524,4,6,-1,0,30,0,1,4,0,0,2,0,0,16078,0,1,42,72,0,1,67,0,3,0,66,67,64,9,1,66,1,-1,66,1,0,0,216524,263232,0,216524,0,0,0,0,0,0,1,2,216524,2,58,0,525376,0,0,1,0,262342,0,0,216524,0,0,0,4,0,66,51,2,1,247369,0,0,216524,2,1,0,0,316,0,-1,0,532544,64
62,1,222,35000,1,1,1,1912,1,250,1,23,1,48,250,1,1,1,1,1,En Avant Guingamp,250,0,-1,0,234799,4,9,-1,0,50,0,2,4,0,0,2,0,0,18462,0,1,201,378,0,1,66,0,3,0,67,66,66,-3,1,67,1,-1,67,0,0,0,234799,4195330,1,234799,0,0,0,0,0,0,2,2,234799,5,62,0,263170,0,0,0,0,225174,0,0,234799,0,0,0,4,0,67,51,4,1,266586,0,0,234799,2,1,0,0,316,0,-1,0,532482,66
64,1,184,130000,1,1,255,1906,1,182,1,28,2,50,25,2,1,1,213,1,RC Lens,44,0,-1,0,204970,4,5,-1,0,90,1,1,4,0,0,7,0,0,38223,18,1,274,65,0,1,78,0,1,0,78,78,77,2,1,76,1,-1,76,1,0,0,204970,66688,1,208787,0,0,0,0,0,0,0,2,204970,2,64,0,66688,0,0,0,0,208787,0,0,208787,0,1,0,4,0,77,45,3,1,204970,0,0,204970,2,2,0,0,316,0,-1,0,139392,78
65,30,224,220000,106,1,36,1944,1,250,1,20,2,50,250,2,1,1,32,1,LOSC Lille,250,0,-1,0,262088,4,7,-1,0,65,0,1,4,0,0,5,0,0,50186,13,1,279,64,0,1,77,0,1,0,76,76,77,3,1,76,1,-1,76,1,0,0,262088,132104,1,262088,0,0,0,0,0,0,6,1,231318,7,65,0,132104,0,0,0,0,190674,0,0,262088,0,4,0,4,0,77,45,5,1,276048,0,0,262088,2,4,0,0,316,0,-1,0,4202504,75
66,250,250,450000,127,1,19,1950,1,180,1,250,2,45,1,2,1,1,56,1,Olympique Lyonnais,1,0,-1,0,265459,4,6,-1,0,65,1,1,4,0,0,8,0,0,59186,23,1,293,1819,0,1,77,0,1,0,75,75,76,4,1,74,1,-1,77,1,0,0,265459,132098,3,265459,0,0,0,0,0,0,5,4,265459,9,66,0,132098,0,0,0,0,219683,1,0,265459,0,7,0,4,0,77,45,1,1,225782,0,0,265459,2,4,0,0,366,0,-1,0,4202498,75
68,5,99,61000,250,1,250,1932,1,112,1,5,1,49,14,1,1,1,250,1,FC Metz,29,0,-1,0,234239,4,2,-1,0,30,0,1,4,0,0,3,0,0,28766,0,1,313,1823,0,1,72,0,3,0,71,72,71,6,2,71,1,-1,70,1,0,0,234239,270464,1,234239,0,0,0,0,0,0,2,2,234239,5,68,0,532608,0,0,0,0,225293,0,0,234239,0,0,0,4,0,71,45,1,1,234239,0,0,234239,2,1,0,0,316,0,-1,0,528512,70
69,30,224,500000,250,1,250,1924,1,250,1,35,2,43,33,2,1,1,250,1,AS Monaco,64,0,-1,0,275138,4,8,-1,0,65,0,1,4,0,0,3,0,0,18523,1,1,321,72,0,1,77,0,1,0,77,76,78,7,1,77,1,-1,77,0,0,0,232440,132230,0,232440,0,0,0,0,0,0,5,2,275138,7,69,0,132230,0,0,0,0,229261,0,0,232440,0,8,0,4,0,78,45,5,1,247463,0,0,275138,2,6,0,0,366,0,-1,0,4202630,77
70,90,1,45000,38,1,244,1974,1,250,1,148,1,43,250,1,1,1,148,1,Montpellier HSC,250,0,-1,0,205686,4,9,-1,0,30,0,2,4,0,0,2,0,0,22000,0,1,326,219,0,1,67,0,3,0,68,67,70,3,1,69,1,-1,69,1,0,0,205686,263168,1,205686,0,0,0,0,0,0,2,9,205686,8,70,0,525312,0,0,0,0,205686,0,0,205686,0,1,0,4,0,68,51,2,1,205686,0,0,205686,2,1,0,0,316,0,-1,0,532480,70
71,220,255,95000,44,1,1,1943,1,254,1,17,2,47,221,2,1,1,87,1,FC Nantes,57,0,-1,0,258619,4,3,-1,0,50,0,2,4,0,0,7,0,0,35322,18,1,337,74,0,1,72,0,3,0,72,72,71,-1,3,72,1,-1,72,1,0,0,258619,4202753,1,258619,0,0,0,0,0,0,4,5,258619,7,71,0,4198657,0,0,0,0,199482,1,0,258619,0,8,0,4,0,72,45,2,1,241130,0,0,258619,2,1,0,0,316,0,-1,0,264449,71
72,1,204,220000,1,1,1,1904,1,201,1,1,2,43,18,2,1,1,1,1,OGC Nice,27,0,-1,0,239093,4,6,-1,0,30,1,2,4,0,0,6,0,0,35596,0,1,344,69,0,1,76,0,3,0,74,74,74,7,2,74,1,-1,74,1,0,0,239093,263306,1,239093,0,0,0,0,0,0,3,2,239093,2,72,0,270474,0,0,0,0,210896,1,0,239093,0,4,0,4,0,75,45,4,1,256476,0,0,239093,2,4,0,0,316,0,-1,0,528522,72
73,62,1,3961520,41,62,200,1970,1,250,116,116,3,48,250,3,116,1,42,62,Paris Saint-Germain,250,0,-1,0,252145,4,10,-1,0,90,0,2,4,0,0,10,1,0,47929,0,1,373,219,0,1,86,0,1,0,85,86,85,2,1,86,1,-1,86,1,0,0,255253,66180,3,231443,0,0,0,0,1,0,16,3,231443,7,73,0,66180,0,0,0,0,207865,1,0,255253,0,13,0,4,0,85,45,10,1,231443,0,0,252145,2,10,0,0,366,0,-1,0,73860,85
74,24,202,170000,1,1,1,1901,1,250,1,10,2,48,250,2,1,1,1,1,Stade Rennais,250,0,-1,0,261616,4,6,-1,0,65,0,1,4,0,0,5,0,0,29778,0,1,400,71,0,1,76,0,1,0,75,75,78,-1,1,73,1,-1,74,1,0,0,261616,132100,1,261616,0,0,0,0,0,0,3,2,261616,10,74,0,132100,0,0,0,0,223874,0,0,261616,0,0,0,4,0,76,45,5,1,70415,0,0,261616,2,4,0,0,316,0,-1,0,4202500,76
76,102,51,120000,250,182,250,1906,182,1,182,204,2,48,159,2,182,182,250,182,RC Strasbourg,227,0,-1,0,263370,4,6,-1,0,65,0,2,4,0,0,7,0,0,26109,3,1,564,68,0,1,75,0,3,0,75,77,75,7,1,74,1,-1,75,1,0,0,263370,132098,1,263370,0,0,0,0,0,0,3,4,263370,6,76,0,132098,0,0,0,0,257090,0,0,263370,0,1,0,4,0,75,45,9,1,258437,0,0,263370,2,3,0,0,316,0,-1,0,4202498,75
