starrating,firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,facepsdlayer0,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,isrewardable,skinmakeup,trait1vweak,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,islicensed,teamid,trait1vequal,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,facepsdlayer1,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,trait1vstrong,accessorycolourcode2,facialhaircolorcode
3.0,,,,2180101,0,23,251,267686,0,190,3,0,232001,0,0,27,180,5509,145139,0,0,4195458,75,0,2,0,26541,1,0,0,12,532610,6,0,0,0,0,46,0,0,0,1,5718,0,1,0,0,82,161844,528514,0,13
4.5,Eddie,,Howe,1140401,0,1,287,232297,0,118,3,0,242101,0,0,2021,178,5511,144317,0,0,132224,75,1,2,0,232297,2,0,1,13,270464,2,0,0,0,0,14,0,0,0,3,5510,4,1,0,0,81,160367,4198528,0,1
3.5,Sean,,Dyche,2290000,0,17,299,51404,0,25,3,0,252001,0,0,3500,183,5722,141971,0,0,132416,86,1,2,0,51404,1,0,1,14,263488,6,1,0,0,0,14,0,0,0,3,5510,4,3,0,0,82,161810,4202816,0,12
3.0,,,,60000,6,0,287,249814,0,641,3,0,253101,0,0,2030,183,5558,145139,0,0,263424,75,0,2,0,26541,2,0,0,15,4202752,6,0,0,0,0,18,0,0,0,2,5567,0,2,0,0,81,161692,528640,0,0
2.5,,,,2290000,0,3,255,82664,0,181,3,0,232001,0,0,3517,180,5555,145139,0,0,263296,75,0,6,0,26543,2,0,0,17,4195456,7,0,0,0,0,21,0,0,0,2,5551,2,3,0,0,81,161855,532608,0,3
4.0,Thomas,,Frank,240501,6,6,0,250581,0,10,3,0,252102,0,0,2004,182,5509,142805,0,0,66692,75,1,6,0,250581,2,0,1,18,66692,5,1,0,0,0,13,0,0,0,3,5713,0,4,0,0,81,161679,139396,0,22
4.0,Nuno Herlander,Nuno Espírito Santo,Espírito Santo,2320101,0,23,40,250187,0,26,3,0,253101,0,0,2517,188,5511,142913,0,0,4195472,75,0,3,0,250187,5,0,1,19,532624,9,0,0,0,0,38,0,0,0,7,5707,4,4,0,0,85,161786,528528,0,9
4.0,Vincent,,Kompany,2150000,0,0,247,251204,0,3011,0,0,223101,0,0,1001,190,5509,147371,0,0,131716,75,1,2,0,139720,6,0,1,21,131716,9,0,0,0,0,7,0,0,1,6,5520,4,6,0,0,5,160585,263300,0,0
4.5,,,,40301,0,23,243,3800,0,57,3,0,233101,0,0,2002,178,5509,145139,0,0,132228,72,0,6,0,26541,2,0,0,22,132228,6,0,0,0,0,10,0,0,0,2,5717,0,2,0,0,82,160602,270468,0,9
2.5,,,,60000,0,5,251,81563,0,12,1,0,242102,0,0,22,183,5520,145139,0,0,132098,75,0,0,0,26540,2,0,0,23,270338,1,1,0,0,0,37,0,0,0,2,5728,0,2,0,0,82,161774,4198402,0,12
3.5,,,,60101,0,19,259,73498,0,114,3,0,223101,0,0,48,189,5557,145139,0,0,132098,75,0,2,0,26541,3,0,0,25,263170,6,0,0,0,0,21,0,0,0,3,5707,0,3,0,0,84,161333,4202498,0,0
1.5,Daniel,,Brinkmann,2150301,0,2,243,75593,0,655,0,0,234101,0,0,3,193,5510,147300,0,0,263424,75,0,2,0,75593,2,0,1,27,4195584,5,1,0,0,1,21,0,0,0,2,5707,0,1,0,0,85,161457,532736,0,2
3.0,,,,60101,0,6,35,71014,0,667,3,0,223101,0,0,4005,182,5511,145139,0,0,263169,75,0,2,0,26543,3,0,0,28,4202497,7,0,0,0,0,21,0,0,0,3,5520,2,3,0,0,82,161193,528385,0,6
2.5,,,,2310101,0,6,246,169229,0,0,3,0,232001,0,0,3513,174,5521,145139,0,0,263169,68,0,0,0,26538,3,0,0,29,4202497,2,1,0,0,0,21,0,0,0,3,5552,4,1,0,0,88,161628,528385,0,6
3.0,,,,2330101,0,2,255,249957,0,186,3,0,232001,0,0,2515,178,5552,145139,0,0,263296,75,0,0,0,26541,3,0,0,31,4202624,6,1,0,0,0,21,0,0,0,3,5522,0,1,0,0,82,160237,528512,0,3
3.5,,,,2160501,0,5,0,249835,0,154,3,0,242101,0,0,2008,184,5556,145139,0,0,132096,75,0,2,0,26541,2,0,0,32,263168,6,0,0,0,0,13,0,0,0,2,5508,0,3,0,0,82,161767,4202496,0,1
1.5,Markus,,Kauczinski,70101,0,23,287,250028,0,114,0,0,252102,0,1,1520,170,5511,141478,0,0,263184,75,0,0,0,250028,1,0,1,33,4195344,2,1,0,300,1,21,0,0,0,1,5707,0,1,0,0,89,160367,532496,0,23
3.0,,,,60201,0,23,40,260437,0,155,3,0,242101,0,0,1546,184,5557,145139,0,0,132097,75,0,2,0,26543,4,0,0,34,139265,7,1,0,0,0,4,0,0,0,4,5718,2,4,0,0,82,161667,266241,0,23
4.5,,,,2080000,0,5,62,251527,0,3011,1,0,232001,0,0,34,178,5527,145139,0,0,66561,75,0,0,0,26540,3,0,0,36,66561,1,0,0,0,0,21,0,0,0,3,5728,0,3,0,0,82,160878,139265,0,23
3.0,,,,240101,7,8,0,249571,0,234,3,0,250101,0,0,3516,182,5527,145139,0,0,4195456,75,0,0,0,26542,3,0,0,38,532608,3,1,0,0,0,21,0,0,0,3,5729,4,3,0,0,82,159261,528512,0,5
4.5,Luciano,,Spalletti,2320101,0,8,45,249931,0,0,0,0,250101,0,0,25,180,5555,137475,0,0,66624,75,0,3,0,249931,4,0,1,45,66624,9,1,0,0,1,27,0,0,0,4,5517,0,4,0,0,82,161819,139328,0,23
4.5,Antonio,,Conte,2010000,0,19,0,1067,0,125,0,0,252001,0,0,1502,178,5509,141274,0,0,132228,73,1,2,0,1067,3,0,1,48,132228,2,1,0,0,0,27,0,0,0,3,5713,4,4,0,0,82,161333,270468,0,3
2.0,Carlos,Carlos Cuesta,Cuesta García,2150301,0,3,58,79171,0,93,0,0,232101,0,0,4,180,5555,150768,0,0,263176,75,0,2,0,79171,4,0,1,50,4202504,4,0,0,0,1,45,0,0,0,4,5551,0,4,0,0,82,161698,528392,0,3
4.5,,,,2150101,6,8,0,249472,0,104,3,0,263205,0,0,3501,177,5509,145139,0,0,132164,75,0,1,0,26542,2,0,0,52,263236,3,1,0,0,0,27,0,0,0,2,5514,4,2,0,0,82,161698,4202564,0,9
3.0,Marco,,Baroni,2320101,7,9,38,249993,0,641,0,0,253101,0,0,3509,185,5509,139124,0,0,135176,75,0,2,0,249993,1,0,1,54,264200,9,0,0,0,1,27,0,0,0,1,5566,0,8,0,0,85,161698,4196360,0,9
3.0,Kosta,,Runjaić,1130401,0,9,287,249867,0,177,0,0,244101,0,0,30,177,5509,141947,0,0,132104,75,0,2,0,249867,2,0,1,55,139272,2,0,0,0,1,21,0,0,0,2,5567,0,2,0,0,83,161333,266248,0,0
2.5,,,,2150101,0,9,0,249132,0,105,1,0,232001,0,0,3513,176,5509,145139,0,0,270465,75,0,0,0,26540,2,0,0,57,4198529,1,0,0,0,0,18,0,0,0,2,5523,0,1,0,0,82,160719,526465,0,0
1.5,,,,50000,0,23,3,250356,0,3022,1,0,253101,0,0,67,180,5511,145139,0,0,263232,75,0,2,0,26540,2,0,0,58,4202560,1,0,0,0,0,18,0,0,0,2,5569,0,1,0,0,82,161835,528448,0,23
3.0,,,,2320101,0,23,253,250556,0,198,1,0,232001,0,0,17,176,5509,145139,0,0,263170,75,0,3,0,26540,2,0,0,62,4195330,1,0,0,0,0,18,0,0,0,2,5718,0,3,0,0,81,161300,532482,0,22
3.5,,,,60101,0,21,259,279795,0,148,3,0,223101,0,0,57,178,5527,145139,0,0,66688,75,0,2,0,26543,2,0,0,64,73856,7,0,0,0,0,18,0,0,0,2,5520,2,2,0,0,82,161669,135296,0,0
3.5,,,,40101,0,8,16,249073,0,230,3,0,232001,0,0,3510,172,5511,145139,0,0,132104,75,0,0,0,26539,1,0,0,65,132104,1,0,0,0,0,18,0,0,0,1,5520,4,1,0,0,88,161307,270344,0,8
3.5,,,,60101,0,22,287,250262,0,667,3,0,253101,0,0,25,188,5509,145139,0,0,132098,75,0,2,0,26543,4,0,0,66,132098,7,1,0,0,0,38,0,0,0,4,5514,2,4,0,0,84,161547,270338,0,22
2.5,,,,60101,1,8,30,72676,0,147,3,3,232201,0,1,41,183,5511,145139,0,0,4195456,75,0,2,0,26537,2,0,0,68,532608,1,0,0,300,0,18,0,0,0,2,5707,0,2,0,0,82,161901,528512,0,8
3.0,,,,2150000,0,6,30,73757,0,141,1,0,232001,0,0,1511,181,5509,145139,0,0,132230,75,0,2,0,26540,2,0,0,69,132230,1,0,0,0,0,7,0,0,0,2,5500,0,1,0,0,81,161800,270470,0,5
2.0,,,,60201,0,0,27,78107,0,0,4,0,240101,0,0,1024,182,5552,145139,0,0,132096,75,0,2,0,26545,9,0,0,70,139264,9,0,0,0,0,18,0,0,0,9,5713,1,9,0,0,81,161614,266240,0,23
2.5,,,,60101,0,22,246,275125,0,660,3,0,253101,0,0,1549,185,5557,145139,0,0,270593,75,0,2,0,26544,5,0,0,71,4198657,9,0,0,0,0,129,0,0,0,5,5510,4,5,0,0,85,161861,526593,0,0
3.0,,,,2320000,0,9,0,167942,0,696,1,0,253101,0,0,1520,177,5509,145139,0,0,132234,75,0,0,0,26540,2,0,0,72,270474,1,1,0,0,0,18,0,0,0,2,5523,0,2,0,0,81,161879,4198538,0,8
5.0,Luis Enrique,Luis Enrique,Martínez García,1140000,1,8,259,249948,0,150,3,0,252001,0,0,47,180,5509,141555,0,0,66180,75,1,2,0,249948,3,0,1,73,66180,6,1,0,0,0,45,0,0,0,3,5567,4,6,0,0,81,160971,132228,0,8
3.0,,,,60101,0,22,245,72146,0,241,4,0,220101,0,1,1013,182,5557,145139,0,0,132100,75,0,2,0,26545,7,0,0,74,132100,9,1,0,300,0,136,0,0,0,7,5713,1,6,0,0,82,161546,270340,0,23
3.0,,,,2080101,0,9,251,271713,0,243,1,0,242101,0,0,1507,173,5557,145139,0,0,132098,75,0,2,0,26540,4,0,0,76,139266,1,0,0,0,0,14,0,0,0,4,5510,0,4,0,0,87,161888,266242,0,23
1.0,Peter,,Leven,50503,6,20,255,82969,0,189,0,0,242101,0,0,4019,180,5511,146445,0,0,263424,75,0,0,0,82969,2,0,1,77,4202752,10,0,0,0,1,42,0,0,0,2,5521,0,2,0,0,82,161885,528640,0,20
2.5,Martin,,O'Neill,60201,7,9,0,250036,0,29,0,0,263205,0,1,4017,178,5510,134913,0,0,66708,75,0,6,0,250036,2,0,1,78,66708,2,1,0,300,1,35,0,0,0,2,5510,0,2,0,0,81,161886,139412,0,9
2.0,John,,McGlynn,60201,7,24,0,78918,0,0,0,0,242101,0,1,2,180,5511,138493,0,0,263168,75,0,2,0,78918,1,0,1,79,4202496,9,0,0,300,1,42,0,0,0,1,5510,0,1,0,0,82,160544,528384,0,15
3.0,Derek,,McInnes,2310101,6,8,252,51495,0,1106,0,0,252102,0,0,1526,170,5509,141978,0,0,66708,65,0,2,0,51495,3,0,1,80,66708,6,0,0,0,1,42,0,0,0,3,5508,0,4,0,0,89,161655,139412,0,9
2.5,David,,Gray,60201,0,3,243,268731,0,0,0,0,242101,0,0,1,180,5509,148126,0,0,263188,75,0,2,0,268731,2,0,1,81,4202516,1,0,0,0,1,42,0,0,0,2,5713,0,2,0,0,82,161308,528404,0,18
1.5,Neil,,McCann,30401,6,19,246,250153,0,189,0,0,252001,0,0,41,178,5529,143111,0,0,263496,75,0,6,0,250153,3,0,1,82,4202824,1,1,0,0,1,42,0,0,0,3,5504,0,3,0,0,81,161887,528712,0,22
1.5,Jens Berthel,,Askou,2190101,0,1,287,249660,0,0,0,0,232101,0,0,2027,190,5527,146041,0,0,4195400,75,0,2,0,249660,2,0,1,83,532552,2,1,0,0,1,13,0,0,0,2,5707,0,1,0,0,85,161679,528456,0,1
3.0,Danny,,Röhl,2150301,0,3,1,278857,0,663,0,0,223101,0,0,4013,184,5517,148485,0,0,66688,75,0,2,0,278857,2,0,1,86,66688,2,1,0,0,1,21,0,0,0,2,5517,0,1,0,0,81,161809,139392,0,6
2.5,,,,60401,6,0,0,73491,0,150,3,0,242102,0,0,3513,177,5509,145139,0,0,263304,75,0,2,0,26543,1,0,0,88,4195464,7,0,0,0,0,14,0,0,0,1,5551,2,1,0,0,82,161308,532616,0,3
2.5,,,,50403,0,23,251,53853,0,293,3,0,242101,0,0,3500,170,5557,145139,0,0,263233,69,0,6,0,26541,1,0,0,89,4202561,6,1,0,0,0,50,0,0,0,1,5566,0,1,0,0,88,161185,528449,0,8
3.0,,,,60101,0,19,251,53686,0,1106,3,0,242201,0,0,3505,183,5510,145139,0,0,263249,84,0,2,0,26541,2,0,0,91,4202577,6,0,0,0,0,14,0,0,0,2,5510,0,2,0,0,83,161560,528465,0,23
1.0,,,,2120000,0,9,243,100707,0,294,3,0,242102,0,0,15,191,5509,145139,0,0,132160,82,0,2,0,26541,4,0,0,92,132160,6,0,0,0,0,205,0,0,0,4,5725,0,4,0,0,85,161116,270400,0,9
3.5,,,,60201,0,8,246,266184,0,39,3,0,232001,0,0,47,185,5509,145139,0,0,132226,71,0,2,0,26541,2,0,0,94,132226,6,0,0,0,0,35,0,0,0,2,5552,0,2,0,0,85,160405,270466,0,22
2.5,,,,30301,0,0,0,63002,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,263168,75,0,0,0,26537,2,0,0,95,4195328,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,532480,0,0
3.0,,,,60000,0,24,0,2629,0,26,3,0,252102,0,0,3510,170,5527,145139,0,0,263240,70,0,2,0,26538,2,0,0,97,4202568,2,0,0,0,0,42,0,0,0,2,5520,4,2,0,0,88,161515,528456,0,5
3.5,Régis,,Le Bris,60101,0,22,0,270696,0,150,0,0,243101,0,0,1510,180,5558,143593,0,0,4195392,75,1,2,0,270696,1,0,1,106,532544,4,0,0,0,0,18,0,0,0,3,5722,0,1,0,0,82,161324,528448,0,6
3.0,,,,60101,0,0,3,71667,0,123,1,0,233101,0,0,3517,173,5527,145139,0,0,263192,75,0,2,0,26540,2,0,0,109,4195352,1,0,0,0,0,50,0,0,0,2,5565,0,2,0,0,88,161892,532504,0,0
3.0,Rob,,Edwards,60101,0,6,255,102001,0,176,0,0,223101,0,0,2010,185,5509,146169,0,0,4195336,74,0,2,0,102001,2,0,1,110,532488,2,0,0,0,0,50,0,0,0,3,5707,4,2,0,0,84,161833,528392,0,5
2.5,,,,30301,0,0,0,268328,0,16,3,0,223101,0,0,1,180,5511,145139,0,0,0,75,0,0,0,26537,2,0,0,111,0,1,0,0,0,0,70,0,0,0,2,5570,0,1,0,0,83,161517,0,0,0
2.5,,,,30301,0,0,0,268329,0,16,3,0,223101,0,0,1,180,5529,145139,0,0,0,75,0,0,0,26537,2,0,0,112,0,1,0,0,0,0,95,0,0,0,2,5502,0,1,0,0,83,161517,0,0,0
1.0,,,,60101,0,3,259,272649,0,693,3,0,223101,0,0,2009,178,5511,145139,0,0,132098,75,0,2,0,26541,2,0,0,121,139266,6,0,0,0,0,14,0,0,0,2,5510,0,1,0,0,81,160728,266242,0,3
1.0,,,,60101,0,8,245,250077,0,0,3,0,242102,0,0,51,175,5509,145139,0,0,270336,75,0,2,0,26538,1,0,0,127,4198400,2,0,0,0,0,14,0,0,0,1,5718,4,2,0,0,83,161601,526336,0,23
0.5,,,,60201,0,23,58,78417,0,160,3,0,232201,0,1,11,175,5511,145139,0,0,132176,75,0,2,0,26541,2,0,0,135,132176,6,0,0,300,0,25,0,0,0,2,5707,0,2,0,0,83,160468,270416,0,23
1.5,,,,2150101,0,5,246,249499,0,289,3,0,242102,0,0,3500,178,5511,145139,0,0,263306,75,0,0,0,26539,1,0,0,142,4195466,1,0,0,0,0,35,0,0,0,1,5707,4,4,0,0,82,160917,532618,0,8
1.5,,,,1450101,0,0,287,45098,0,115,1,0,232001,0,0,2005,185,5511,145139,0,0,270466,74,0,0,0,26540,2,0,0,143,4198530,1,1,0,0,0,42,0,0,0,2,5510,0,1,0,0,86,160717,526466,0,6
4.0,Marco Alexandre,Marco Silva,Saraiva da Silva,2320000,0,3,45,178609,0,177,3,0,242101,0,0,30,180,5509,144177,0,0,132224,75,1,2,0,178609,3,0,1,144,270464,4,0,0,0,0,38,0,0,0,3,5713,4,4,0,0,82,160237,4198528,0,8
1.5,,,,60101,0,9,255,279147,0,154,3,0,223101,0,0,3500,175,5511,145139,0,0,263178,75,0,2,0,26543,2,0,0,149,4202506,7,0,0,0,0,14,0,0,0,2,5510,2,2,0,0,82,161102,528394,0,20
2.0,,,,2080102,0,3,251,267907,0,167,1,0,242102,0,0,1508,191,5725,145139,0,0,263170,75,0,6,0,26540,2,0,0,159,4195330,1,1,0,0,0,21,0,0,0,2,5569,0,1,0,0,85,160949,532482,0,3
2.5,,,,2290101,0,9,0,250629,0,0,3,0,252001,0,0,57,184,5509,145139,0,0,263236,75,0,2,0,26538,3,0,0,160,4202564,2,1,0,0,0,21,0,0,0,3,5520,4,2,0,0,82,161795,528452,0,9
1.5,Claus-Dieter,,Wollitz,2080000,0,22,251,249148,0,3011,0,0,261001,0,1,1555,186,5527,139801,0,0,270464,75,0,2,0,249148,4,0,1,162,4198528,1,1,0,300,1,21,0,0,0,4,5566,0,4,0,0,85,160237,526464,0,22
3.0,,,,60101,0,27,287,249545,0,290,3,0,223101,0,0,33,175,5511,145139,0,0,263172,75,0,2,0,26539,1,0,0,165,4202500,1,0,0,0,0,21,0,0,0,1,5566,4,1,0,0,83,161851,528388,0,23
2.5,,,,2120101,0,3,243,102133,0,189,1,0,232001,0,0,2,178,5520,145139,0,0,270336,72,0,0,0,26540,2,0,0,166,4198400,1,0,0,0,0,21,0,0,0,2,5522,0,1,0,0,82,161564,526336,0,8
4.0,,,,60101,0,8,1,250625,0,117,3,0,252102,0,0,2003,178,5557,145139,0,0,66562,75,0,2,0,26542,2,0,0,169,73730,3,0,0,0,0,47,0,0,0,2,5510,4,2,0,0,82,161857,135170,0,9
2.0,,,,60201,6,3,287,269708,0,221,1,0,232101,0,0,2015,184,5511,145139,0,0,263168,75,0,2,0,26540,2,0,0,171,4195328,1,0,0,0,0,21,0,0,0,2,5566,0,2,0,0,82,161312,532480,0,3
2.0,,,,70101,0,19,0,78359,0,65,1,0,234102,0,0,2,183,5511,145139,0,0,4195329,75,0,0,0,26540,2,0,0,175,532481,1,0,0,0,0,21,0,0,0,2,5569,0,3,0,0,81,161829,528385,0,6
1.5,Steven,,Pressley,60101,0,1,30,3448,0,10,0,0,252102,0,0,22,183,5511,142807,0,0,263172,70,0,2,0,3448,2,0,1,180,4202500,1,0,0,0,1,42,0,0,0,2,5525,0,2,0,0,83,161669,528388,0,24
2.5,Jim,,Goodwin,2010000,0,24,289,251865,0,65,0,0,232101,0,0,2008,183,5529,145769,0,0,263168,75,0,2,0,251865,2,0,1,181,4202496,2,0,0,0,1,25,0,0,0,2,5713,0,1,0,0,82,160845,528384,0,24
4.0,Vincenzo,,Italiano,1130000,0,9,251,251172,0,0,1,0,242101,0,0,1509,171,5509,144328,0,0,132228,75,1,2,0,251172,2,0,1,189,132228,4,1,0,0,0,27,0,0,0,3,5566,0,3,0,0,88,161349,270468,0,9
3.0,Thomas,,Letsch,80301,0,0,287,250582,0,0,0,0,242101,0,0,11,190,5555,140935,0,0,66688,75,0,2,0,250582,4,0,1,191,66688,5,0,0,0,1,21,0,0,0,4,5522,0,4,0,0,84,161503,139392,0,23
1.0,Giorgio,,Gorgone,60201,0,22,251,82226,0,3011,0,0,233101,0,0,4,176,5555,143841,0,0,4195456,75,0,2,0,82226,2,0,1,200,532608,3,0,0,0,1,27,0,0,0,2,5510,0,1,0,0,82,161832,528512,0,23
3.0,Giovanni,,Stroppa,2310000,0,6,259,104061,0,103,0,0,252102,0,0,4006,180,5509,140720,0,0,4195584,80,0,1,0,104061,2,0,1,205,525568,3,0,0,0,1,27,0,0,0,2,5567,0,1,0,0,83,161698,532736,0,22
3.0,Paolo,,Zanetti,2320000,0,19,260,251109,0,77,3,0,242101,0,0,2016,184,5511,146160,0,0,4195334,75,1,2,0,251109,1,0,1,206,532486,4,0,0,0,0,27,0,0,0,5,5505,4,1,0,0,83,161349,528390,0,5
2.5,Fabio,,Ingolitsch,1140000,0,5,243,75543,0,189,0,0,232101,0,0,2009,180,5557,149563,0,0,66698,75,0,2,0,75543,2,0,1,209,73866,5,0,0,0,1,4,0,0,0,2,5567,0,1,0,0,82,161882,135306,0,20
2.0,Mario,,Kovacevic,2150000,0,22,255,79143,0,655,0,0,242101,0,0,3500,180,5555,143390,0,0,270336,75,0,2,0,79143,4,0,1,211,4198400,8,0,0,0,1,10,0,0,0,4,5718,0,4,0,0,82,161684,526336,0,23
2.5,,,,2150000,0,0,0,250201,0,0,3,0,232001,0,0,2020,182,5509,145139,0,0,263176,75,0,0,0,26538,3,0,0,217,4202504,2,1,0,0,0,18,0,0,0,3,5713,4,4,0,0,83,161325,528392,0,8
4.0,,,,2320101,0,0,245,157767,0,63,3,0,240201,0,0,1548,175,5509,145139,0,0,132224,66,0,2,0,26543,4,0,0,219,132224,7,1,0,0,0,27,0,0,0,4,5567,2,3,0,0,82,161331,270464,0,23
3.0,Besnik,,Hasi,2150101,6,23,30,249055,0,172,0,0,250101,0,0,1533,177,5557,142155,0,0,66564,75,0,6,0,249055,3,0,1,229,66564,1,1,0,0,1,1,0,0,0,3,5505,0,4,0,0,82,161607,139268,0,9
3.5,Joseph,,Oosting,2320101,0,3,243,254511,0,0,0,0,232001,0,0,3500,180,5727,142186,0,0,263184,75,0,0,0,254511,1,0,1,230,4202512,3,0,0,0,1,34,0,0,0,1,5727,0,1,0,0,82,161851,528400,0,9
3.0,Ivan,,Leko,40101,0,23,289,6016,0,167,0,0,242101,0,0,2016,179,5557,144387,0,0,66688,79,0,2,0,6016,1,0,1,231,66688,4,0,0,0,1,10,0,0,0,1,5552,0,1,0,0,82,161858,139392,0,9
2.0,Vincent,,Euvrard,60401,0,5,287,256523,0,655,0,0,252102,0,0,2004,184,5511,145881,0,0,270336,75,0,2,0,256523,2,0,1,232,4198400,8,0,0,0,1,7,0,0,0,2,5508,0,1,0,0,82,161333,526336,0,5
4.0,José Mário,José Mourinho,dos Santos Mourinho,2090401,0,24,259,232425,0,154,3,0,260101,0,0,2508,176,5561,138896,0,0,66562,75,1,2,0,232425,2,0,1,234,66562,3,1,0,0,0,38,0,0,0,3,5713,4,3,0,0,82,161777,139266,0,9
4.0,Francesco,,Farioli,40101,0,0,253,263710,0,63,0,0,231102,0,0,3514,174,5509,148467,0,0,132225,75,0,1,0,263710,4,0,1,236,132225,7,1,0,0,1,27,0,0,0,4,5566,0,4,0,0,87,160967,270465,0,22
4.0,Rui Manuel,Rui Borges,Gomes Borges,2150000,7,9,252,264687,0,199,0,0,242201,0,0,42,173,5555,145633,0,0,132224,75,1,2,0,264687,5,0,1,237,132224,4,0,0,0,0,38,0,0,0,2,5724,0,5,0,0,88,161511,270464,0,23
4.5,Diego,,Simeone,40401,0,0,45,5571,0,683,1,0,250101,0,0,1517,177,5509,141545,0,0,132224,77,1,2,0,5571,4,0,1,240,132224,6,1,0,0,0,52,0,0,0,4,5500,0,4,0,0,81,156759,270464,0,23
4.5,Hans-Dieter,,Flick,60201,0,6,243,254149,0,150,3,0,252102,0,0,3510,177,5558,139656,0,0,131712,75,0,6,0,254149,3,0,1,241,131712,2,0,0,0,0,21,0,0,0,4,5566,4,4,0,0,82,161333,263296,0,8
2.5,Antonio,Antonio Hidalgo,Hidalgo Morilla,2150101,6,23,288,257581,0,160,0,0,233101,0,0,1519,183,5509,144751,0,0,263304,75,0,3,0,257581,4,0,1,242,4195464,3,0,0,0,1,45,0,0,0,4,5713,0,4,0,0,81,161698,532616,0,22
3.5,Álvaro,Álvaro Arbeloa,Arbeloa Coca,2150201,0,0,40,83119,0,678,0,0,233101,0,0,4,184,5529,146192,0,0,66176,75,1,2,0,146741,2,0,1,243,66176,3,0,0,0,0,45,0,0,0,2,5566,0,1,0,0,81,161893,132224,0,0
