ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
46,27,16,-23,-26,-17,-58,-7,63,42,52,91,36,-1,92,34,-1,-28,-11,29,5,76,40,-12,26,-25,-17,-22,-6,13,-37,9,21,46,30,34,15,41,-3,-15,-49,-71,13,85,-27,26,-3,16,58,19,44,91,5,-60,8,26,-16,-16,20,19,45,-55,-68,57,-10,8,-20,15,40,-17,39,-29,-73,-29,-25,52,-32,3,12,-27,30,2,11,93,-14,14,62,-19,11,57,14,67,4,82,-11,-19,-22,-42,-29,-14,-83,40,-52,-84,15,-9,-36,34,82,-9,36,65,-24,-2,-15,10,-17,5,25,32,-66,79,-92,15,-8,24,27,-22,24,48,-51,-3,-69,34,32,56,-10,-92,0,28,15,13,40,33,22,-58,48,41,-5,81,38,-15,22,43,-60,41,-45,62,19,26,10,-50,52,33,45,-5,6,67,38,-2,-19,86,0,-8,88,4,-22,31,-13,60,-17,6,52,30,83465
10,-11,57,-29,-7,-11,-26,35,-5,38,57,54,-54,1,12,4,25,67,43,4,-2,72,64,90,27,64,3,-31,12,-58,-35,12,36,-17,27,32,0,6,40,-11,-5,-37,40,88,-11,64,41,24,73,-52,28,82,10,-29,10,26,-17,-12,11,-3,26,-52,-85,27,4,-19,-33,26,73,91,60,28,-38,33,11,37,62,0,-15,-3,7,-22,23,16,-18,4,17,-28,6,-5,44,13,-25,64,-12,-27,8,6,1,-7,-95,24,-5,-90,-33,-8,-17,-48,71,-17,-24,71,-34,15,2,-25,60,-3,0,33,-26,77,-2,1,100,20,28,-29,69,65,-49,2,-86,56,28,23,20,-4,13,50,40,6,2,65,67,-29,45,38,97,65,23,63,37,1,-38,33,-1,70,0,24,3,0,15,31,3,70,-1,73,45,11,-84,69,11,13,92,-3,-15,-55,7,15,24,-6,40,22,83494
6,-60,70,-29,-1,-22,5,16,-25,3,-61,71,50,-20,26,34,-6,-16,-20,-12,22,33,20,37,18,-1,-5,-23,-52,-72,22,23,31,56,-29,16,-22,37,-20,42,-100,-27,-14,100,43,80,9,26,54,-58,-9,34,20,-86,35,43,19,-21,16,-6,-8,34,-42,90,18,-4,-18,28,89,37,26,11,-33,21,4,-49,-3,11,-49,-18,2,12,-2,42,-5,20,31,11,16,-23,-11,38,-24,36,32,-13,-20,21,5,-13,-74,-44,41,-75,-24,-7,-95,9,70,25,-55,72,36,-24,1,-24,18,22,13,62,-82,42,-94,37,-28,0,15,-27,64,-6,35,49,-49,35,-14,-4,-2,-83,7,40,-4,36,26,-41,63,-79,78,3,-32,67,-11,-1,32,39,14,18,24,58,-13,0,10,38,33,23,-7,-1,23,58,92,-19,-23,89,5,8,95,25,-88,51,-19,29,13,7,93,-16,83707
2,99,52,-7,34,-14,-17,16,22,8,4,76,72,26,30,15,28,-1,-17,23,3,42,47,15,12,14,30,-14,-24,-44,-8,31,33,-27,-11,15,11,-11,32,58,8,15,32,65,54,52,-8,24,81,-49,27,95,33,-89,67,-33,-13,-16,41,7,29,-23,58,37,-11,41,-14,19,57,17,42,11,21,10,-22,19,-6,-9,92,27,8,41,41,31,79,9,47,-17,40,18,-25,-28,12,45,0,82,20,-15,-26,27,-41,6,5,-40,-33,29,22,3,14,0,-25,2,10,-2,31,9,16,-7,63,-20,-90,94,-45,15,-22,10,60,-7,57,-30,-20,63,60,69,16,51,26,-44,22,72,-26,16,16,-33,56,-24,75,9,-20,85,16,4,56,-11,-18,12,-17,1,5,60,0,7,-24,12,18,6,3,80,71,-6,-46,14,21,19,67,-5,17,74,-3,48,8,5,37,-15,83759
-4,11,-100,0,-4,0,-54,-54,35,0,-6,0,42,4,-6,-29,-45,8,1,-23,-10,77,24,0,100,5,15,-2,-100,27,77,-33,-91,29,-42,2,-38,-66,-85,16,80,-1,-87,-100,24,-56,-7,100,-24,28,-24,-46,-38,46,4,-11,-69,0,-20,3,-25,33,-100,9,-27,67,-7,100,-62,-3,29,-68,-12,-43,-7,10,10,-24,8,-6,0,43,-30,-29,19,1,100,-100,-19,35,-89,-44,-5,70,51,12,1,-83,0,-19,1,17,-9,36,0,-34,6,16,-56,54,1,-21,85,-100,32,-1,1,0,-10,-18,72,-46,-6,-7,24,19,-47,0,2,-67,31,51,-100,-6,20,-23,2,-5,-27,-10,-89,-5,-26,-73,2,25,-20,0,22,0,-15,7,45,-64,-56,0,-86,-16,-32,-38,-48,-39,-44,100,-14,3,-3,-22,13,-100,-40,-63,-25,-32,-100,0,0,30,7,100,-68,-60,41,-38,83781
40,8,68,-17,-16,13,-40,13,60,26,-77,92,74,-19,74,18,-6,-9,87,25,-17,75,57,-3,41,36,-3,-56,-56,-78,-10,22,26,-10,64,49,-11,42,24,-5,-20,-14,33,81,-11,1,88,11,91,-78,44,60,17,-68,-30,-24,-1,14,32,11,43,-100,16,-4,-57,83,-52,5,-1,0,57,0,-5,3,-48,-84,-11,-54,-13,-19,9,77,5,76,5,6,74,-8,30,52,-24,-9,-9,76,2,-4,-19,19,-47,26,-87,-99,-25,-76,51,35,54,50,100,9,-80,52,10,-8,3,-11,36,16,-24,-14,-71,60,-100,43,-8,-1,14,-15,88,-52,-97,-41,20,76,32,42,-57,-100,21,73,-22,47,26,-50,87,-82,32,26,-3,78,-7,13,29,31,-46,52,14,55,-11,9,-15,-28,-15,41,34,14,-15,99,32,-6,-3,100,21,-65,87,16,64,77,-20,77,2,-14,-5,62,83813
35,69,46,-2,-28,23,-71,71,47,39,79,100,52,36,24,7,-79,4,-14,47,-62,41,85,39,34,-41,-4,-19,-12,38,-7,19,20,-63,58,68,-41,76,51,8,-50,-41,64,62,30,-58,-4,-21,77,36,-3,38,15,-63,51,-81,43,24,54,-8,-3,7,8,22,-60,25,-20,-22,-67,39,86,50,-36,52,-30,56,6,-52,65,-20,1,33,-55,25,85,2,84,17,39,41,29,-58,45,44,44,58,31,-77,-33,49,-28,47,-48,-34,54,50,32,86,92,43,-75,9,29,-37,-15,48,-39,-31,41,-83,-67,16,-38,43,50,13,-3,-2,2,-33,11,0,20,49,40,5,-36,-35,21,34,24,46,15,-38,4,-31,56,39,51,84,23,39,63,55,-76,73,-85,23,-48,-27,9,-43,-74,39,67,45,-63,86,68,-41,16,93,24,-45,69,-30,39,55,-35,82,58,14,28,58,84064
-10,69,55,-12,3,2,100,51,-8,37,-33,42,20,20,40,11,22,31,-13,17,5,41,29,67,0,38,29,-23,7,-100,14,40,77,-16,-21,0,45,46,18,-9,-93,-47,17,57,-11,9,-8,9,84,-100,-20,66,39,-51,28,-2,50,0,43,0,-22,-19,45,82,23,17,-26,10,11,71,22,76,-52,52,-29,-37,24,33,71,4,3,17,22,40,16,1,-4,50,42,8,4,19,7,36,-17,23,35,77,-34,12,-66,-49,-12,-65,4,14,-24,-54,57,-15,55,2,-6,41,41,0,40,-5,44,5,-49,66,-20,2,61,29,99,-13,44,73,-19,-4,46,38,0,9,-79,-25,35,38,2,13,11,67,45,-19,48,37,52,50,34,73,69,40,95,0,73,8,37,95,-16,-5,22,0,15,73,7,81,48,39,-79,54,31,-87,60,-3,-21,27,-3,-4,73,-14,72,-28,84103
-4,56,40,6,-7,4,-81,-22,-16,40,-57,61,28,-68,100,7,-7,-2,41,19,-38,16,70,27,26,28,-20,-29,-54,-67,-1,15,-2,-40,39,15,17,33,20,-21,-52,48,17,44,-21,49,32,25,52,-70,-5,60,27,-95,-7,22,-28,5,33,17,1,-65,8,70,21,84,-28,19,58,26,72,-22,56,-27,-18,-70,-4,23,54,-1,8,80,-8,99,-19,9,57,-51,32,-21,-38,-48,-22,30,-13,-17,-67,-44,-18,1,-58,-100,-67,-40,-14,2,14,21,100,-11,-70,45,27,-38,-30,-27,13,15,-9,43,-100,72,-49,20,-19,-49,2,6,65,-24,-69,23,9,47,5,3,-40,-51,4,52,-48,23,16,-20,65,-60,43,41,-19,71,-40,1,22,44,-84,5,-46,43,17,3,-18,-65,-46,26,14,10,-34,55,65,-46,-15,100,6,-39,44,14,13,31,-30,57,-29,-20,68,36,84105
48,11,32,-18,-11,-21,-15,-10,6,-7,-66,62,82,-12,-22,17,6,-3,-17,0,-1,65,60,0,13,15,52,-44,33,-73,-11,32,76,0,-22,2,34,58,-1,16,18,-10,4,52,9,28,-24,19,55,-72,29,64,24,-76,2,-40,-18,-20,31,5,22,-5,45,24,15,44,-44,16,28,7,60,-4,10,-20,-48,-78,0,8,1,-14,10,16,5,-9,-46,-2,29,-10,29,24,-1,19,-33,56,28,-31,-17,-1,-47,52,12,-80,-6,33,-28,58,-61,8,4,34,-77,49,-27,23,58,-29,15,17,14,-32,-72,61,9,43,-25,-32,37,-21,82,-40,-1,36,48,33,45,71,-79,11,28,28,-2,47,22,-58,81,-39,32,-7,-47,58,-21,-11,33,63,-21,6,-3,56,30,39,-44,-13,16,13,6,-16,0,58,39,24,-18,-12,28,-75,57,18,-54,84,11,32,0,-38,0,-29,84135
39,45,56,-16,12,4,-91,-67,-45,2,58,18,39,-30,10,12,-8,-81,84,-4,-37,100,38,52,24,62,7,-32,-39,-15,-29,26,10,47,17,41,14,52,-26,-12,-13,39,-24,48,0,19,81,37,84,-8,61,94,25,-56,-16,-37,-19,5,36,12,58,-88,47,38,-47,51,-34,37,23,54,31,30,47,-70,-93,73,-85,-40,39,13,17,51,8,9,1,18,66,-29,30,-45,-23,-52,-46,100,-20,4,-18,-48,-94,16,-97,66,12,-95,-18,21,-62,35,100,-24,-13,58,1,26,11,-39,69,18,-43,-28,-55,87,-20,31,20,-30,17,-17,91,-98,-84,38,48,87,50,52,-30,-19,14,88,-28,36,10,-97,93,-100,-5,2,23,14,-30,74,51,51,-91,43,-51,58,7,31,-31,14,-50,27,-2,78,-38,85,-15,22,-31,100,14,-30,50,19,-66,37,6,64,28,-33,34,11,84136
-10,10,76,-35,-37,-16,35,50,7,79,-37,72,71,-21,85,30,15,-40,-76,-7,-7,44,44,-3,17,-28,-11,-46,-54,-71,6,30,-9,23,34,22,-36,-7,-18,-29,-100,-70,-16,90,-36,42,-61,12,47,-67,23,38,21,-100,-54,-27,-1,-15,13,11,15,23,-70,100,66,92,-47,18,52,6,41,0,-80,51,58,-47,-55,62,7,-37,20,76,34,82,-4,22,36,5,5,2,-15,43,-5,31,-3,-12,-17,36,47,31,-60,-61,-26,-71,41,35,-94,-1,100,3,3,49,0,-16,-8,-8,-39,31,-34,5,-100,31,-60,35,-40,10,47,-35,62,58,22,19,-68,37,10,3,42,-52,13,36,-17,38,29,39,61,-74,90,79,-33,83,24,-60,13,-14,27,27,27,55,-42,42,11,-20,42,23,0,-60,-5,49,88,-16,-54,100,12,37,95,31,-87,68,-27,33,0,2,100,32,84138
7,40,58,23,-55,42,85,38,51,-64,-73,95,-38,-62,20,44,-41,-21,-52,-22,-41,55,52,6,-20,8,-50,31,-40,-89,-65,51,45,33,49,17,-65,-12,-73,-28,-96,-77,-56,98,-33,23,-39,4,66,-84,-31,56,49,-86,-76,69,-31,42,52,-7,-12,-57,-68,50,80,27,29,8,16,13,55,7,-76,26,-23,-65,-19,58,49,-57,1,28,-42,25,-47,7,26,-34,46,50,-29,10,-89,63,-21,-55,-82,40,-27,31,-100,-76,-57,-100,30,37,-55,32,92,-16,-73,50,-43,3,-43,-94,23,52,-80,97,-90,41,-100,11,-19,-58,-67,23,98,-75,-41,-76,-62,29,-14,100,-43,-32,4,17,-23,9,46,-78,97,-27,-75,-63,0,93,-56,-50,-15,9,68,23,32,58,-71,-66,-81,-61,-1,-18,-3,-46,-43,79,-72,-1,-68,100,4,-4,100,52,-39,-52,-4,27,14,-82,51,-6,84272
0,82,0,-16,12,0,-70,49,79,20,44,100,58,-21,17,14,-2,-5,49,58,-6,25,77,-12,20,3,34,-52,-28,-54,-66,28,-61,-49,100,13,-30,-20,29,2,-1,-37,40,31,0,24,34,-18,62,-52,34,4,24,-49,-22,-38,51,4,30,2,31,-43,-69,47,-9,16,-51,-21,27,-7,73,-26,-38,39,2,26,-13,-11,76,8,1,-4,14,11,7,-2,64,44,22,72,-9,-36,-36,22,-4,10,-15,-93,-6,62,-45,32,-8,-35,28,66,-7,35,83,-6,-43,79,-9,-60,34,-38,-3,20,-12,-28,-45,-1,-82,40,-24,-12,-13,-14,79,-40,-33,11,-68,-44,26,34,-3,-81,1,-38,-15,48,19,-45,81,-48,47,20,-21,100,-25,62,-6,-31,-74,19,-95,76,-31,-14,0,-10,-42,25,65,62,-4,67,30,-62,-24,80,3,0,35,21,-5,66,-43,62,-17,3,42,100,84357
-1,16,-100,0,-26,0,-41,22,9,0,-4,38,-20,41,-27,17,11,77,88,33,30,53,67,77,-19,91,-34,-100,64,8,-48,-80,-100,100,-100,-27,-62,-21,58,30,100,-18,58,-100,28,13,76,-98,-74,6,-11,-100,-68,74,-17,-27,1,0,-17,-6,-12,-35,-90,39,28,100,-57,-100,20,68,75,7,-18,19,78,25,81,25,5,-4,-5,100,10,-22,37,-18,22,5,-22,-27,59,2,-12,59,54,40,37,-69,79,-60,-38,28,0,-38,-75,-63,38,16,-100,65,-2,0,0,-100,-51,-19,87,0,8,-22,77,-100,-47,0,71,-30,19,0,1,-34,-42,-38,-98,-91,-26,32,40,-48,-40,-94,59,0,1,-43,-2,-12,25,0,64,52,-18,54,55,-29,-41,-28,-66,-13,-74,12,-32,1,0,-51,33,55,1,-74,27,-100,53,-100,-47,41,-100,0,35,-17,34,15,6,-28,-15,-100,84397
-28,23,49,-35,-30,-23,-48,66,27,-6,-29,78,-17,11,52,1,-34,-22,93,0,9,29,52,-25,16,-25,3,-76,-46,-23,-38,32,-49,-76,92,23,-58,12,33,-12,41,52,43,20,-17,11,85,-1,51,-14,0,39,28,-55,39,14,-19,-19,21,11,2,-94,-38,66,-41,69,-70,-9,15,-15,37,-14,47,47,-34,63,-40,-31,8,-48,13,39,-18,52,28,9,39,-29,18,38,-38,-57,-75,32,-33,34,-3,-97,-52,27,-22,39,-38,-19,16,28,-50,-29,84,-32,-10,38,-4,-19,4,-80,-47,15,44,12,-49,37,-100,33,-27,8,-6,-34,95,-12,-87,-7,-36,-5,-25,-24,21,-95,10,0,-36,30,5,-24,93,-15,83,-5,-31,79,0,10,-19,-4,-48,23,-100,23,-52,0,-12,-42,-66,16,13,4,15,61,77,-21,-65,80,8,16,21,16,-52,-26,-2,41,-12,-14,65,90,84412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84573
32,37,42,-18,21,-14,-44,-15,3,28,60,33,47,8,67,37,-5,-72,-49,8,-9,74,-6,6,31,-8,2,-8,-13,-68,-10,22,-6,61,-14,21,-25,48,-14,26,-73,-54,-14,94,24,58,-38,40,78,-65,24,75,14,-92,63,72,20,-15,4,-19,18,26,0,57,-14,-6,-9,40,63,4,-4,2,-69,-14,-38,39,-71,-9,25,20,-14,-12,-2,61,65,-10,54,26,5,-1,-8,50,-7,63,11,56,22,9,-45,-10,-67,34,-26,-62,9,-9,-38,19,79,6,-9,67,7,1,0,-9,-18,37,61,71,-100,76,-100,18,-35,1,22,-17,69,2,34,52,0,72,48,50,-17,-100,6,73,-7,21,36,7,68,-42,45,28,-28,44,13,-46,36,42,-41,25,7,75,-28,21,-12,-16,52,32,8,-41,-8,75,58,3,0,80,7,-20,97,37,-40,58,1,52,1,-6,48,-20,84596
27,-3,-6,-27,17,-9,-75,-46,31,28,15,40,80,-14,94,18,36,10,19,6,-17,76,56,8,25,35,19,-36,-52,-41,-75,14,-15,37,14,39,-21,21,-8,10,-18,-58,1,48,-1,71,25,25,71,-46,23,71,12,-98,6,37,-36,-6,29,13,24,-14,24,60,7,24,-28,26,76,9,66,-8,-55,-52,-84,80,24,11,-6,11,22,20,41,85,-9,21,40,-50,22,30,-8,22,-19,78,35,-14,-17,2,-74,7,-79,63,-37,-68,45,0,35,41,100,33,-23,25,22,-24,24,-4,35,19,12,51,-90,69,-32,19,7,-25,12,-23,77,55,-34,17,15,62,16,38,-38,-43,10,64,-12,27,19,48,74,-52,22,28,0,57,-14,-19,34,31,-74,42,1,18,-17,4,-24,-42,15,29,14,-18,-12,76,52,-27,5,100,7,-42,45,20,24,77,19,36,-8,-27,89,13,84600
-20,71,-20,-21,-36,10,-73,-7,44,32,94,72,89,-7,51,16,-18,26,40,30,-21,62,92,3,44,-9,-9,-71,-85,13,-32,45,-50,-50,100,34,-86,-30,11,-26,46,5,2,-18,-28,-16,32,29,56,35,32,62,51,-87,-73,3,9,10,24,10,31,-81,-52,74,-25,74,-71,23,-13,5,88,-1,11,-12,10,52,20,-25,70,-36,9,58,-15,50,-15,3,39,9,26,32,-58,-59,18,64,25,-16,7,-56,3,76,-50,43,27,-48,59,75,41,2,57,30,-90,47,12,-30,-2,2,-11,-25,-76,10,-86,60,-54,29,22,31,-26,-22,83,-10,-87,-49,-51,-11,29,23,-12,-52,19,0,-68,26,21,-9,82,-25,68,32,21,76,38,45,3,-34,-69,26,-61,46,-85,-25,-5,25,-51,41,21,47,-20,53,65,-39,-57,54,18,-12,-17,-24,36,83,4,39,-7,-2,67,100,84621
28,-39,100,-25,-72,-31,86,19,25,85,76,97,76,35,-9,2,-50,-71,-38,34,11,42,73,21,11,-21,-19,-49,-22,-28,2,30,-5,-13,36,51,-33,-10,-7,-51,-98,40,1,97,-58,0,-21,-13,62,-27,1,87,28,-100,-56,-61,-89,-32,26,-3,6,34,-64,95,-33,-51,-50,-17,14,21,74,-8,47,12,-56,44,-64,-41,-47,-75,17,-29,-58,-6,-9,6,84,-95,20,17,-15,-3,-25,44,-19,-12,39,-21,-58,88,-33,17,-64,-29,100,93,-28,14,24,-22,-81,43,-19,8,-13,-29,-9,-60,-47,-57,-100,82,-68,27,-24,30,-29,-25,78,-25,38,-22,-64,58,-25,-7,-71,-66,-5,51,-12,35,6,-18,78,-60,-43,86,-24,100,46,-14,3,-17,81,55,-30,48,-33,-37,-48,-60,-6,12,37,-9,14,67,-22,7,-48,28,-6,-74,100,-60,-28,79,-78,83,-5,-49,100,36,84682
-22,38,80,-38,16,-41,-47,100,0,12,98,96,4,13,56,10,30,14,-19,18,-8,25,52,95,50,21,40,-35,-72,13,-36,31,-24,-20,0,16,-55,36,45,23,-86,-87,58,86,44,78,-7,23,82,31,-8,61,23,-68,-11,59,81,-38,1,9,-4,-7,-56,60,17,29,-24,24,75,99,48,12,-71,96,-31,87,9,27,22,16,30,-25,53,65,53,21,29,89,-9,8,48,20,-21,22,-7,50,13,-68,-46,33,-53,62,-45,-65,9,52,-43,-16,81,-8,38,16,-68,-85,40,0,16,-8,29,63,-75,58,-38,26,40,22,-12,-33,47,82,14,-1,-52,15,9,-6,79,-15,11,20,41,37,15,56,48,-80,0,13,68,74,11,39,46,10,-34,26,-63,13,-50,-20,-17,-62,3,54,38,40,-6,100,-10,-80,-100,80,12,73,87,-10,-21,-8,1,33,29,-27,43,1,84684
-9,-44,10,-32,2,-23,-79,36,18,0,37,39,-11,-17,-99,14,-40,-20,76,36,10,86,45,75,40,37,27,-43,-66,-46,-66,0,-23,-4,48,33,-7,52,21,33,-83,84,24,73,30,91,74,25,50,-38,45,1,-6,-48,-45,-29,-57,-24,-12,-9,37,20,-88,68,-30,-14,-41,21,95,73,39,7,88,36,-50,17,-24,-40,-44,0,1,-20,-31,-98,-13,1,60,-60,-15,13,-16,15,-58,77,-9,-16,-24,-28,-57,35,-53,11,27,-52,12,40,-100,-20,16,-8,76,100,8,-24,25,-60,31,18,-43,-33,-51,3,-25,45,22,-9,61,-31,22,-80,22,-3,-90,45,44,3,-39,-18,-8,47,-16,53,16,-87,22,-76,-12,2,26,45,1,1,11,50,-74,38,-26,100,-6,57,-32,28,11,45,42,7,12,53,-11,-19,-90,13,-7,-27,74,18,-97,-10,-10,57,10,-30,63,44,84685
